1998.906250	1713.412231
1997.375000	1763.302246
1995.841797	1683.446533
1994.306641	1686.220093
1992.773438	1685.876221
1991.238281	1691.763428
1989.705078	1711.665527
1988.169922	1719.102051
1986.634766	1715.637695
1985.099609	1691.939697
1983.562500	1733.612061
1982.027344	1751.928833
1980.490234	1734.460083
1978.955078	1740.327026
1977.417969	1811.498779
1975.878906	1780.036621
1974.341797	1804.541992
1972.804688	1819.713379
1971.265625	1805.358887
1969.726562	1752.176392
1968.187500	1772.007935
1966.648438	1784.067627
1965.109375	1761.969727
1963.570312	1809.724243
1962.029297	1792.285156
1960.488281	1736.067017
1958.947266	1771.388184
1957.406250	1766.373779
1955.865234	1798.573242
1954.324219	1717.596436
1952.781250	1738.943481
1951.240234	1775.777100
1949.697266	1736.683350
1948.154297	1711.545776
1946.609375	1765.396606
1945.066406	1706.201172
1943.523438	1725.975708
1941.978516	1724.075073
1940.433594	1698.965332
1938.888672	1709.446899
1937.343750	1730.750977
1935.798828	1671.634521
1934.251953	1680.568970
1932.705078	1717.322998
1931.160156	1704.608154
1929.613281	1756.793213
1928.066406	1727.082520
1926.517578	1711.284302
1924.970703	1701.668945
1923.421875	1695.145264
1921.873047	1663.927612
1920.324219	1720.686035
1918.775391	1758.906250
1917.226562	1726.151733
1915.677734	1745.847778
1914.126953	1767.077637
1912.576172	1742.049561
1911.025391	1747.858032
1909.474609	1772.156006
1907.923828	1744.060547
1906.373047	1739.082153
1904.820312	1769.526978
1903.267578	1732.210571
1901.716797	1830.379028
1900.162109	1799.221680
1898.609375	1757.305420
1897.056641	1775.406982
1895.501953	1796.577393
1893.949219	1788.519775
1892.394531	1848.116943
1890.839844	1784.712036
1889.285156	1815.084229
1887.728516	1788.589966
1886.173828	1802.049561
1884.617188	1803.215942
1883.060547	1815.131226
1881.503906	1790.193604
1879.947266	1889.602295
1878.390625	1855.451294
1876.832031	1827.451660
1875.273438	1862.360229
1873.716797	1851.241699
1872.158203	1860.062500
1870.597656	1833.617554
1869.039062	1830.175537
1867.480469	1837.462402
1865.919922	1875.389648
1864.359375	1856.622192
1862.798828	1845.520142
1861.238281	1820.641357
1859.677734	1866.195190
1858.115234	1861.220093
1856.554688	1845.534912
1854.992188	1849.745728
1853.429688	1858.543701
1851.867188	1856.632568
1850.302734	1870.012451
1848.740234	1877.271729
1847.175781	1887.584839
1845.611328	1868.859863
1844.048828	1807.364502
1842.482422	1854.344482
1840.917969	1896.723633
1839.353516	1881.065308
1837.787109	1840.988892
1836.220703	1887.922974
1834.654297	1838.706055
1833.087891	1849.006958
1831.521484	1889.808960
1829.955078	1909.244751
1828.386719	1857.014160
1826.818359	1871.875488
1825.250000	1941.595093
1823.681641	1877.200195
1822.113281	1852.439697
1820.542969	1879.473877
1818.974609	1886.700928
1817.404297	1880.222900
1815.833984	1864.614502
1814.263672	1877.927124
1812.693359	1888.191040
1811.121094	1863.463257
1809.550781	1856.996094
1807.978516	1864.216553
1806.406250	1848.630127
1804.833984	1883.208130
1803.261719	1910.173584
1801.687500	1861.161987
1800.115234	1871.411621
1798.541016	1867.988770
1796.966797	1855.456909
1795.392578	1864.182983
1793.818359	1885.047363
1792.242188	1846.723022
1790.667969	1867.582153
1789.091797	1908.151245
1787.515625	1857.713379
1785.939453	1878.557129
1784.363281	1861.495117
1782.785156	1882.329224
1781.208984	1880.425903
1779.630859	1887.612915
1778.052734	1843.299438
1776.474609	1871.691284
1774.896484	1868.277222
1773.318359	1886.056152
1771.738281	1843.292480
1770.158203	1880.738892
1768.578125	1896.991089
1766.998047	1876.937988
1765.417969	1894.696167
1763.837891	1888.257935
1762.255859	1854.615112
1760.673828	1861.788330
1759.091797	1855.360474
1757.509766	1916.910767
1755.927734	1915.004761
1754.345703	1879.880615
1752.761719	1877.982910
1751.177734	1882.123047
1749.593750	1905.878540
1748.009766	1852.680420
1746.425781	1918.666748
1744.841797	1874.536255
1743.255859	1925.412964
1741.669922	1920.492798
1740.083984	1927.631714
1738.498047	1872.987549
1736.912109	1953.952393
1735.326172	1902.337646
1733.738281	1892.909058
1732.150391	1928.651855
1730.562500	1928.253174
1728.974609	1909.794922
1727.386719	1909.400146
1725.796875	1913.518311
1724.208984	1880.034058
1722.619141	1972.875610
1721.029297	1939.392700
1719.439453	1949.513306
1717.849609	1926.568237
1716.257812	1939.692017
1714.667969	1967.831787
1713.076172	1944.896851
1711.484375	1941.491333
1709.892578	1941.089600
1708.300781	1940.687866
1706.707031	1962.795288
1705.115234	1954.887573
1703.521484	1966.482788
1701.927734	1915.086670
1700.333984	1911.691528
1698.738281	1965.261719
1697.144531	1972.348389
1695.548828	1955.457275
1693.953125	1937.074707
1692.357422	2017.555542
1690.761719	1921.297363
1689.166016	1943.357300
1687.568359	1993.848633
1685.972656	1975.476685
1684.375000	1955.615967
1682.777344	1938.755249
1681.179688	1944.336060
1679.582031	1952.905029
1677.982422	1937.550049
1676.382812	1958.074463
1674.783203	1989.051025
1673.183594	1864.628784
1671.583984	1958.350586
1669.984375	1981.840088
1668.382812	1903.784546
1666.783203	1978.032471
1665.181641	1950.756470
1663.580078	1948.859619
1661.978516	1930.552246
1660.375000	1980.866699
1658.773438	1959.577393
1657.169922	1980.044800
1655.566406	1934.913208
1653.962891	1958.357788
1652.359375	1957.951294
1650.753906	1938.178101
1649.150391	1994.374878
1647.544922	1970.134644
1645.939453	1950.370728
1644.333984	1975.270752
1642.728516	1973.372437
1641.123047	1947.668213
1639.515625	1996.354370
1637.908203	2039.071167
1636.300781	1959.837769
1634.693359	2004.030762
1633.085938	2012.532593
1631.476562	1980.907349
1629.869141	2068.154541
1628.259766	2039.501587
1626.650391	2045.018311
1625.041016	2005.988037
1623.431641	2038.230225
1621.820312	2034.838257
1620.210938	2016.608521
1618.599609	2042.893799
1616.988281	2086.967285
1615.376953	2050.942139
1613.763672	2022.345093
1612.152344	2076.771484
1610.539062	2082.267822
1608.925781	2098.133789
1607.312500	2041.403076
1605.699219	1983.214966
1604.085938	2028.707397
1602.470703	2063.817383
1600.855469	2063.387939
1599.242188	2031.880859
1597.625000	2035.896729
1596.009766	2103.519287
1594.394531	2033.570312
1592.777344	2104.122314
1591.162109	2060.812256
1589.544922	2055.949219
1587.927734	2030.399658
1586.308594	2032.931641
1584.691406	2029.554077
1583.072266	2061.621094
1581.455078	2053.809326
1579.835938	2071.095703
1578.214844	2030.815430
1576.595703	2054.001465
