0,0
10,0
20,0
30,0
40,2.75938E-06
50,0
60,0
70,0
80,0
90,0
100,2.75938E-06
110,2.75938E-06
120,2.75938E-06
130,5.51876E-06
140,2.75938E-06
150,0
160,0
170,2.75938E-06
180,1.65563E-05
190,5.51876E-06
200,0
210,0
220,2.75938E-06
230,2.75938E-06
240,5.51876E-06
250,5.51876E-06
260,2.75938E-06
270,8.27815E-06
280,8.27815E-06
290,5.51876E-06
300,2.75938E-06
310,8.27815E-06
320,1.65563E-05
330,1.37969E-05
340,5.51876E-06
350,8.27815E-06
360,5.51876E-06
370,1.93157E-05
380,8.27815E-06
390,2.20751E-05
400,1.65563E-05
410,1.37969E-05
420,1.65563E-05
430,3.31126E-05
440,4.13907E-05
450,4.96689E-05
460,2.75938E-05
470,2.48344E-05
480,3.86313E-05
490,4.13907E-05
500,3.86313E-05
510,6.07064E-05
520,7.17439E-05
530,8.55408E-05
540,0.000102097
550,9.3819E-05
560,0.000102097
570,0.000182119
580,0.000165563
590,0.000171082
600,0.000237307
610,0.00026766
620,0.000372517
630,0.000405629
640,0.000455298
650,0.000516004
660,0.000645695
670,0.000684327
680,0.000800221
690,0.000965784
700,0.00116722
710,0.00137417
720,0.00149558
730,0.00165839
740,0.001766
750,0.00200607
760,0.00220199
770,0.00207781
780,0.00189018
790,0.00168046
800,0.00126656
810,0.000888521
820,0.000593267
830,0.000364238
840,0.000137969
850,6.89845E-05
860,1.65563E-05
870,5.51876E-06
880,0
890,0
900,0
910,0
920,0
930,0
940,0
950,0
960,0
970,0
980,0
990,0
