#Wave,#Intensity
1998.90625,6167.660156
1997.375,6081.911621
1995.841797,6136.786133
1994.306641,6079.431152
1992.773438,6056.377441
1991.238281,6044.237793
1989.705078,6142.683105
1988.169922,6209.944824
1986.634766,6242.928223
1985.099609,6193.402344
1983.5625,6296.404297
1982.027344,6366.689941
1980.490234,6429.168945
1978.955078,6429.412109
1977.417969,6286.600586
1975.878906,6580.694336
1974.341797,6573.133789
1972.804688,6397.745605
1971.265625,6359.151367
1969.726562,6357.852539
1968.1875,6455.948242
1966.648438,6505.869141
1965.109375,6381.900879
1963.570312,6422.503418
1962.029297,6382.397461
1960.488281,6495.900391
1958.947266,6430.977051
1957.40625,6304.046875
1955.865234,6350.824219
1954.324219,6329.374023
1952.78125,6352.87793
1951.240234,6238.462891
1949.697266,6354.928711
1948.154297,6203.385254
1946.609375,6256.317871
1945.066406,6286.004395
1943.523438,6196.484863
1941.978516,6295.814941
1940.433594,6303.811035
1938.888672,6423.188477
1937.34375,6251.738281
1935.798828,6173.140625
1934.251953,6252.272949
1932.705078,6121.151367
1931.160156,6155.443359
1929.613281,6200.537598
1928.066406,6230.164551
1926.517578,6303.024414
1924.970703,6294.013672
1923.421875,6362.198242
1921.873047,6221.978027
1920.324219,6260.827637
1918.775391,6406.121582
1917.226562,6272.147461
1915.677734,6344.89209
1914.126953,6281.914551
1912.576172,6316.085449
1911.025391,6439.63916
1909.474609,6413.664062
1907.923828,6541.768066
1906.373047,6386.390137
1904.820312,6505.206543
1903.267578,6476.158203
1901.716797,6370.149902
1900.162109,6595.09375
1898.609375,6547.578125
1897.056641,6632.391113
1895.501953,6547.970703
1893.949219,6626.59668
1892.394531,6557.586426
1890.839844,6596.209473
1889.285156,6599.467773
1887.728516,6685.700195
1886.173828,6721.199707
1884.617188,6615.375977
1883.060547,6644.731934
1881.503906,6706.317383
1879.947266,6680.381348
1878.390625,6708.169922
1876.832031,6659.227539
1875.273438,6838.881348
1873.716797,6765.391602
1872.158203,6583.057129
1870.597656,6728.885742
1869.039062,6701.446777
1867.480469,6764.436035
1865.919922,6923.92627
1864.359375,6825.99707
1862.798828,6767.928223
1861.238281,6754.288574
1859.677734,6959.576172
1858.115234,6763.759277
1856.554688,6883.263672
1854.992188,6944.578613
1853.429688,6972.21582
1851.867188,6889.728027
1850.302734,6954.061035
1848.740234,6946.51709
1847.175781,6821.288574
1845.611328,6919.212891
1844.048828,6900.985352
1842.482422,6968.302734
1840.917969,6968.397461
1839.353516,6942.535645
1837.787109,6924.316406
1836.220703,6909.156738
1834.654297,6977.927734
1833.087891,6939.878418
1831.521484,7022.341309
1829.955078,6911.100098
1828.386719,6947.794434
1826.818359,7103.371094
1825.25,6941.888184
1823.681641,6934.365234
1822.113281,6957.3125
1820.542969,6987.865723
1818.974609,6904.19873
1817.404297,6870.806152
1815.833984,6947.020996
1814.263672,6980.592773
1812.693359,6968.505371
1811.121094,6933.604492
1809.550781,7104.036621
1807.978516,7018.942383
1806.40625,6939.964355
1804.833984,6923.335449
1803.261719,6861.124512
1801.6875,6956.947754
1800.115234,7187.921875
1798.541016,6823.474121
1796.966797,6734.00293
1795.392578,6955.770508
1793.818359,6980.13916
1792.242188,6975.666016
1790.667969,6927.197266
1789.091797,7101.720215
1787.515625,6983.48584
1785.939453,7021.467285
1784.363281,7068.527832
1782.785156,6997.354492
1781.208984,6953.484863
1779.630859,6894.483398
1778.052734,6974.851074
1776.474609,7000.67041
1774.896484,6819.060547
1773.318359,7026.542969
1771.738281,6966.071777
1770.158203,7028.183594
1768.578125,6913.276855
1766.998047,6928.487305
