#Wave,#Intensity
1998.90625,18456.20898
1997.375,18230.14453
1995.841797,18148.49023
1994.306641,18224.26758
1992.773438,18474.52344
1991.238281,18540.85547
1989.705078,18644.53906
1988.169922,18777.76367
1986.634766,18820.63867
1985.099609,18763.87695
1983.5625,19019.93359
1982.027344,18877.57813
1980.490234,19200.39453
1978.955078,19207.36328
1977.417969,19268.75
1975.878906,19423.38672
1974.341797,19692.97852
1972.804688,19628.35156
1971.265625,19495.38867
1969.726562,19684.02344
1968.1875,19549.54883
1966.648438,19405.8125
1965.109375,19361.48633
1963.570312,19227.15625
1962.029297,19268.22852
1960.488281,19169.6543
1958.947266,19417.02148
1957.40625,19186.63477
1955.865234,19230.7793
1954.324219,19095.08398
1952.78125,18902.09766
1951.240234,18902.88281
1949.697266,18920.70898
1948.154297,18926.13281
1946.609375,18914.52148
1945.066406,18749.63281
1943.523438,18858.80078
1941.978516,18751.25195
1940.433594,18724.20703
1938.888672,18808.55664
1937.34375,18710.36133
1935.798828,18955.5
1934.251953,18696.52148
1932.705078,18786.98828
1931.160156,18917.5957
1929.613281,18677.32227
1928.066406,18761.55469
1926.517578,18768.52539
1924.970703,18824.90625
1923.421875,18717.61523
1921.873047,18772.4375
1920.324219,18785.57031
1918.775391,19068.70313
1917.226562,18810.27148
1915.677734,19014.62695
1914.126953,19158.75977
1912.576172,19199.54297
1911.025391,19317.375
1909.474609,19105.38281
1907.923828,19253.99805
1906.373047,19205.38281
1904.820312,19349.29297
1903.267578,19222.14844
1901.716797,19703.12891
1900.162109,19588.27539
1898.609375,19551.94531
1897.056641,19811.01758
1895.501953,20059.2168
1893.949219,19813.66211
1892.394531,19768.08594
1890.839844,19931.58984
1889.285156,19898.30273
1887.728516,20049.41797
1886.173828,20126.72852
1884.617188,20184.03906
1883.060547,20284.32227
1881.503906,20013.01367
1879.947266,20547.69727
1878.390625,20394.61719
1876.832031,20318.31641
1875.273438,20643.9707
1873.716797,20504.76563
1872.158203,20485.22266
1870.597656,20548.47461
1869.039062,20783.375
1867.480469,20515.51953
1865.919922,20699.76758
1864.359375,20623.51953
1862.798828,20613.1582
1861.238281,20754.39258
1859.677734,20823.61523
1858.115234,20722.91016
1856.554688,20815.0625
