#Wave,#Intensity
378.40625,9790.655273
376.529297,9957.806641
374.650391,9988.696289
372.773438,10041.20508
370.894531,10041.52832
369.015625,10066.01758
367.134766,10101.94043
365.255859,10033.59473
363.375,10116.53711
361.494141,10114.29883
359.613281,10261.98145
357.732422,10374.03125
355.849609,10268.86914
353.96875,10199.30371
352.085938,10289.71094
350.201172,10375.00195
348.318359,10368.89844
346.433594,10530.24512
344.548828,10409.96387
342.664062,10365.81543
340.779297,10393.94434
338.894531,10551.33789
337.007812,10495.78027
335.121094,10645.47852
333.234375,10683.65039
331.347656,10623.0332
329.458984,10708.03418
327.570312,10732.24219
325.681641,10767.82715
323.792969,10723.68848
321.904297,10856.65625
320.013672,10893.45215
318.123047,10945.40332
316.232422,11018.81934
314.341797,10962.0332
312.449219,10978.55469
310.558594,10992.54102
308.666016,11230.06152
306.773438,11145.49707
304.878906,11161.95898
302.986328,11262.97461
301.091797,11315.99512
299.197266,11246.62207
297.302734,11300.88281
295.40625,11501.3916
293.511719,11603.47656
291.615234,11421.9209
289.71875,11545.39844
287.822266,11562.99219
285.923828,11782.11035
284.025391,11837.4209
282.126953,11668.60156
280.228516,11942.93164
278.330078,11643.28223
276.429688,11852.06934
274.529297,11826.79395
272.628906,11907.16895
270.728516,11976.19043
268.828125,11999.92676
266.925781,11999.77344
265.023438,11840.04297
263.121094,11901.47754
261.21875,11981.72363
259.314453,11992.87207
257.412109,12036.6543
255.507812,12020.1709
253.601562,11989.89063
251.697266,12066.26074
249.791016,12137.57813
247.886719,12040.82813
245.980469,12154.74414
244.072266,11977.81152
242.166016,11921.26074
240.257812,12110.29688
238.349609,12142.67383
236.441406,12133.70898
234.533203,12254.95996
232.623047,12167.11133
230.712891,12141.87598
228.802734,12175.45606
226.892578,12274.06934
224.982422,12175.03613
223.070312,12268.60254
221.158203,12190.86328
219.246094,12284.38281
217.333984,12356.61719
215.419922,12371.35352
213.507812,12334.87402
211.59375,12309.64844
209.677734,12395.54199
207.763672,12201.81348
205.847656,12330.11914
203.933594,12281.20898
202.015625,12179.93359
200.099609,12050.02051
198.183594,12054.81348
196.265625,12260.28516
194.347656,12018.28125
192.429688,12138.94531
190.511719,12041.56934
188.591797,11903.1377
186.671875,11775.97363
184.751953,11736.00195
182.832031,11470.78711
180.910156,11462.00586
178.990234,11378.58887
177.068359,11191.98242
175.146484,11276.52246
173.222656,11087.53418
171.300781,11015.45801
169.376953,10757.02637
167.453125,10677.60059
165.529297,10579.5791
163.603516,10325.14063
161.679688,10134.13086
159.753906,10058.63574
157.828125,9906.237305
155.900391,9760.109375
153.974609,9609.083984
152.046875,9455.645508
150.119141,9232.84668
148.191406,9131.620117
146.261719,8884.206055
144.333984,8743.454102
142.404297,8508.624023
140.474609,8447.276367
138.542969,8205.186523
136.613281,7944.637207
134.681641,7655.73877
132.75,7425.122559
130.818359,7262.646484
128.884766,6979.040039
126.953125,6580.566895
125.019531,6345.450684
123.085938,6070.889648
121.152344,5885.418457
119.216797,5666.674316
117.28125,5382.567871
115.345703,5086.239746
113.410156,4682.638184
111.474609,4237.251953
109.537109,3888.316406
107.599609,3467.981201
105.662109,3120.607178
103.724609,2668.56958
101.785156,2320.297119
99.845703,1841.523315
