0,0.0001742
50,0.000202147
100,0.00019717
150,0.000186405
200,0.000190376
250,0.000196768
300,0.000197389
350,0.00019293
400,0.000201006
450,0.000198816
500,0.000198745
550,0.000210532
600,0.000202809
650,0.000211968
700,0.000204618
750,0.000210243
800,0.000209288
850,0.000216764
900,0.000216076
950,0.000218913
1000,0.000217807
1050,0.000223679
1100,0.000230087
1150,0.000227037
1200,0.000228818
1250,0.000230913
1300,0.000230729
1350,0.000218566
1400,0.000235976
1450,0.000235648
1500,0.000236967
1550,0.000242131
1600,0.000238668
1650,0.000243009
1700,0.000246961
1750,0.000243597
1800,0.000252336
1850,0.000259225
1900,0.000255792
1950,0.00025096
2000,0.000259113
2050,0.000257683
2100,0.000262558
2150,0.000266433
2200,0.000259238
2250,0.000260937
2300,0.000270086
2350,0.000273594
2400,0.000269875
2450,0.000281044
2500,0.000284047
2550,0.00029361
2600,0.000288444
2650,0.000293321
2700,0.00030327
2750,0.000291714
2800,0.000290989
2850,0.000294278
2900,0.000296954
2950,0.000311935
3000,0.000311496
3050,0.000303499
3100,0.000323572
3150,0.000317009
3200,0.000312135
3250,0.000320687
3300,0.00032696
3350,0.000323636
3400,0.000344616
3450,0.000342379
3500,0.000334388
3550,0.000352856
3600,0.000338407
3650,0.000342401
3700,0.000344583
3750,0.000351562
3800,0.000353608
3850,0.000358685
3900,0.000375238
3950,0.0003703
4000,0.000378073
4050,0.000371164
4100,0.000378435
4150,0.000384016
4200,0.000381203
4250,0.000394393
4300,0.000391831
4350,0.000397059
4400,0.000407986
4450,0.000402972
4500,0.000419235
4550,0.00042132
4600,0.000422408
4650,0.000434783
4700,0.000431682
4750,0.000433174
4800,0.00044104
4850,0.000443685
4900,0.000458494
4950,0.000454912
5000,0.00046445
5050,0.000457837
5100,0.000473108
5150,0.000476366
5200,0.000490747
5250,0.000461923
5300,0.000488981
5350,0.000500915
5400,0.000511449
5450,0.000522454
5500,0.000506904
5550,0.000530794
5600,0.00053231
5650,0.000541289
5700,0.000540362
5750,0.000563285
5800,0.000565043
5850,0.000569764
5900,0.000564009
5950,0.000581911
6000,0.000592849
6050,0.000599993
6100,0.000605112
6150,0.000595247
6200,0.000615455
6250,0.00062423
6300,0.00064447
6350,0.000651145
6400,0.000660624
6450,0.000685529
6500,0.000698681
6550,0.000699593
6600,0.000722589
6650,0.000729426
6700,0.000736826
6750,0.000743706
6800,0.000761907
6850,0.000791367
6900,0.000809798
6950,0.000808935
7000,0.000833632
7050,0.000818664
7100,0.000842814
7150,0.000874085
7200,0.000884352
7250,0.000915838
7300,0.000933701
7350,0.000946005
7400,0.000966433
7450,0.000975579
7500,0.00103244
7550,0.00105113
7600,0.00109154
7650,0.00110607
7700,0.00113978
7750,0.00117141
7800,0.00121351
7850,0.00125766
7900,0.00128497
7950,0.00131356
8000,0.00135169
8050,0.00138584
8100,0.00142566
8150,0.00149089
8200,0.00153306
8250,0.00156589
8300,0.00163975
8350,0.00166811
8400,0.00171906
8450,0.00176938
8500,0.00177832
8550,0.00180983
8600,0.0018083
8650,0.0018285
8700,0.00181557
8750,0.0017692
8800,0.00172145
8850,0.00168964
8900,0.0016057
8950,0.00150178
9000,0.00135769
9050,0.00120621
9100,0.0010685
9150,0.000875471
9200,0.000673492
9250,0.00049322
9300,0.000342164
9350,0.000211214
9400,0.000143056
9450,7.58366E-05
9500,3.80563E-05
9550,1.71428E-05
9600,4.67417E-06
9650,1.99713E-06
9700,5.1479E-07
9750,0
9800,0
9850,0
9900,0
9950,0
10000,0
10050,0
10100,0
10150,0
10200,0
10250,0
10300,0
10350,0
10400,0
10450,0
10500,0
10550,0
10600,0
10650,0
10700,0
10750,0
10800,0
10850,0
10900,0
10950,0
11000,0
11050,0
11100,0
11150,0
11200,0
11250,0
11300,0
11350,0
11400,0
11450,0
11500,0
11550,0
11600,0
11650,0
11700,0
11750,0
11800,0
11850,0
11900,0
11950,0
12000,0
12050,0
12100,0
12150,0
12200,0
12250,0
12300,0
12350,0
12400,0
12450,0
12500,0
12550,0
12600,0
12650,0
12700,0
12750,0
12800,0
12850,0
12900,0
12950,0
13000,0
13050,0
13100,0
13150,0
13200,0
13250,0
13300,0
13350,0
13400,0
13450,0
13500,0
13550,0
13600,0
13650,0
13700,0
13750,0
13800,0
13850,0
13900,0
13950,0
14000,0
14050,0
14100,0
14150,0
14200,0
14250,0
14300,0
14350,0
14400,0
14450,0
14500,0
14550,0
14600,0
14650,0
14700,0
14750,0
14800,0
14850,0
14900,0
14950,0
