Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,201.75983782390426,45.869986517635866,5.757531592057288,0.1107591952370425
2,voigt,251.7634356537727,29.715483927854557,3.101770729208332,0.07946113747271172
3,voigt,508.8841628055093,56.568574030480164,26.748320071365008,0.3545220849747344
4,voigt,552.5490356328507,33.04999750862669,8.021879389182027,0.18040236733617135
5,voigt,529.6530487778044,5.472935638041838,0.8642123152055448,0.11384167435874964
6,voigt,649.8330280169151,13.169464586022842,1.721000680497478,0.0939984255908112
7,gauss,759.5675709600989,60.49511495288238,37.46045440018006,0.5816080817557931
8,lorentz,771.1905184489166,24.56320646811355,12.751847725654361,0.330275358385578
9,lorentz,782.6741398697569,2.8439540391798066,3.0160551395916385e-42,4.44548325067641e-43
10,lorentz,708.975733081718,25.30870006396987,5.558718553543266,0.13971587204231445
11,voigt,844.5998378644966,1.638103880546487,0.25931830381045234,0.04539696927935047
12,voigt,1010.6186478303266,4.520251133271214,8.988830137166457e-41,1.3812051186560105e-41
13,voigt,913.3910781217853,35.17102229716596,10.431480292228246,0.219437239803798
14,gauss,856.8882748014827,92.28830987483542,28.129292469845396,0.2863329340643697
15,voigt,869.0478812260943,1.9845156233887762,0.2554282463457635,0.056732218392841975
16,gauss,1169.6397341258628,76.19312573078125,2.3292915852948557,0.02870258900390057
17,lorentz,1378.6344731157876,177.3855203821387,22.09983222964179,0.07931401498497975
18,lorentz,1576.1293193337335,173.55561118936234,13.125714125174374,0.04814646432284066
