Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,433.5995837501415,44.35804146299136,0.07373123672888962,0.07373123672888962
2,voigt,529.6367745487431,36.200886996062444,0.17653604925341476,0.17653604925341476
3,voigt,569.8652533760882,48.53584707911433,0.1999999999999976,0.1999999999999976
4,voigt,685.0000000000001,99.9998244623721,0.05730590694655089,0.05730590694655088
5,voigt,776.4825392875891,40.29723182768496,0.4160444290391341,0.41604442903913413
6,voigt,795.5281921043762,2.3354205108268826,0.5758003600884861,0.5758003600884861
7,voigt,873.6260197389148,49.01130624717492,0.356211678791647,0.356211678791647
8,voigt,924.9999999985573,26.814390770369144,0.2903291512558357,0.2903291512558357
9,voigt,951.2343835769144,14.688493042889032,0.4155017609946492,0.4155017609946492
10,voigt,974.6217647553975,3.0419347924180253,0.1963361220892653,0.1963361220892653
11,lorentz,1335.0000000000002,199.99999999999997,22.711836845859125,0.07229389572393743
12,lorentz,1418.666262358513,97.806044670796,14.877337589037035,0.09683637721725381
13,lorentz,1585.608096807209,199.99999999999997,39.19100666588224,0.12474842625560606
