Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,415.58558753070673,64.78014979878428,0.09999999999999999,0.09999999999999999
2,voigt,515.0000000000458,99.99999856113472,0.1178815882966207,0.1178815882966207
3,voigt,555.1855602462617,20.510657088827884,0.029713578427811287,0.029713578427811287
4,voigt,724.8618188666989,49.051095153557284,0.09999999999999999,0.09999999999999999
5,voigt,781.824674351606,34.61885534136667,0.3396019860899005,0.3396019860899005
6,voigt,802.4745882338858,8.798542014237963,0.5911161956073079,0.5911161956073079
7,voigt,858.1690429739245,24.95909301696812,0.08153651236850892,0.08153651236850892
8,voigt,907.4279340364276,65.55728112491381,0.2323131501370816,0.2323131501370816
9,voigt,963.6595366629165,31.171223324730615,0.1641378778686288,0.1641378778686288
10,voigt,980.2441049586082,6.321014893101057,0.795314902799649,0.795314902799649
11,lorentz,1359.5315419195165,158.8396406394874,75.93757772017513,0.30432969279999056
12,lorentz,1434.9999999999998,142.7409637533885,14.1272892121564,0.0629903391418893
13,lorentz,1605.619933456464,166.4215311662299,79.42897722980535,0.30383475590512316
