Raman Shift (cm-1),Processed Intensity
171.300781,0.0
173.222656,0.006488064138868236
175.146484,0.020782731551052255
177.068359,0.027902794453724185
178.990234,0.03882946070620755
180.910156,0.05334113977987533
182.832031,0.05916576477212043
184.751953,0.06831787258646933
186.671875,0.08336373975518957
188.591797,0.09317995822258585
190.511719,0.09336866722663442
192.429688,0.10131158512657698
194.347656,0.11483121361018382
196.265625,0.12317921954491103
198.183594,0.12930519530152607
200.099609,0.1290336404678809
202.015625,0.1348530776483712
203.933594,0.139699992497925
205.847656,0.14601611423481062
207.763672,0.1436779600544572
209.677734,0.14855986129455898
211.59375,0.15227421748725553
213.507812,0.1531479644702516
215.419922,0.14349112922066323
217.333984,0.1471374267946692
219.246094,0.14771525768612295
221.158203,0.15037255303423672
223.070312,0.15137571551668275
224.982422,0.14434723768488825
226.892578,0.1445493134728655
228.802734,0.14522079181116765
230.712891,0.1411415701372993
232.623047,0.13885114618281044
234.533203,0.1307421954689317
236.441406,0.1306119417537068
238.349609,0.13146668394119015
240.257812,0.13440360790848965
242.166016,0.14326378872218262
244.072266,0.1314242144537902
245.980469,0.13363890731981798
247.886719,0.13273881280927113
249.791016,0.13343690881334472
251.697266,0.14103225114502477
253.601562,0.14909900016207384
255.507812,0.14206069119962342
257.412109,0.13978629233774145
259.314453,0.14218185114528134
261.21875,0.14941266141254622
263.121094,0.15455876577539193
265.023438,0.1508895361439854
266.925781,0.1509872793479367
268.828125,0.15019326184160084
270.728516,0.14190187918395758
272.628906,0.1405832397726732
274.529297,0.14196635864160617
276.429688,0.1461501562207956
278.330078,0.1421188897408163
280.228516,0.13116291264909177
282.126953,0.12731507868813952
284.025391,0.12503525739793778
285.923828,0.11991336155457426
287.822266,0.11363420131173477
289.71875,0.11693658033930233
291.615234,0.10564838513289851
293.511719,0.10137941175531387
295.40625,0.0997502795593486
297.302734,0.09969189308910534
299.197266,0.09321317088619213
301.091797,0.0909672382955134
302.986328,0.08635956652816425
304.878906,0.07838022968162922
306.773438,0.08334936042266515
308.666016,0.08351835271553847
310.558594,0.08054329697199009
312.449219,0.07468166336144373
314.341797,0.06821066014821645
316.232422,0.06509925662382512
318.123047,0.06486179019928624
320.013672,0.06258316470661056
321.904297,0.06702307400062242
323.792969,0.06870525936932705
325.681641,0.0573969616700895
327.570312,0.06454022858526055
329.458984,0.05989561722012759
331.347656,0.05310634098009795
333.234375,0.053856348921158974
335.121094,0.05967217208327787
337.007812,0.0508496783900613
338.894531,0.047808691993807995
340.779297,0.05192300275579998
342.664062,0.044000165628923414
344.548828,0.047348936911839425
346.433594,0.03973252194035062
348.318359,0.0436867008159985
350.201172,0.03346738565311438
352.085938,0.03923587897263662
353.96875,0.03546757006385167
355.849609,0.036413238863583434
357.732422,0.032854399057782195
359.613281,0.033030011386555626
361.494141,0.03569999079756009
363.375,0.03199616466587717
365.255859,0.03137518085918259
367.134766,0.03501669682942265
369.015625,0.03372234166349876
370.894531,0.030565976160739784
372.773438,0.025547245644177038
374.650391,0.03223170503177449
376.529297,0.029191024617597667
378.40625,0.025006703662476183
380.283203,0.01912149417827092
382.160156,0.015470173259885546
384.035156,0.01592344141778175
385.912109,0.01772919432194635
387.787109,0.01100645142233391
389.662109,0.012362702194908877
391.537109,0.01244437535301414
393.410156,0.01870537532884751
395.283203,0.01656420080438774
397.15625,0.015478817973264955
399.029297,0.023666509815439937
400.902344,0.02114586338845154
402.773438,0.024908187736779556
404.646484,0.03262475824951794
406.517578,0.033473030116496376
408.388672,0.032549399890001635
410.257812,0.032714830117217784
412.128906,0.03792221941598129
413.998047,0.03885470134385724
415.867188,0.04015406446782956
417.736328,0.043434458511347855
419.603516,0.054132141107909516
421.470703,0.054952182590442114
423.339844,0.054096423166363726
425.207031,0.06616655382667623
427.072266,0.06703253490950764
428.939453,0.07027832437212155
430.804688,0.07065755363620381
432.669922,0.07361410155218623
434.535156,0.0753868983176257
436.400391,0.0765362990446615
438.263672,0.08690061634379564
440.126953,0.07857905343816744
441.990234,0.08677377502024614
443.853516,0.08737527777830645
445.716797,0.08341885080886753
447.578125,0.08597412517575997
449.439453,0.086284687599915
451.300781,0.08970636826846877
453.162109,0.08767398246354995
455.023438,0.07614735039469259
456.882812,0.0833470086123874
458.742188,0.0765174883210804
460.601562,0.07054762495029655
462.460938,0.07182905314341405
464.318359,0.06714966785523878
466.177734,0.05929081721764205
468.035156,0.05759218171285708
469.892578,0.061230425288805214
471.748047,0.05396379505105716
473.605469,0.05820242612391029
475.460938,0.06224403215306647
477.316406,0.0601516756645819
479.171875,0.07770215267944511
481.025391,0.07448474328180107
482.880859,0.08335106874289813
484.734375,0.09029518921630948
486.587891,0.10016563661828695
488.441406,0.11276489339605963
490.292969,0.11932236166712257
492.146484,0.1267485574157261
493.998047,0.14265310358724595
495.849609,0.156537065370644
497.701172,0.16746807425874854
499.550781,0.18136308230860698
501.402344,0.18505243845964928
503.251953,0.21010490118678507
505.101562,0.2235862251208219
506.949219,0.23700564769632054
508.798828,0.26255227387467794
510.646484,0.2634969539266574
512.494141,0.28552804341535554
514.341797,0.3105338927665398
516.189453,0.3069898811642272
518.035156,0.3287428198797399
519.880859,0.34216968261513964
521.728516,0.3522349015012518
523.572266,0.35899932614336316
525.417969,0.37931270834803976
527.261719,0.3749390732919523
529.107422,0.38444900996233694
530.951172,0.38781820724336513
532.792969,0.3857772360163148
534.636719,0.3865411998481524
536.478516,0.38857274704781175
538.322266,0.38966975545990445
540.164062,0.38568476058136
542.003906,0.3850385716159751
543.845703,0.3829207596575336
545.685547,0.3820035580826372
547.525391,0.37650175168159733
549.365234,0.3814016683642065
551.205078,0.3719455847041064
553.044922,0.3676385971135161
554.882812,0.3671101776746453
556.720703,0.3613223741580127
558.558594,0.35472651006328315
560.396484,0.34243060272528475
562.232422,0.3453397291128835
564.068359,0.3335678022268647
565.90625,0.32782442837106524
567.740234,0.3161390482900451
569.576172,0.3088414183471289
571.412109,0.31247474906088635
573.246094,0.29533658393524687
575.080078,0.28248460468199643
576.914062,0.2751635719133071
578.746094,0.2687089087101242
580.580078,0.2531829547509149
582.412109,0.24157665927070332
584.244141,0.22925746754400264
586.076172,0.22304663326835752
587.90625,0.2136698965445178
589.738281,0.19410084099968916
591.568359,0.18504491099814166
593.398438,0.1747043510271031
595.228516,0.16489483010957184
597.056641,0.15194786435636706
598.886719,0.14077756457657345
600.714844,0.13397469896414066
602.542969,0.12403471385562848
604.371094,0.11105644047161699
606.197266,0.10558049133226648
608.025391,0.09615835146107703
609.851562,0.07783089404134572
611.677734,0.07688594567994166
613.503906,0.07445409528783112
615.328125,0.06331642703749296
617.152344,0.06404390506645075
618.978516,0.06146349166952604
620.800781,0.060934935546260595
622.625,0.04933329621915209
624.449219,0.05190255448993748
626.271484,0.039610947095856164
628.09375,0.036058315170160254
629.916016,0.028413166119670107
631.738281,0.03434468456535599
633.558594,0.038280263835542665
635.380859,0.04069410389444937
637.201172,0.039926175436562523
639.021484,0.04510655783565846
640.839844,0.0567791880826004
642.660156,0.06283814273785825
644.478516,0.06632308471940307
646.296875,0.0674027882789809
648.115234,0.07897461020928777
649.933594,0.08658587556850596
651.75,0.08257804092589739
653.566406,0.1015679070013495
655.382812,0.10900737876367324
657.199219,0.11922555563675416
659.015625,0.1270714280865563
660.830078,0.12715098745477535
662.646484,0.1365204671157331
664.460938,0.13523752161217983
666.275391,0.12943744416586045
668.087891,0.131096029760438
669.902344,0.11771502738317818
671.714844,0.11087588254150102
673.527344,0.10093947815189186
675.339844,0.08909261116851168
677.150391,0.08433606846533702
678.962891,0.07203057422370919
680.773438,0.0661724380995793
682.583984,0.06850081670922523
684.394531,0.06371930679664242
686.205078,0.06984914314568991
688.013672,0.06141654950667437
689.822266,0.06665449209002625
691.630859,0.07151620349644486
693.439453,0.07055482050089822
695.248047,0.07752200504503813
697.054688,0.09078727677747804
698.861328,0.09805895874977914
700.667969,0.10911133281798191
702.474609,0.11334861807794094
704.28125,0.12678649068805853
706.085938,0.13582688914135066
707.890625,0.1460262741441461
709.695312,0.16141008802992252
711.5,0.17563628642055026
713.304688,0.17485041998882722
715.107422,0.19576534630103193
716.910156,0.20593171972671345
718.712891,0.2195808353625875
720.515625,0.22735724832982696
722.318359,0.24630272937637798
724.119141,0.2558893342171312
725.919922,0.27603535194936735
727.720703,0.2865122251356369
729.521484,0.303177367432803
731.322266,0.3141343729008404
733.121094,0.33353906926192817
734.919922,0.341589410502808
736.71875,0.3646265210648384
738.517578,0.38137146272817246
740.316406,0.37987240955208806
742.113281,0.4026099409709263
743.910156,0.4161056906000174
745.707031,0.42624543027009926
747.503906,0.44042809328005433
749.300781,0.454166784562479
751.095703,0.4695855061223206
752.890625,0.47818331316489454
754.685547,0.49837141174654775
756.480469,0.5081018128604675
758.275391,0.5246247001168813
760.068359,0.5288985321003633
761.861328,0.5453542485664218
763.654297,0.5750640483023276
765.447266,0.6041295373229939
767.240234,0.6136946121685197
769.03125,0.6056352887892574
770.822266,0.5935818384236169
772.613281,0.5917256329859857
774.404297,0.5922358177154039
776.195312,0.6011652352361668
777.984375,0.6127410324504605
779.773438,0.6161647947662082
781.5625,0.6490705494929531
783.351562,0.7150907252315623
785.140625,0.8556885258939426
786.927734,0.9972713842047491
788.714844,1.0
790.501953,0.858273230872727
792.289062,0.7261262758166143
794.076172,0.6965658228582345
795.861328,0.704105573190699
797.646484,0.6892368912266605
799.433594,0.6329129328336571
801.216797,0.5542105897904668
803.001953,0.49920243667479053
804.785156,0.46528036352713514
806.570312,0.4424515929255521
808.353516,0.41950390947329447
810.136719,0.4028940443435084
811.917969,0.394248388308601
813.701172,0.38659662931324773
815.482422,0.36850279539846215
817.263672,0.374584577868783
819.044922,0.3679109099848823
820.824219,0.3677624423766303
822.605469,0.3728310051677461
824.384766,0.36949230281181
826.164062,0.3765595812378555
827.943359,0.3894379322224048
829.722656,0.3981296591181061
831.5,0.40450049413460515
833.279297,0.40879279006766694
835.056641,0.4220504622958826
836.832031,0.42948961348274123
838.609375,0.43879858774690755
840.386719,0.4613439463383407
842.162109,0.4647617299899181
843.9375,0.47181632060730927
845.712891,0.4702006502618814
847.488281,0.4818281195447548
849.261719,0.48717645531842996
851.035156,0.49658194987262805
852.810547,0.5138306454457068
854.582031,0.5213615063354657
856.355469,0.5158719554084501
858.128906,0.5277733901868958
859.900391,0.5314427383047063
861.671875,0.5227062382028131
863.443359,0.5353321432101057
865.214844,0.5438575041671622
866.984375,0.5502955062597005
868.755859,0.5529769465369875
870.525391,0.5446988692875968
872.294922,0.5532842766446863
874.064453,0.5547359080028298
875.832031,0.5697904997340456
877.601562,0.5631614275153328
879.369141,0.571426011304809
881.136719,0.5746400145252388
882.904297,0.5780250819139958
884.669922,0.5745431328810462
886.4375,0.5762827420920971
888.203125,0.5807367428862551
889.96875,0.5769258920721705
891.734375,0.5753753469592954
893.498047,0.5805504666858273
895.263672,0.5759911581814022
897.027344,0.5865679428157602
898.791016,0.5841274015578385
900.554688,0.588243895751009
902.316406,0.5880277887682869
904.080078,0.586515545555772
905.841797,0.588700426707013
907.603516,0.6000353020870641
909.365234,0.5963794840443956
911.126953,0.6017003750388448
912.886719,0.6082424157284684
914.646484,0.6119505987712526
916.408203,0.6253095793109726
918.166016,0.6262153220037634
919.925781,0.631526405648585
921.685547,0.6354005611513759
923.443359,0.6434022919587805
925.201172,0.6520334908291954
926.958984,0.6616095943570346
928.716797,0.6620785031997414
930.472656,0.666431949119148
932.230469,0.6810509248600195
933.986328,0.6797237310741366
935.742188,0.6826337723577867
937.496094,0.6897483756492705
939.251953,0.6918819540215395
941.005859,0.6820846885448526
