Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,194.42850314359208,12.91666131629345,3.6448088925624043,0.21903075831904512
2,voigt,217.7781450910887,31.304375402536714,16.704054257890906,0.4205452233969664
3,voigt,255.08028099212595,58.640051327727186,31.976791726399775,0.43219976794761183
4,voigt,468.0828516458678,51.64247993109191,13.764298218645184,0.19999999999999998
5,voigt,508.05073988950636,68.04778129307768,25.31204829817645,0.27999276298864684
6,voigt,546.8198370487742,59.1876001845381,22.50238704037003,0.2847822322105668
7,voigt,673.8410442651727,15.348892739396433,1.2906064089894358,0.060720200621173344
8,lorentz,762.3052782741271,5.376593252325128,1.1286408528556573,0.13314605814990477
9,lorentz,827.105803799661,4.4507238923980355,0.7864734773661803,0.10992531574553045
10,lorentz,784.6080339622862,37.156477310854406,9.0430621783966,0.1546059087802266
11,gauss,731.2285446637502,80.86162695862029,17.51038998814648,0.20332616860667677
12,voigt,847.4702155098798,16.666986593475926,1.2705203574257626,0.0559273975251508
13,voigt,1032.1557674812389,1.6701579405452782,0.48602292761588806,0.08520505714901126
14,voigt,922.4969514322838,1.6375882306831597,0.05427574289912111,0.017194580484423166
15,gauss,862.531608848358,170.11022478660846,71.6233055201098,0.39550311131734467
16,voigt,868.0238336964344,1.6375882027432207,0.32057745714794517,0.06636035208227589
17,lorentz,1466.0804396575488,144.67233514253076,91.66660349205449,0.4033720140857789
18,lorentz,1358.6939088453626,93.86087225523325,35.39053099148561,0.24003735103823645
19,lorentz,1417.753593960321,104.50378875127652,80.71630843033452,0.491475662783393
