Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,415.5855420748258,64.34056600758575,0.09999999999999999,0.09999999999999999
2,voigt,515.000790890001,99.99994714944106,0.12085143068258528,0.12085143068258526
3,voigt,563.5095550242368,28.439893159376126,0.04261687496136404,0.04261687496136404
4,voigt,696.2777628763439,24.991689455294612,0.0739514625281979,0.0739514625281979
5,voigt,778.7074604759256,49.042147532663606,0.33926574629480566,0.33926574629480566
6,voigt,801.2318236679041,9.476246822987836,0.6221760252869921,0.6221760252869921
7,voigt,859.4712728094327,23.823458676593425,0.06879378828338073,0.06879378828338073
8,voigt,905.3595591564078,50.77496658954172,0.20387752910296741,0.20387752910296741
9,voigt,962.1166380940138,34.045764920688434,0.18557552161376242,0.18557552161376245
10,voigt,980.3110712659735,6.582203294041504,0.8276131354770554,0.8276131354770554
11,lorentz,1357.4635294933908,159.59272971716186,64.50357032980534,0.257255388886136
12,lorentz,1434.9999999999998,178.90044743997703,19.310211987738263,0.06870393950102215
13,lorentz,1609.0846628350023,199.99999999999997,81.5571163699815,0.25959585700067467
