Raman Shift (cm-1),Fitted Intensity
159.26151312198635,0.009695695047265968
162.17892251266312,0.009832159407005867
165.06070388440276,0.00997060142280349
167.97629817665074,0.010114504599991216
170.89098012548493,0.010262380182774086
173.77006778237046,0.010412559259854952
176.68293717714914,0.01056883389042081
179.59489550712533,0.010729604548635509
182.50594319967058,0.010895066782664473
185.38144153980102,0.011063369807272804
188.29068006676243,0.011238786110383146
191.19900923170644,0.011419549777123655
194.07182265961455,0.011603654799608381
196.97834519226308,0.011795796465610223
199.8839596359394,0.01199406839937585
202.75409191031576,0.012196290447234553
205.65790225025557,0.012407647116864847
208.5608057718964,0.012626076275803155
211.42826064439942,0.012849201872672281
214.32936258615155,0.013082778801320749
217.22955897789507,0.013324572218750391
220.09434019320543,0.013571985178557594
222.9927375242005,0.013831443215103795
225.89023057112718,0.014100520215000249
228.75234186693342,0.014376369663873272
231.64803836756255,0.014666213031379306
234.54283184768065,0.014967413023100326
237.4022769547155,0.015276840802076521
240.2952763983085,0.015602672375291825
243.18737408261222,0.015942038603430422
246.04415672466348,0.016291491161853015
248.93446287752522,0.01666036410619611
251.82386852998388,0.017045536156033634
254.67799242389083,0.017443197707715685
257.565609045334,0.017864105647507643
260.41796602711474,0.0182994990837433
263.3037952786035,0.01876126851584483
266.18872612093764,0.01924583463739156
269.0384305290536,0.019748680004193567
271.9215764941182,0.020283760832731944
274.8038253026716,0.02084720826884569
277.65088083558294,0.021434005248088733
280.5313472549242,0.02206073708865776
283.37664243438485,0.022715132449595755
286.2553281173605,0.023415928006402888
289.13311872473423,0.024158762116305986
291.97577117291803,0.02493760731453415
294.85178352428557,0.02577520464506584
297.6926797004962,0.026655914883135425
300.5669154435891,0.027605764980771767
303.44025818556474,0.028619796472995822
306.2785177554506,0.02969049113131766
309.150086361853,0.030849931955789
311.98659372863403,0.03207722369343754
314.85638984211255,0.03340930106996818
317.69114662786524,0.03482222146004976
320.55917188903913,0.03635844405621753
323.42630704161274,0.03801051962163644
326.25843576130865,0.03976589360266622
329.1238025236089,0.041676448476110156
331.9541847135806,0.043706288770242456
334.8177847211591,0.04591406488966946
337.6464219965019,0.048256574089689336
340.5082568828984,0.050799293566697934
343.3351508567066,0.05348979943551879
346.1952222534492,0.05640004543151966
349.0203745368344,0.05946627103860781
351.8786840734356,0.06276607370258204
354.7361080202609,0.06626507245114807
357.55864557949826,0.06991670764016587
360.4143101115624,0.07380441906894863
363.23511000427607,0.07782768086809302
366.08901674608205,0.08207149409891618
368.90808057645336,0.08641903185735154
371.7602311504961,0.0909547879713803
374.57756052071636,0.09554664968750269
377.42795654749716,0.10027664540089362
380.2435530577968,0.10500022112271781
383.0921961558306,0.10979536216453373
385.90606140446107,0.11450989039583859
388.7529531902692,0.11921676089620564
391.56508877352826,0.12376277981717249
394.41023086164205,0.12821556272145623
397.2206383738594,0.13242874673391358
400.0640323768239,0.13646490555589963
402.8727134103756,0.14019270347296245
405.71436093876036,0.14367035518767377
408.5213170840616,0.14678900209015042
411.36121974646085,0.14960324967428162
414.16645259197685,0.1520323191276053
417.00461199500205,0.15412769677638763
419.8081231272481,0.15583956146061714
422.6107791472823,0.15720193893811857
425.446331879084,0.15823865652398486
428.2472685572284,0.158944683849965
431.0810820327788,0.15936243721703425
433.88030095069917,0.15951142134736382
436.71237676973396,0.1594286319778514
439.5098795071426,0.15915124036420591
442.3402192674366,0.15870953465903986
445.1360074021177,0.15815048437797896
447.930943955329,0.1575048114169457
450.75868780728706,0.1567970615623824
453.5519121161087,0.15607478069502703
456.3779238904244,0.1553481984962276
459.1694375278166,0.15465778581270292
461.99371881542174,0.15400599944671065
464.7835233524238,0.15342258465418565
467.5724790401364,0.15290901603694051
470.39417274803054,0.15246563297447097
473.18142168360646,0.15210400267501728
476.00138886887726,0.15181254614345938
478.7869326185464,0.15159201028684036
481.60517486533354,0.1514278950161936
484.3890149934232,0.15131278939004578
487.17200899273666,0.1512315426013465
489.9876719528438,0.15116956073473056
492.76896466880135,0.15111381179655065
495.5829066375736,0.15104838429394776
498.3624996297294,0.150961294096624
501.14124842855017,0.1508398623903916
503.9526170105346,0.15067190454280524
506.7296684166504,0.1504543382000357
509.505876786945,0.15018223286890764
512.3146755106209,0.14985308775683648
515.0891888150436,0.14948299295193915
517.8962728359329,0.14908003508535925
520.6690926264382,0.1486813763851843
523.4410713071484,0.1483227251517843
526.2455913408958,0.148056540054732
529.0158788274384,0.14795766683713268
531.785326356061,0.14809590644804826
534.5872859139781,0.1485421737846206
537.3550445639485,0.14931361144194155
540.1219644057746,0.15037215445520516
542.9213669927594,0.15159263439706908
545.686600267225,0.1526934819282783
548.4509958812232,0.15335015603744045
551.2478449957853,0.1531876426528253
554.0105563494981,0.1518982568218012
556.805701690384,0.14928173054016342
559.5667303225964,0.14542985682335402
562.3269232040038,0.14053731161384556
565.0862807140293,0.13495110554000148
567.8780333537688,0.12898897620087094
570.6357112050464,0.12314394648475557
573.3925548263542,0.11759814674362398
576.1817644509756,0.11243454492539319
578.9369307080196,0.10782213838045283
581.6912638744288,0.10367699656440502
584.4779339570123,0.09990351068009615
587.2305920494691,0.0965285633119141
589.9824181885451,0.09344733742765059
592.7665521958479,0.09058029383976632
595.5167055471175,0.08796032141485394
598.2660280801974,0.08552700826557111
601.0145201715131,0.08326328589235317
603.7952814999189,0.0811333390700105
606.5421038421155,0.0791804637550833
609.2880968749887,0.07737384355920388
612.0663301881068,0.07569176100599373
614.8106557483188,0.0741731403795422
617.554153129593,0.07279707610613537
620.2968227067649,0.07156443807693919
623.0716940541533,0.07046467459686391
625.8126991844802,0.06952641439353362
628.552877638358,0.06873888876673835
631.2922297897167,0.06810613512512562
634.0637452701958,0.06762840869547808
636.8014359932095,0.06732312975506932
639.5383015386324,0.067190764180106
642.3073015987065,0.06724141751191735
645.0425079771339,0.06748370936009042
647.7768903008473,0.06792829245143624
650.5104489421938,0.06858778865328376
653.2431842732913,0.06947626074274038
