Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,454.99999998851445,99.99999999999999,0.09999999999999999,0.09999999999999999
2,voigt,515.0000000000001,99.99999999999999,0.39999999999999997,0.39999999999999997
3,voigt,555.000000000029,99.99999999999999,0.19999999999999998,0.19999999999999998
4,voigt,685.0000000000001,99.99999999999999,0.09999999999999999,0.09999999999999999
5,voigt,735.0000000000001,99.99999999999999,0.3931978336461536,0.3931978336461536
6,voigt,785.6882558954048,32.667462583235896,0.11830418283601649,0.11830418283601649
7,voigt,846.866956824033,54.75869977606106,0.2764973894752583,0.2764973894752583
8,voigt,906.5040475109828,10.092021437292699,0.04398917631718417,0.04398917631718418
9,voigt,941.4887362898158,99.99999999999999,0.3563250704698568,0.3563250704698568
10,voigt,987.3953487926378,1.0000000004739173,0.022190589361867945,0.022190589361867945
11,lorentz,1342.8813856016732,199.99999999934815,52.34746147292069,0.1666140735852055
12,lorentz,1434.9999999996824,198.1240866735381,247.89816047560976,0.7964448946645206
13,lorentz,1634.9999999999998,199.99999999999997,93.91827887277356,0.29894947613563777
