Raman Shift (cm-1),Processed Intensity
307.71441355443676,0.01557731939131558
308.36391220437145,0.018661009536998615
309.01336522421843,0.014137627822940327
309.6969506915775,0.016189330183724076
310.34631006473137,0.02178729627083943
310.99562382247314,0.013460434523370488
311.6790627139999,0.01867108513480154
312.32828285516734,0.016855424792604327
312.9774573955983,0.019681402810717678
313.6607497584264,0.02321598412760671
314.30983071238734,0.02185165849272788
314.9588660802692,0.017715277998437338
315.64201196152135,0.018284451799905052
316.29095377302656,0.015566387491721779
316.93985001311376,0.01220367582984911
317.58870068658143,0.013998337496641509
318.27165217367656,0.016501610345064484
318.920409330698,0.013525765865692093
319.5691209357501,0.008164667702411123
320.25192605085977,0.013504553087140193
320.9005441695299,0.02722570041029772
321.54911675086987,0.02296060493835959
322.2317755410477,0.013537639753675966
322.8802546660554,0.013011668152217966
323.52868826836857,0.01886794065550612
324.2112007806463,0.017761273672120128
324.8595409566624,0.009950607733248564
325.5078356246195,0.0156780113559544
326.19020190600713,0.010767865697451232
326.8384031776877,0.009210553482055895
327.486558955934,0.015324823133510244
328.1687790534197,0.01737717028545146
328.81684146540283,0.011758508042540338
329.4648583985654,0.0170992393164532
330.14693235912273,0.009481619629038174
330.7948559560209,0.010696512652967794
331.4427340887123,0.012878430104960847
332.12466195928937,0.01680045234598307
332.7724467857006,0.01672607137857914
333.4201861625079,0.01484663819143942
334.10196799003825,0.018962128250006045
334.74961409053867,0.023013692360250936
335.3972147560344,0.012753626187764985
336.07885058742613,0.012356500323499055
336.7263580065737,0.0150543230235731
337.3738200053085,0.01427095401672949
338.05530988745886,0.012971358176352319
338.70267866978975,0.013993104722693724
339.3500020462998,0.016433143633433588
340.03134602607315,0.014553412028292785
340.67857621611256,0.015252886994861728
341.3257610149085,0.01982039631937381
342.00695913915115,0.014072716941493575
342.6540507814025,0.015030122141691495
343.30109704698043,0.016890084363208473
343.98214936252407,0.012625209375646328
344.62910250146524,0.01583901835323102
345.2760102782995,0.0158939697703573
345.95691683195764,0.018333717543584697
346.60373151205204,0.01825977691864448
347.25050084460236,0.0090960241448225
347.93126168316303,0.016628721990393787
348.57793794885583,0.017328446005877383
349.2245688815601,0.019897730243725063
349.9051840517932,0.015890918521764594
350.55172194750776,0.01671963795577895
351.1982145247821,0.01619457268958432
351.8786840734356,0.016571574640887484
352.52508364358073,0.019140961660165122
353.17143790982664,0.016746417676218615
353.851761883634,0.016478815085321025
354.4980231725931,0.013504110100304003
355.1442391721903,0.014268505096512424
355.8244176178596,0.012131426659632027
356.47054067000136,0.01296032945387426
357.116618447315,0.01578772593388438
357.796651411536,0.010169498967452248
358.4426362712111,0.02047509620832249
359.0885758705808,0.019370072520548946
359.73447021440006,0.01465492238916997
360.4143101115624,0.014129664692393518
361.06011157731336,0.015667844060502815
361.7058678020294,0.01494970173623723
362.3855623263371,0.012619434216256714
363.03122570277264,0.01048306050653433
363.6768438526851,0.01485786298698556
364.3563930507662,0.012656592286976796
365.00191838217506,0.01819183908748841
365.64739850156184,0.018827621265287885
366.3268024200188,0.014112204357191153
366.97218975066426,0.012104883778824462
367.6175318837886,0.015254934396721744
368.29679056920577,0.01679286898552202
368.94203994333657,0.012851600803714978
369.58724413443633,0.016195111332098354
370.26635763338345,0.015863568164366165
370.9114690952265,0.021141125279538115
371.5565353885286,0.018102472001460194
372.2355037475427,0.014418712194248237
372.88047734131396,0.014410042584707
373.52540578101616,0.019494277034934827
374.20422904662337,0.025480613484314744
374.8490648165134,0.017155772758157332
375.49385544680626,0.020692860175557545
376.1725336655036,0.015204150479082613
376.81723165568474,0.017838740535145434
377.4618845207333,0.01641193514825832
378.14041773901045,0.011052220474474291
378.78497799363686,0.01852188587665666
379.429493137588,0.020125082647001222
380.10788140190925,0.02366186070658627
380.75230396511324,0.026038699108982866
381.3966814320993,0.01629577981233413
382.0749247889071,0.01583567099496161
382.7192097048028,0.016858762172349426
383.3634495389306,0.021814352873624265
384.0415480346528,0.01568121761162481
384.6856953473434,0.020830247553035593
385.32979759270165,0.024818892093957486
386.0077512737407,0.02055535706177226
386.6517610273004,0.019322221352845816
387.29572572796314,0.01712210085624296
387.97353464070693,0.021755057554914133
388.61740687919155,0.016525031140462523
389.2612340792148,0.014776235739677276
389.9388982700257,0.01425190042036486
390.58263303748026,0.015855421725768364
391.22632278089804,0.013719881527207845
391.9038422961203,0.010874797401362525
392.547439636568,0.023179879999400355
393.190991967389,0.028135754796454165
393.86836685335584,0.017812569874314368
394.51182681079445,0.015806057576059043
395.1552417730236,0.01844118020362904
395.832472076032,0.022107370871215806
396.47579469444827,0.018489242111638285
397.1190723320615,0.017385340607635663
397.7961580983974,0.01628103965403172
398.43934342176,0.017304583189809666
399.08248377871496,0.026064172545435714
399.7594250546499,0.022510188011435287
400.4024731269019,0.021922114622582988
401.04547624713814,0.019657920046471253
401.6884344200698,0.020230287033809857
402.3651839439881,0.019641857037981558
403.0080498714269,0.01982745972948017
403.6508708659494,0.01846587492743229
404.3274760070817,0.021294248395550563
404.9702047856299,0.02360731364150296
405.6128886456281,0.021665581653770024
406.2893494501732,0.022817873498644378
406.931941123712,0.016363495512955194
407.5744878930782,0.01951470302913052
408.2508044072092,0.016863505416886845
408.89325901960547,0.012729990220202035
409.53566874219905,0.02245687563928924
410.211841012082,0.02560775595300384
410.8541586071806,0.01438293638715121
411.4964313268356,0.02507687946194804
412.17245939861095,0.03151562848879985
412.81464002024586,0.02254720436277534
413.4567757807854,0.01867168274105185
414.13265970057546,0.022789680223129424
414.7747033925516,0.025747685830730307
415.41670223778056,0.02748083798358038
416.09244205168943,0.03205016024675643
416.73434885779716,0.026047320803486488
417.37621083150225,0.02539525130498078
418.0518065856122,0.02654788430650302
418.6935765496237,0.022736972734070986
419.33530169556616,0.020860085503511327
420.01075343593766,0.02136810557103782
420.6523866016105,0.018395316814445055
421.2939749635407,0.014262141281080068
421.9692827362196,0.020056502685937474
422.6107791472823,0.023788324131684618
423.2522307689287,0.028164831838427055
423.92739461993915,0.026996823957640855
424.5687543201093,0.020156127044923214
425.21006924518224,0.01647432529595819
425.8850892205264,0.018916518971611312
426.5263122535034,0.019102766304653886
427.1674905256914,0.018128626644581303
427.842366671357,0.026115028549579068
428.48345308081844,0.025850059881556423
429.124494743799,0.025198306910353293
429.79922710574465,0.025384269178908677
430.4401769353535,0.02615082291784648
431.0810820327788,0.022404710887661383
431.75567065695213,0.024524734706203106
432.39648395034965,0.028837019609623548
433.03725252585355,0.019031071050971612
433.71169745818406,0.02830697483140365
434.3523742589896,0.02926703272610168
434.9930063561915,0.02126620883129695
435.6673076425832,0.026416285407779568
436.30784799440517,0.029826136789295406
436.94834365689894,0.024919775278746517
437.6225013432377,0.026072958218398203
438.26290528966274,0.02870925803229766
438.90326456103503,0.031345574570020275
439.57727869318114,0.02585872087879244
440.2175462777777,0.02662553166557562
440.85776920158605,0.02365327909234092
441.53163982539263,0.02641824170432374
442.1717710917037,0.023639423934194815
442.81185771149467,0.03091745864774768
443.4518996894294,0.030201614720611693
444.1255798643506,0.028131630771814183
444.7655302236417,0.024514810412421522
445.40543595533745,0.02869850105693091
446.0789727285555,0.02643516941191368
446.718786870857,0.027266615204622053
447.35855639980946,0.0208133180829792
448.03194981711204,0.023062721985645823
448.67162778590864,0.02415208542850047
449.3112611555989,0.026079534883948204
449.9845112627445,0.027619855473167195
450.62405310151007,0.03148134533134183
451.26355035539746,0.03392457974588826
451.9366571981336,0.03340201196887436
452.5760629503129,0.030623461101924265
453.21542413184943,0.02281650850277341
453.8883877558983,0.028418348032722418
454.5276574649215,0.028089588680161415
455.16688261753006,0.027760845477146568
455.83970306859555,0.03033279275120034
456.47883677788195,0.032260424015380235
457.11792594496364,0.03180279618009519
457.79060326873514,0.03037784752875273
458.4296010216749,0.02199082432886267
459.0685542466272,0.02669059719199138
459.74108848876494,0.029456048290985814
460.3799503287337,0.02667769392884275
461.01876765492125,0.02435062379138405
461.69115886107465,0.03446535236755586
462.3298848314371,0.039294140438811576
462.96856630221373,0.035033111942678795
463.64081451800666,0.026452491477169566
464.27940466209475,0.029798589330147156
464.91795032079244,0.03050156022820011
465.5900555918379,0.029270216810492196
466.2285099529763,0.026427540776124765
466.86691984291247,0.026034622566933566
467.5388822147943,0.030025148389472893
468.1772008362859,0.03130840175189715
468.8154750007525,0.03291400527921325
469.48729451904,0.034068038030457326
470.1254774441695,0.04592391026710695
470.7636159264475,0.03650572217760299
471.4352926366919,0.029859310592836658
472.0733399087185,0.03101372556160332
472.7113427520708,0.03152348711184039
473.38287669979763,0.030679146203108725
474.0207883619769,0.03737776169530569
474.65865560964085,0.026670330537796046
475.33004684036496,0.03098339112706002
475.9678229359197,0.03342723863102629
476.60555463111814,0.030520349120152893
477.27680319033243,0.030836511653718587
477.9144437624782,0.0354722806500232
478.55203994841577,0.034306044289062865
479.2231458815877,0.03990854169641816
479.86065097351093,0.0412565457599868
480.4981116933777,0.04047715751877754
481.1690750459602,0.03931067989224965
481.8064447008437,0.038273455381136946
482.4437699978007,0.03865451782440416
483.11459081522844,0.036263218081207964
483.7518250762223,0.033227566179914174
484.3890149934232,0.035413748079575855
485.0261605714659,0.03785781270630255
485.69679223135245,0.04068839623366893
486.3338468119291,0.037652805644231006
486.9708570674702,0.031071550807371777
487.64134629787804,0.03351538139803288
488.2782655849405,0.036088456786001796
488.9151405610901,0.03002298301648711
489.5854874073884,0.03511000461548423
490.22227144403223,0.040777536812300445
490.85901118387847,0.047412087410274986
491.5292156914147,0.04463419563724882
492.1658645207208,0.038568798187943426
492.8024690673301,0.04384958946019313
493.4725312814371,0.044037222773560314
494.1090449464573,0.036295731385442745
494.74551434288514,0.03803088864913726
495.41543430887396,0.03583329441345742
496.0518128526528,0.038406551698329766
496.6881471419292,0.037047343039858835
497.3579249050963,0.04065181694669728
497.9941683706493,0.04548146061497923
498.630367595797,0.04715224103912674
499.3000032014097,0.04650194698886237
499.93611163174137,0.03972759404050058
500.5721758357504,0.045653234396661455
501.2416693290652,0.04835526601132587
501.87764276716916,0.04989718736574312
502.51357199301856,0.05408226606341659
503.18292341926644,0.047372177579735684
503.8187619081,0.04175831781859156
504.4545561987579,0.038207413268033216
505.12376560315533,0.046647092165774416
505.7594691856684,0.05109011254475514
506.39512858407033,0.04547631147621981
507.0641960118155,0.04559980712629974
507.69976473093993,0.04224237704727657
508.33528928001033,0.055001685557013076
509.0042147762797,0.052611018474458426
509.63964867492905,0.04983383433417844
510.27503841757425,0.05917644112077175
