Raman Shift (cm-1),Fitted Intensity,Residual
171.300781,0.09858138485278986,-0.01883104282057403
173.222656,0.10556339814121381,-0.017391047481396235
175.146484,0.11304838343073752,-0.00022138705676980064
177.068359,0.12100309682853272,-0.02129078060957368
178.990234,0.12940205878372707,-0.005238293526809434
180.910156,0.13818699447895436,-0.003781819365579475
182.832031,0.14730933918017144,-0.01292655033555895
184.751953,0.15666659222573318,0.01322434654328708
186.671875,0.16616690732364933,0.008136967520266825
188.591797,0.17569373522700443,0.015142324601932766
190.511719,0.18511742626972919,0.02386784250857904
192.429688,0.19428954914577778,0.0272251479417977
194.347656,0.20307572336265078,0.0008671457009435668
196.265625,0.2113318481194997,0.02525894680922036
198.183594,0.21891935982627145,-0.011517745520903233
200.099609,0.22570460037198767,-0.01967861452833672
202.015625,0.23158586585618426,-0.008248425515034574
203.933594,0.23647994954920748,0.00026174923585600696
205.847656,0.2403122778067375,0.002645795545681201
207.763672,0.2430646237958406,-0.0183492670507161
209.677734,0.24473117351700133,0.006337423078609045
211.59375,0.2453467448859423,-0.006549435447231772
213.507812,0.24497174117668646,-0.003023977115048565
215.419922,0.24369814725944886,0.003008115391374272
217.333984,0.24163578716600564,0.0027953078726123404
219.246094,0.23891941583150414,-0.0046661232058063384
221.158203,0.23569021179874886,-0.014509291446006545
223.070312,0.2320973675898552,-0.0002518751011876541
224.982422,0.22829020312622283,-0.00942605778603453
226.892578,0.2244162843859402,0.0081542022468096
228.802734,0.22060408512508253,-0.001617655262397627
230.712891,0.21697063595887828,-0.002526195711463869
232.623047,0.21361435404740295,0.004469645799284577
234.533203,0.21061272285462962,0.019817197098197264
236.441406,0.2080234854159709,0.005875548103400574
238.349609,0.20587620414725913,0.009547786153243781
240.257812,0.20418205921224084,0.007092975421448211
242.166016,0.2029320137153588,-0.0174306408020877
244.072266,0.20209949972297958,-0.008360105257301631
245.980469,0.20163991909547024,0.01703161268141201
247.886719,0.2014984602757305,0.0019179042149982672
249.791016,0.20160853550420235,0.01573256114262392
251.697266,0.20189763065723154,0.006163620799752245
253.601562,0.20228828032903107,-0.004165478980642512
255.507812,0.20270276012029304,0.00027419819783425226
257.412109,0.20306273189209792,0.0028993087697196662
259.314453,0.20329420387651362,-0.0026441377559563717
261.21875,0.20332852929506728,-0.0034368903125694406
263.121094,0.20310332563837338,-0.01348977467541096
265.023438,0.20256452106403328,-0.020589087035253223
266.925781,0.20166695078977,0.0032987421667668992
268.828125,0.20037521329231653,0.005545700319832675
270.728516,0.19866606015128946,0.004941412116608562
272.628906,0.1965234812949077,-0.0014569656147349341
274.529297,0.19394267920584932,-0.008951763478612929
276.429688,0.19092855124408148,-0.0013647299676058933
278.330078,0.1874950555587202,-0.02569819223644032
280.228516,0.1836685080954467,0.020719857452548562
282.126953,0.17947493400900882,-0.011852023808028772
284.025391,0.17494977179333518,0.017236126341539537
285.923828,0.17013338238787754,0.015647710534053283
287.822266,0.16506979390354512,-0.008318144609681138
289.71875,0.15981098307364305,-0.004183712429937592
291.615234,0.1543994060949807,-0.014510224849159814
