Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,454.99999999999994,99.99999999999997,0.09999999999999983,0.09999999999999983
2,voigt,515.0000000002917,99.99999999999996,0.3999999999999983,0.3999999999999983
3,voigt,555.0000000003978,99.9999999999996,0.19999999999999993,0.19999999999999993
4,voigt,685.0000000000001,80.44338155635188,0.09999999999999999,0.09999999999999999
5,voigt,735.0000000000001,99.99999999999999,0.4193002941783402,0.4193002941783402
6,voigt,784.6288876146158,5.085314401590703,0.10007429890945264,0.10007429890945264
7,voigt,842.2022299172187,68.92870492307108,0.2826004684047617,0.2826004684047617
8,voigt,924.9992662598481,99.9999999998231,0.2721660478873733,0.2721660478873733
9,voigt,935.4268497435852,28.89513575602991,0.043798805209595025,0.043798805209595025
10,voigt,993.1612165528993,10.094329924420258,0.10985199531136174,0.10985199531136175
11,lorentz,1345.5917998130021,199.99999999999855,100.00743979265457,0.3183191582555067
12,lorentz,1434.9999999999998,199.99999999999997,213.2054099784618,0.6785612559345631
13,lorentz,1626.4670991702537,199.99999999999997,120.64238862316711,0.3839816910997722
