Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,428.6907802378807,87.00786931500743,0.0885735757645386,0.0885735757645386
2,voigt,524.1039273061416,50.008137465396054,0.25259641307900044,0.25259641307900044
3,voigt,594.676338196173,1.3158606228749792,5.214742408313797e-13,5.214742408313797e-13
4,voigt,699.3242346430279,49.177594605580936,0.09999999999999999,0.09999999999999999
5,voigt,763.3570055163497,41.028833516392716,0.6295554837212392,0.6295554837212392
6,voigt,781.322534745213,12.561994865728082,0.42903233055151063,0.42903233055151063
7,voigt,857.8416651361832,40.615142095662435,0.2292989793815686,0.22929897938156857
8,voigt,910.92855838325,29.706529170842767,0.24850922793406258,0.24850922793406258
9,voigt,937.6493385712328,17.510109207104442,0.2536361416670773,0.2536361416670773
10,voigt,953.1436454562563,10.81692577371823,0.3463055656920338,0.3463055656920338
11,lorentz,1335.6815752863067,127.19557995246943,29.599148212189245,0.14813490494875506
12,lorentz,1434.9999999999998,199.9999999991175,70.20002211081044,0.22342310720524342
13,lorentz,1583.1242156664314,199.99999999999946,66.18554520898718,0.21065369236522402
