Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,188.14997130055448,61.18879723125299,7.893524835695159,0.1212932724212948
2,voigt,274.8595850662407,89.74744012734291,13.631863932797408,0.12137564334720387
3,voigt,415.3445653953635,163.70447410135472,10.720581865134356,0.051655191852760185
4,gauss,534.449696611625,72.97250434177492,7.208580722763625,0.09280050238851595
5,voigt,634.9247690788503,61.30420022352526,0.4112395016286903,0.005002603597316264
6,gauss,719.9999999999999,62.799987667840035,14.084936093199005,0.2104648010641151
7,gauss,771.9344558569003,37.25255728603054,32.937430972041476,0.8289549122659867
8,voigt,799.0000000000001,152.11596772207665,12.75653736188083,0.06344886265597725
9,gauss,879.4411004419726,88.12193559257784,11.830640056250287,0.12609220469817423
10,voigt,931.9839345559102,33.17703546276397,6.990787164362438,0.15509360038592065
11,voigt,947.8898855588225,18.847848591514555,4.2152291575008505,0.16260007014111375
12,gauss,1066.9690289283633,73.3704631252421,2.5048550647668466,0.03206999672758512
13,gauss,1189.2074157490385,210.40740866482108,14.170820314391465,0.06326932749225876
14,lorentz,1429.9999999999998,199.99999999999997,50.84530992002783,0.16182445912746107
