Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,422.75420659528,54.932637458315824,0.09999999999999999,0.09999999999999999
2,voigt,540.5510912477753,43.78899712972003,0.389981099990038,0.389981099990038
3,voigt,580.5779689700862,99.99999999999999,0.16548023663157607,0.16548023663157607
4,voigt,685.0000000000001,99.99999999999999,0.09999999999999999,0.09999999999999999
5,voigt,767.1421793381282,38.485359480188954,0.6366032471713282,0.6366032471713282
6,voigt,790.1495624531897,7.974357732381029,0.370291864992386,0.37029186499238603
7,voigt,865.7202059438863,55.34939272740124,0.5076324818941217,0.5076324818941217
8,voigt,920.8181022741473,30.687629850802068,0.40602915581714016,0.40602915581714016
9,voigt,942.3430432506935,14.960043231974828,0.40206451205144034,0.40206451205144034
10,voigt,968.6087731379026,3.942814077129429,0.11333397403308992,0.11333397403308992
11,lorentz,1335.000000000009,199.99999999999997,26.308302292198295,0.08372968037514726
12,lorentz,1419.6189877857294,199.99999999999997,64.54745104872642,0.20545016361208812
13,lorentz,1605.8949766317733,199.99999999999997,59.659171235871426,0.18990052499467955
