Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,203.507440819408,25.07547273856249,9.38707471186584,0.29772163983103495
2,voigt,227.05919318208913,26.33894096447296,14.900901012619313,0.434100463876548
3,voigt,265.4019908943457,59.195360600921695,25.85689124017728,0.3434299308499742
4,voigt,469.6040256069581,51.795421966003545,13.811230225774962,0.19999999999999998
5,voigt,514.6002283760565,65.02269569179022,34.568791458753566,0.4
6,voigt,554.2675860916137,64.37627838855599,17.192114298158756,0.200544923284912
7,voigt,671.3632155260544,6.793270113798221,0.5325686448965746,0.05361148857626027
8,lorentz,761.7622026739749,2.0000000000000004,0.5028484831561078,0.13988988490042206
9,gauss,737.9466085220912,89.14338982883886,26.887264668564,0.28334617935608464
10,lorentz,852.8660501241,34.98250171347207,8.565161853398424,0.15562519853641077
11,lorentz,790.3577792237296,29.853229659930925,9.947436630632794,0.21070396978991268
12,voigt,815.8161870825954,14.691826085720814,3.130591143877935,0.1571373708781394
13,gauss,880.5242712642129,153.59724477760713,56.59900409372939,0.34616683755215055
14,voigt,829.4575246608592,4.479800834508071,0.5784089549610136,0.09490032916446306
15,voigt,929.689655594063,3.4350529553169897,0.5362765497222405,0.08872110994007776
16,voigt,1009.9687152186178,31.10878475445678,1.4840416303897093,0.03531786338825617
17,lorentz,1353.8258665784563,43.65019371734932,7.42717691958827,0.10832222706066957
18,lorentz,1461.1215475042256,130.28205952376095,90.73713551310075,0.44338455396627574
19,lorentz,1405.7788450344776,129.1176412751703,115.82323998359261,0.5710159159977792
