Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,419.13011067972997,53.12417186662295,0.07963025491427403,0.07963025491427403
2,voigt,535.8492179139297,43.49694959175164,0.375718223855612,0.375718223855612
3,voigt,557.6984252455217,55.793184274093946,0.19999999999998022,0.19999999999998022
4,voigt,685.0000000000001,99.99999999999999,0.0649962095479121,0.0649962095479121
5,voigt,763.3978046000094,35.58888948306456,0.6649378486719559,0.6649378486719559
6,voigt,785.5628657333028,10.154454815739967,0.44162295908897964,0.4416229590889796
7,voigt,858.9981400785422,45.864336835099095,0.4527935221043028,0.4527935221043028
8,voigt,910.6686499206422,26.792430008786994,0.3604775018278145,0.3604775018278145
9,voigt,938.5004400768217,16.900657661757915,0.5671467873733572,0.5671467873733572
10,voigt,961.4193722272155,5.011319681265371,0.07979936066755626,0.07979936066755626
11,lorentz,1374.0425702952848,199.99999999999997,35.5238775027947,0.11307579174214724
12,lorentz,1434.9999999999998,199.99999999999997,31.05326978255776,0.09883213445032128
13,lorentz,1608.4462591938802,199.99999999999997,39.29754370633331,0.1250879122529218
