Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,437.05800685820896,99.99999999999999,0.09999999999999999,0.09999999999999999
2,voigt,515.0000000000001,99.99999999999999,0.39999999999999997,0.39999999999999997
3,voigt,555.0000000000001,99.99999999999999,0.19999999999999998,0.19999999999999998
4,voigt,685.0000000000001,99.99999999999999,0.09999999999999999,0.09999999999999999
5,voigt,735.0000000000001,99.99999999999999,0.32651088936218653,0.32651088936218653
6,voigt,787.8960779691232,27.664828951455284,0.10700990435565268,0.10700990435565268
7,voigt,829.053985344914,30.93950290508089,0.11664554142902084,0.11664554142902084
8,voigt,874.3070584505923,61.04962500417189,0.19522475512540796,0.19522475512540796
9,voigt,942.1772018540106,99.99999999999999,0.22072538171958908,0.22072538171958908
10,voigt,993.5309098675224,8.074795000705185,0.08146751968847384,0.08146751968847384
11,lorentz,1351.438122668375,199.99999999999883,101.68319709004801,0.32366693827144083
12,lorentz,1434.9999999999998,199.99999999999997,202.38801091695586,0.6441331056645379
13,lorentz,1601.8346744341918,199.99999999999997,113.48580296912657,0.3612225085323778
