Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,437.89554835627945,70.6122736913049,0.09821115570109012,0.09821115570109012
2,voigt,548.2820871683625,52.95987467450251,0.11098096796918605,0.11098096796918605
3,voigt,615.2468583169926,38.18947185810067,0.028721061072721498,0.028721061072721498
4,voigt,739.6875868754346,80.90641540216782,0.09999999999999999,0.09999999999999998
5,voigt,795.1367753337298,24.024434252550947,0.24593759827973097,0.24593759827973097
6,voigt,796.4935080612302,3.360738993641449,0.6484717670632854,0.6484717670632854
7,voigt,859.8750486726746,19.5225436033402,0.03867786793932088,0.03867786793932088
8,voigt,922.5509019873825,59.63498407983919,0.12247710158148122,0.12247710158148122
9,voigt,969.9786074536163,9.677772756559477,0.1718216172075599,0.1718216172075599
10,voigt,978.0119629708726,3.6542723774921004,0.8565348758511436,0.8565348758511436
11,lorentz,1396.4772358367788,3.3062995180723886,2.640634764834722e-28,4.0360659102727957e-32
12,lorentz,1401.6618076414784,197.44054122699436,5.8825022629496346e-21,1.33747257105287e-23
13,lorentz,1616.7786156626355,199.99999999957353,251.32741190232548,0.09110054795257522
