Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,202.3847589596314,99.08695560336147,10.049966360058542,0.10714173884882569
2,voigt,263.50381599729,5.149931136299521,0.9103055596571429,0.10421142481543248
3,voigt,511.56505248344206,56.776099481046444,29.974093103233447,0.3958828183943086
4,voigt,551.4553779379905,47.95681023113914,8.669905839955389,0.13493078050571458
5,voigt,581.1468178532702,1.7607481672845215,0.6053669908560112,0.11203017781120221
6,voigt,650.0885803828389,16.065549207333333,3.6092377667775066,0.16269670887192078
7,gauss,769.5758456493338,38.91835463702372,29.824539774279888,0.7177080242847415
8,lorentz,743.0862209637118,25.12548345643137,10.457017981199314,0.2639415707562011
9,lorentz,795.4716948635089,2.0000000000671423,0.1752170148841211,0.04909899224687964
10,lorentz,719.9579321352905,35.82033275333627,14.119997581105286,0.25077172356657934
11,voigt,851.7435256717584,13.18390304354044,1.5820772619731294,0.08829221750684726
12,voigt,911.9663527852904,36.49914701016357,14.733205196081176,0.2990554225195396
13,voigt,885.028345309838,20.28615851543564,3.9425983360492403,0.14256266574544532
14,gauss,836.5885427969292,92.5985959267167,29.30475926327064,0.29714954378246583
15,voigt,873.7952628989171,1.6524876914411284,0.656198287798608,0.13718071316806565
16,gauss,1207.4667076955498,148.59684169041628,5.218845077511577,0.03299035626597093
17,lorentz,1373.9919236828846,149.39731227581547,23.115999192096645,0.0984988534170634
18,lorentz,1567.829591194955,181.86379766274675,20.54617727347235,0.07191433024809914
