Raman Shift (cm-1),Fitted Intensity,Residual
171.300781,0.08332906586123687,-0.08332906586123687
173.222656,0.0856021712152948,-0.057750552183909745
175.146484,0.08817077790232233,-0.057281907165767164
177.068359,0.09107780755056795,-0.05049698134295817
178.990234,0.09437972241909418,-0.013414183186938128
180.910156,0.09813130851473331,-0.023159450447737776
182.832031,0.10240167918284127,-0.007865196808481842
184.751953,0.10724268358210653,-0.013510108641109742
186.671875,0.11271285211753994,0.01026673870954832
188.591797,0.11885383861468264,0.00602964804329871
190.511719,0.125686254815356,0.003282817348473438
192.429688,0.1331925962574941,0.020803781236164276
194.347656,0.14133097527790522,0.016472549813136478
196.265625,0.15000644963334103,0.0068118486132917044
198.183594,0.15907309347378845,0.021035559879807958
200.099609,0.1683246156301148,0.02148145217918601
202.015625,0.17752894355530927,0.01817825696316608
203.933594,0.1864209919131758,0.017539097702956058
205.847656,0.19468590103249395,0.0034185443632694656
207.763672,0.20206964795897525,0.0008415876992035609
209.677734,0.20831016956738826,-0.008553801743259787
211.59375,0.21322947858757316,-0.02026873608960225
213.507812,0.2167031141449892,-0.0007320626881348324
215.419922,0.21870952519645764,-0.020645872432615064
217.333984,0.21931847681381117,-0.011678420277560914
219.246094,0.21867965297031153,0.002557123967604935
221.158203,0.21701569852636252,0.0028525927790719052
223.070312,0.2145972379767239,-0.007407473100745993
224.982422,0.21171952576258232,-0.010195846199168024
226.892578,0.20868066370231206,-0.017140563127650443
228.802734,0.2057496801346959,0.01833359543642088
230.712891,0.2031589066242207,0.022818347575878417
232.623047,0.20109016464734256,0.0002809755668423397
234.533203,0.19966992651379134,0.011301797528175561
236.441406,0.1989703499255948,-0.0010696838052575708
238.349609,0.19901169515110284,0.0020194364661954567
240.257812,0.19977413084915865,0.005241220848288569
242.166016,0.2012047980760748,0.012990350099308379
244.072266,0.2032243605299542,0.01933617035073537
245.980469,0.20574398859435009,0.009501045665796293
247.886719,0.2086564207197405,0.014657942637319954
249.791016,0.21185463628102802,0.00785014028404002
251.697266,0.2152392929269904,0.0010388199367896145
253.601562,0.218700438032939,-0.003828535726665444
255.507812,0.22214665236795958,0.002540175726669619
257.412109,0.22547838306647305,0.005363040643998673
259.314453,0.2286104599993115,-0.004981463924283169
261.21875,0.23147115791475475,0.002028125067691927
263.121094,0.2339844928216516,-0.0031498004274931324
265.023438,0.2360918944867198,0.00012870459743771767
266.925781,0.2377405294418556,0.0040510414966296315
268.828125,0.23888677204883424,-0.0010541291638524741
270.728516,0.2394961658281604,-0.0059453504380393984
272.628906,0.23954582887283948,-0.008253429604994755
274.529297,0.23902119625128995,-0.0046101045247189665
276.429688,0.23791738579038935,-0.014789498260678435
278.330078,0.23623895611640794,-0.017007120721168084
280.228516,0.23400206638277293,0.001638837536280302
282.126953,0.23122722243875196,-0.005158297609249407
284.025391,0.22794399945245541,-0.021840986315634775
285.923828,0.22418872843184706,0.008609939828105151
287.822266,0.22000347134793533,-0.0029546856390403886
289.71875,0.2154398182041784,0.00013614285951329963
291.615234,0.21054371184726162,0.006426734760003772
293.511719,0.20536749404363103,0.004107944446074152
295.40625,0.19997033356035804,-0.004702597806073294
297.302734,0.19439460940203523,0.008183847331228095
299.197266,0.18870426776721108,-0.00233370371657024
301.091797,0.18294418116495761,0.011434164790321777
302.986328,0.17716218152437774,0.0048912652188949635
304.878906,0.17140865217138843,-0.005880096437322291
306.773438,0.1657122636021388,0.005168388069740432
308.666016,0.1601209934009281,0.0013158569876330073
310.558594,0.15466061727796732,0.013161209465205381
312.449219,0.14936359100938634,-0.0037638893773550564
314.341797,0.14424141907517937,0.007259678839709405
316.232422,0.13932260785819478,0.0009125468012674554
318.123047,0.13461541996527798,0.01322757461852253
320.013672,0.1301295037761145,0.011855200557689988
321.904297,0.1258708427762049,0.00773517115928099
323.792969,0.12184616843759496,0.014006936795575325
325.681641,0.11805075217205387,0.026636533907702917
327.570312,0.11448189360540305,0.007852784024590026
329.458984,0.11113479146353032,0.013475830582864723
331.347656,0.10800293630845474,0.005396349267110925
333.234375,0.10508138200500454,0.011623493156931508
335.121094,0.10235791812183367,0.002471195539022572
337.007812,0.09982296136580211,0.004446656489323603
338.894531,0.097466464278007,0.00726582404830127
340.779297,0.09528033214276738,0.006375167814541061
342.664062,0.09325174928889392,0.005503449871636895
344.548828,0.09137054381404529,0.003646813895374537
346.433594,0.0896267911977406,0.011294182843611625
348.318359,0.08801090945750037,0.009695397148263063
350.201172,0.08651522343071501,-0.0033480931157006955
