Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,428.15450325147617,40.44200487582086,0.07268248690602847,0.07268248690602847
2,voigt,537.8764144631893,44.922910564966514,0.39999999999999997,0.39999999999999997
3,voigt,555.0000000000001,52.54532049097014,0.19999999999999998,0.19999999999999998
4,voigt,685.0000192128049,99.99999982245002,0.0661637654161741,0.0661637654161741
5,voigt,765.1615936745281,36.66056716276706,0.6913819653905434,0.6913819653905434
6,voigt,785.6623863951738,10.042990201566067,0.3911368844263908,0.3911368844263908
7,voigt,857.4474041179943,43.17986924594484,0.44988137374192727,0.44988137374192727
8,voigt,908.9000707493545,30.618597757939852,0.38190230718077006,0.38190230718077006
9,voigt,938.2399871358515,18.220592394047298,0.5999425945458808,0.5999425945458808
10,voigt,945.5991890304381,47.76632778656873,3.25049697208021e-18,3.25049697208021e-18
11,lorentz,1366.5143278318374,155.14023106616577,23.968330871005723,0.09835399197026057
12,lorentz,1434.9999999999998,199.99999999999997,39.259016231345846,0.12494827107524425
13,lorentz,1595.7614650483392,199.99999999999997,40.83706108734468,0.12998418210814414
