Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,421.1027680488175,99.99999999999999,0.07040863947935808,0.07040863947935808
2,voigt,531.7042551838559,39.062728081300925,0.3738200725044073,0.3738200725044073
3,voigt,566.2917470599986,48.86749046115738,0.19999999999999998,0.19999999999999998
4,voigt,685.0000000000001,99.99999999999999,0.06506396584982652,0.06506396584982652
5,voigt,764.1385308558215,36.611960702959955,0.6346671755332745,0.6346671755332745
6,voigt,783.2583337397155,8.842700082039345,0.43588838076023667,0.43588838076023667
7,voigt,851.3701663511052,36.817825217888384,0.3405396094146394,0.34053960941463934
8,voigt,904.4236730696238,35.07156271885936,0.3614196602600338,0.3614196602600338
9,voigt,937.7120347432638,18.483262885734845,0.5045627313101747,0.5045627313101747
10,voigt,958.944784058294,7.598131860283715,0.11637551394708191,0.11637551394708191
11,lorentz,1335.0000000000002,108.11036627017937,8.097266336359457,0.047657786573856054
12,lorentz,1434.9999999999998,199.99999999999997,44.06298741397578,0.14023769885987752
13,lorentz,1631.4627990398374,199.99999999999997,32.995101261414476,0.10501428263160423
