Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,201.61303690636583,41.43596423106956,4.1972095191069005,0.0877228850116348
2,voigt,242.7991345416813,66.01970371007862,6.934107306972683,0.08563041451014251
3,voigt,508.6869231730684,39.03607675680034,17.469794882082002,0.333301765843245
4,voigt,543.4727764772695,29.632342421509897,13.512926162475226,0.3383772169248684
5,voigt,573.7044016180121,26.855234219693997,4.24709195513498,0.11703626425102517
6,voigt,648.6614460106878,12.943581556922208,1.024276135473045,0.05840780908898325
7,gauss,773.0729053003397,5.6163765612816245,0.2370581993820248,0.03880664292627997
8,lorentz,773.8714907969735,44.63663508903856,41.17496956408315,0.5871399916165995
9,lorentz,597.5726969303513,29.45253834133566,4.546982238840732e-37,9.773748501219941e-39
10,lorentz,746.4719903155112,53.9838201877683,33.863529445141765,0.39934028135737354
11,voigt,835.9797885186398,1.6375882027432112,0.2938932880474998,0.08433871550870797
12,voigt,927.3193118260953,15.003646922747434,3.9269283597326634,0.1898743641676471
13,voigt,910.1708130056313,23.521567817363053,7.782797689605916,0.2445116263310107
14,gauss,865.1979932803507,86.27138179559994,33.921644297848516,0.36934688014624856
15,voigt,867.5212764871973,23.41355517305156,3.0045919191146542e-33,9.486795947845251e-35
16,gauss,1213.409677472169,68.85295702864698,2.499158090110725,0.0340844171912472
17,lorentz,1392.4881170522,145.53243843860193,26.443910214242454,0.11565436196426591
18,lorentz,1571.4393679611064,91.9428352766569,8.504781161123258,0.058886698478204574
