Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,431.5839904543742,76.38510205813193,0.0323289441578148,0.0323289441578148
2,voigt,539.5029750039226,49.10821118514752,0.1919230087947502,0.1919230087947502
3,voigt,583.7546962018615,1.4041090894325492,0.024431059508796375,0.024431059508796375
4,voigt,733.6859106496422,44.78919904526944,0.09999999999999999,0.1
5,voigt,755.6298249499629,16.978889316821686,0.36188664343239824,0.36188664343239824
6,voigt,776.7917116062551,10.05784114262273,0.8233670864593698,0.8233670864593698
7,voigt,863.7050935737063,55.7268272741711,0.1302453603033735,0.1302453603033735
8,voigt,920.827789423037,23.63550996778347,0.13926520625895691,0.13926520625895691
9,voigt,936.9011930942078,12.801735095765517,0.18528250092549098,0.18528250092549098
10,voigt,948.2873744815801,11.591925610511886,0.4075468341385175,0.4075468341385175
11,lorentz,1396.1027438841259,199.99993226284107,6.044539819273716e-15,1.9240170782010797e-17
12,lorentz,1434.99999993575,155.92824699240097,21.95511432024433,0.0896176380497991
13,lorentz,1634.9999955038372,199.99999723450094,21.88762000925958,0.06967006532950926
