Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,431.6257859116529,50.949189498943234,0.09999999999999998,0.09999999999999998
2,voigt,529.2758008530468,35.15040392062876,0.18503175385680307,0.18503175385680304
3,voigt,568.0430340571369,45.26299635203399,0.1999999999999984,0.19999999999999837
4,voigt,685.0000000000001,99.99999999999999,0.04467777002415513,0.04467777002415513
5,voigt,775.281558726892,38.91272244023018,0.3880422343012878,0.38804223430128776
6,voigt,795.6977343525243,2.218489431175949,0.6310499401767286,0.6310499401767287
7,voigt,873.3609118243754,51.14907330627267,0.30731947483837635,0.30731947483837635
8,voigt,924.9999999999999,31.573860364318854,0.2954705701694044,0.2954705701694044
9,voigt,952.0587759773858,14.54017893583466,0.3810773417912436,0.3810773417912436
10,voigt,975.0309889044562,3.4721756007735283,0.16164969947292424,0.16164969947292424
11,lorentz,1360.1838832149583,11.384337411394768,2.16613037351515e-10,7.372984322239673e-13
12,lorentz,1434.9996017989524,2.007531671325387,1.3121027484623646e-08,4.4391465239609947e-13
13,lorentz,1595.5197297500333,199.9999999997335,251.32741228512464,0.10470310975252857
