Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,420.639460019783,66.27902461697921,0.09999999999999999,0.09999999999999999
2,voigt,529.8374763428061,49.12630192233539,0.2018390254151862,0.2018390254151862
3,voigt,624.9999959106349,99.999996661322,0.0066687122273381355,0.0066687122273381355
4,voigt,690.1693501667894,57.57490936864217,0.09999999999999999,0.09999999999999999
5,voigt,757.3649188765954,36.23812986483432,0.5492765819557544,0.5492765819557544
6,voigt,778.1249338990648,16.67817220405316,0.5391881833776581,0.5391881833776581
7,voigt,859.6901722464148,46.01735278703206,0.2204676282357889,0.2204676282357889
8,voigt,922.9826245635262,37.53631892942548,0.2609913107168401,0.2609913107168401
9,voigt,947.9202723436573,13.384427313783172,0.33169715555833185,0.33169715555833185
10,voigt,990.8234004382821,7.307560693831342,0.030983174686389534,0.030983174686389534
11,lorentz,1341.7820717090444,93.93575858895518,34.21949154972315,0.23188067329605305
12,lorentz,1434.9999999999998,199.99999999999997,69.63690112042612,0.2216308821077329
13,lorentz,1575.471006064672,123.91225347577932,74.88476180555698,0.38461360448426013
