Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,215.14839044370424,47.97016703987495,8.515648740157587,0.14781074854096374
2,voigt,261.23110002528813,17.119764083832823,2.0990444614009687,0.09127306973007039
3,voigt,501.0553526881413,32.72184532179861,9.333843203611467,0.2113369712140643
4,voigt,527.7787494850862,20.614197999399455,8.641817604135877,0.3100356277442749
5,voigt,554.8723512623642,37.2798569622607,12.016124030005708,0.23991398527343466
6,voigt,650.4214253781417,19.888357231039105,2.140023673662364,0.07900853657480711
7,gauss,770.9672278296124,2.3548000987394557,0.21141911608470995,0.083962456370322
8,lorentz,772.4842525051341,42.345136134232284,41.31332963854934,0.619484441954122
9,lorentz,795.8393828493633,2.0661138852541967,0.20783623618145627,0.042463301422664516
10,lorentz,740.9839013763852,48.54763522151726,26.958877362140434,0.3535014897655348
11,voigt,838.0651495781449,1.637590436665625,0.3272110690498807,0.10474506150287242
12,voigt,922.601063753937,20.30173351347844,7.732696995529604,0.2807777022039088
13,voigt,893.5282430653157,31.301064246927815,10.046479039257852,0.23756367903315
14,gauss,855.8781690388989,83.69256273221136,27.4540798678768,0.30808279645990566
15,voigt,672.9326883087293,1.6376036467221073,0.1524879965194153,0.04728866703317245
16,gauss,1212.74027344856,32.47644278124954,0.5173730517250907,0.014923270337078989
17,lorentz,1363.9685486132346,150.82858522716057,26.019195671336675,0.10981764016259128
18,lorentz,1566.0992219954899,84.25567024391977,12.005153478212373,0.09070517401884427
