Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,454.99999999999994,99.9999999999988,0.09999999999998928,0.09999999999998928
2,voigt,515.0000019132873,99.99999999999343,0.3999999999999482,0.3999999999999482
3,voigt,555.0000000241259,99.99999999997323,0.199999999999997,0.199999999999997
4,voigt,685.0000000000001,99.99999999999999,0.09999999999999999,0.09999999999999999
5,voigt,735.0000000000001,99.99999999999999,0.5063760181341582,0.5063760181341582
6,voigt,789.3801754414367,26.80347112627525,0.09326299572597468,0.09326299572597468
7,voigt,849.7585168088191,56.96231908195643,0.4067004077802507,0.4067004077802507
8,voigt,905.7430558305198,34.27798066610451,0.2116086778635552,0.21160867786355517
9,voigt,948.7084699624569,24.562121832195224,0.10327731510208236,0.10327731510208236
10,voigt,1009.9999999999999,99.99999999999999,0.26183425927482745,0.26183425927482745
11,lorentz,1335.0000000000002,199.99999999999997,99.54592191423028,0.3168181713876525
12,lorentz,1434.9999999999998,199.99999999999997,226.399022541036,0.720552096184249
13,lorentz,1631.260272078862,199.99999999999997,135.346703459553,0.43078830931838774
