Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,429.82268809171853,71.48313701110575,0.041980844895030546,0.041980844895030546
2,voigt,528.5049084605643,40.974991347584,0.17622213110891624,0.17622213110891624
3,voigt,563.6181284672971,33.57680472966628,0.10870266151967715,0.10870266151967715
4,voigt,736.4099632094881,48.929861970063676,0.09999999999999999,0.09999999999999999
5,voigt,755.8039518749049,19.132895833137948,0.37841537073129294,0.37841537073129294
6,voigt,776.9851722722599,10.39231128856147,0.7876258007197896,0.7876258007197896
7,voigt,865.7218402986828,55.31589405114446,0.1632263620372728,0.1632263620372728
8,voigt,924.9999999988803,21.652957104130923,0.2031562785884814,0.2031562785884814
9,voigt,945.6369487665048,13.610996433905846,0.47084000343221555,0.47084000343221555
10,voigt,989.1745399910706,1.486764301531565,1.852511119882987e-24,1.852511119882987e-24
11,lorentz,1335.0000378752377,163.51413394922525,3.3627069976762766e-12,1.3089372757325277e-14
12,lorentz,1434.9999999549564,166.71512596627085,25.010771717501573,0.09548757993008786
13,lorentz,1634.99999186981,199.99999752095147,23.016051612858703,0.07326195430307494
