Raman Shift (cm-1),Fitted Intensity
159.26151312198635,0.010160802263024593
162.17892251266312,0.010319119186783222
165.06070388440276,0.01047998525623906
167.97629817665074,0.010647468369058015
170.89098012548493,0.010819862155351986
173.77006778237046,0.010995238627962747
176.68293717714914,0.011178050464351219
179.59489550712533,0.011366458157962707
182.50594319967058,0.01156071878314194
185.38144153980102,0.011758682335636952
188.29068006676243,0.011965405480803423
191.19900923170644,0.012178847287682096
194.07182265961455,0.012396666566092908
196.97834519226308,0.012624455492817203
199.8839596359394,0.012860001305269538
202.75409191031576,0.013100746078083243
205.65790225025557,0.013352904834542493
208.5608057718964,0.013614071570511406
211.42826064439942,0.013881441074083933
214.32936258615155,0.014161956646899542
217.22955897789507,0.01445299335619148
220.09434019320543,0.014751461594837976
222.9927375242005,0.015065160132544251
225.89023057112718,0.015391213494107325
228.75234186693342,0.01572620177921165
231.64803836756255,0.016078932053983336
234.54283184768065,0.016446238236613293
237.4022769547155,0.016824312266019548
240.2952763983085,0.017223151654671455
243.18737408261222,0.017639247426951835
246.04415672466348,0.018068329094745875
248.93446287752522,0.018521798867143054
251.82386852998388,0.01899573493606259
254.67799242389083,0.019485307792977056
257.565609045334,0.020003571518624332
260.41796602711474,0.020539489739941567
263.3037952786035,0.021107367736727695
266.18872612093764,0.0217023688355805
269.0384305290536,0.02231843349293575
271.9215764941182,0.022971994547789695
274.8038253026716,0.023657467470980232
277.65088083558294,0.0243678071449996
280.5313472549242,0.025121882447260102
283.37664243438485,0.025903504233758323
286.2553281173605,0.026733331854044983
289.13311872473423,0.027604036882558514
291.97577117291803,0.02850635689026088
294.85178352428557,0.029463878038108276
297.6926797004962,0.030455590579863925
300.5669154435891,0.03150716214527244
303.44025818556474,0.03260864391923122
306.2785177554506,0.033747626076099525
309.150086361853,0.03495304478443322
311.98659372863403,0.03619752223381935
314.85638984211255,0.03751221309865968
317.69114662786524,0.03886675959098923
320.55917188903913,0.0402945212039257
323.42630704161274,0.0417799681259024
326.25843576130865,0.04330453051086491
329.1238025236089,0.04490474863577674
331.9541847135806,0.04654196721729033
334.8177847211591,0.04825467716660828
337.6464219965019,0.05000073914582499
340.5082568828984,0.051820399768079166
343.3351508567066,0.053668080110402236
346.1952222534492,0.055585536990221195
349.0203745368344,0.057523920028054475
351.8786840734356,0.0595262065940428
354.7361080202609,0.06156505315064941
357.55864557949826,0.06361092646867887
360.4143101115624,0.06570802191471026
363.23511000427607,0.06780099173390086
366.08901674608205,0.06993440666537767
368.90808057645336,0.07205140108222773
371.7602311504961,0.07419657618661829
374.57756052071636,0.07631237881076333
377.42795654749716,0.07844312041799802
380.2435530577968,0.08053150287281166
383.0921961558306,0.08262127468107719
385.90606140446107,0.08465640944357616
388.7529531902692,0.08667989078058008
391.56508877352826,0.08863800625598676
394.41023086164205,0.09057287062772561
397.2206383738594,0.09243409684842958
400.0640323768239,0.0942629547504728
402.8727134103756,0.09601330323977485
405.71436093876036,0.09772575417531423
408.5213170840616,0.0993591833006511
411.36121974646085,0.10095393781113268
414.16645259197685,0.10247447962909258
417.00461199500205,0.10396154746046636
419.8081231272481,0.10538551852240238
