Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,424.028555420092,55.187234566631474,0.09999999999999999,0.09999999999999999
2,voigt,550.7295024316278,49.86311466699819,0.28032841925750857,0.28032841925750857
3,voigt,555.0726366002208,99.99589092937956,0.19999999999999632,0.19999999999999632
4,voigt,685.0000000000001,99.99999999999999,0.09999999999999999,0.09999999999999999
5,voigt,777.1306620135462,42.1139414182752,0.6067326725301693,0.6067326725301693
6,voigt,798.3887036813686,6.260983562578174,0.4266023808659827,0.4266023808659827
7,voigt,850.0551505559473,23.857732019750813,0.13712744993543152,0.13712744993543152
8,voigt,890.3383668558306,52.14194871927927,0.48927254627524525,0.4892725462752452
9,voigt,945.3447050895531,32.02555579020858,0.5587433132993415,0.5587433132993415
10,voigt,954.581030513105,6.504613747327343,0.19539676943031367,0.19539676943031367
11,lorentz,1335.0000000000002,199.99999999999997,27.488110111357884,0.0874845760922921
12,lorentz,1418.3772359284849,199.99999999999997,62.69040732603136,0.19954440475883775
13,lorentz,1607.2219847714211,199.99999999999997,67.21150606071943,0.2139119692997888
