Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,437.20506897230354,62.823397414840876,0.05126241935931333,0.05126241935931333
2,voigt,531.7605433389992,37.87996364130275,0.3723738314014914,0.3723738314014914
3,voigt,564.8958477406525,37.78680246303177,0.19999998210355543,0.19999998210355543
4,voigt,685.0000579057178,99.99983718896073,0.03931436443535238,0.03931436443535238
5,voigt,763.7902613229261,34.58393713221638,0.6235090178170634,0.6235090178170634
6,voigt,783.1101350153093,9.03912859575132,0.4620496703307672,0.46204967033076727
7,voigt,857.9213801668207,43.57910815102437,0.37734734917930507,0.37734734917930507
8,voigt,910.5210490392193,28.868487442048796,0.30483868722610147,0.30483868722610147
9,voigt,937.9681427001519,16.87346940190353,0.49366985243234246,0.49366985243234246
10,voigt,956.6935882342377,8.41053083250117,0.10767391282685729,0.10767391282685729
11,lorentz,1344.713629398403,72.34355967387008,3.758747200892217,0.033054158332296135
12,lorentz,1434.9999999999998,199.99999999999997,40.667535342494155,0.1294311146258145
13,lorentz,1634.9999999999995,199.99999999999997,25.291406453392742,0.08050459187202058
