Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,436.0259736167389,52.765186644355445,0.04762029156076428,0.04762029156076428
2,voigt,535.710663197597,43.140258716485704,0.39651037442371906,0.39651037442371906
3,voigt,576.3410551427068,22.589814670332487,0.0838793297479564,0.0838793297479564
4,voigt,744.8207974000837,67.16536660974947,0.09999999999999999,0.09999999999999999
5,voigt,762.1795430770237,28.31839901080067,0.4937556614758357,0.49375566147583566
6,voigt,781.5375423044351,8.889600600238794,0.5802108324674727,0.5802108324674727
7,voigt,855.741447629451,43.19458197784192,0.26483318464838546,0.26483318464838546
8,voigt,906.1404393339604,30.957249028931138,0.20952401771506873,0.20952401771506873
9,voigt,940.1539529537722,21.96456187793045,0.4684264622936732,0.4684264622936732
10,voigt,944.4091483775613,23.46761007695644,1.3505951479341101e-34,1.3505951479341101e-34
11,lorentz,1335.1459053388446,53.326430002441896,0.9586317866707397,0.011426127440797249
12,lorentz,1434.9999999999998,199.99999999999997,30.797331634468613,0.09801756923255087
13,lorentz,1634.9999999999998,199.99999999999997,20.984170262701447,0.06679431078239442
