Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,454.99999985348086,99.99999999435221,0.0999999999973488,0.0999999999973488
2,voigt,515.000000037872,99.99999999361658,0.3999999999293445,0.3999999999293445
3,voigt,555.0000001568899,99.99999998728303,0.1999999999794758,0.1999999999794758
4,voigt,685.0000000000001,99.99999999999999,0.09999999999999999,0.09999999999999999
5,voigt,735.0000000000001,99.99999999999999,0.49320386090586027,0.49320386090586027
6,voigt,775.5747550615304,33.467222740736204,0.3925707593350193,0.3925707593350193
7,voigt,853.5025615056644,37.7126420745651,0.16832737043618162,0.16832737043618162
8,voigt,900.8625361732194,97.30684006958981,0.4516310144888639,0.4516310144888639
9,voigt,938.0466079788309,29.47549953578689,0.19044219704643323,0.19044219704643323
10,voigt,992.8064183111554,9.787867281230389,0.10689557939700825,0.10689557939700825
11,lorentz,1335.0000000000002,144.53418834283514,75.96982220173027,0.334525348178224
12,lorentz,1434.9999999999998,199.99999999999997,192.65963434674418,0.613170948445572
13,lorentz,1620.4925983343805,199.99999999999997,138.62733955342887,0.44126304455747384
