Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,431.94115524911126,55.112704477747535,0.0756452587841258,0.0756452587841258
2,voigt,534.2540407807555,32.38070750034759,0.11358044609590304,0.11358044609590304
3,voigt,563.8558576698084,60.73405318408556,0.19999999960468173,0.19999999960468173
4,voigt,685.0000000000001,99.99999999999999,0.05798712789076409,0.05798712789076408
5,voigt,773.6971688694334,38.56321769410778,0.3290255587034426,0.3290255587034426
6,voigt,796.1299501934108,5.949808415097434,0.29502521663207787,0.29502521663207787
7,voigt,884.9726300381228,66.96646657854933,0.32261793094672225,0.32261793094672225
8,voigt,920.1825299774981,1.8465661667540723,0.5999999999999999,0.5999999999999999
9,voigt,945.2900053278491,22.712950188591144,0.3284737696923175,0.3284737696923175
10,voigt,974.4543314274935,2.610708128729929,0.0531915724968549,0.0531915724968549
11,lorentz,1335.0000000000002,199.99999999999997,13.398855183604217,0.04264364341931547
12,lorentz,1417.743422985447,199.99999999999997,36.33757656311396,0.11565074883461944
13,lorentz,1603.843039647781,199.99999999999997,34.623279882433565,0.11020885034535183
