Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,454.99999999999477,99.99999999997266,0.09999999999982735,0.09999999999982735
2,voigt,515.0000010116175,99.99999999976575,0.39999999999912744,0.39999999999912744
3,voigt,555.0000000204021,99.99999999939202,0.1999999999999186,0.1999999999999186
4,voigt,685.0000000000001,99.99999999556265,0.09999999999999999,0.09999999999999999
5,voigt,735.0000000000001,99.99999999999999,0.5448593453012022,0.5448593453012022
6,voigt,777.8713934756851,30.14154048437204,0.13312133078588845,0.13312133078588845
7,voigt,839.3535382838987,47.032498335735845,0.1454896555837619,0.1454896555837619
8,voigt,890.2606372308361,89.18025775693113,0.4634701796980656,0.4634701796980656
9,voigt,947.6741558345564,1.87210212539297,0.09686761422317662,0.09686761422317662
10,voigt,1009.9998822092592,99.99999999999999,0.12703029863872414,0.12703029863872414
11,lorentz,1335.0000000000002,199.99999999999997,105.1905873078775,0.3347830717444077
12,lorentz,1434.9999999999998,199.99999999999997,212.38812406417867,0.6759601091976691
13,lorentz,1631.3132805716075,199.99999999999997,129.86756391961606,0.41334504023549057
