Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,451.30578004870256,70.9835412922986,0.024366425887801427,0.024366425887801427
2,voigt,527.6050630950315,49.14204593198638,0.08016698137651436,0.08016698137651436
3,voigt,585.7316807831952,24.142861731921094,0.055104953246511226,0.055104953246511226
4,voigt,752.5851537163286,33.828211068901005,0.039585043225795036,0.039585043225795036
5,voigt,777.4052022570806,5.410904719312019,0.2794408637084126,0.2794408637084126
6,voigt,799.2766108098986,5.61581580742974,0.9908063292051328,0.9908063292051327
7,voigt,863.1676364874489,26.203765590502943,0.03676750170604889,0.03676750170604889
8,voigt,902.1359987273989,20.887052244365133,0.0247268244487702,0.024726824448770203
9,voigt,958.8377231278474,39.90549520010293,0.059236058674069496,0.05923605867406949
10,voigt,977.7732934792531,7.363738961360034,0.5272885642800865,0.5272885642800865
11,lorentz,1335.0000000000002,80.12839442193359,1.512487104400705,0.0120057639914643
12,lorentz,1403.5353806798196,30.555881470931453,0.4345566182163628,0.009048564375537634
13,lorentz,1565.0000000000002,199.99999999999997,12.495003151736936,0.039772148324941824
