Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,211.25717210573083,46.887397815740314,7.001786022018983,0.125674627431358
2,voigt,262.970832050676,74.08596949160047,14.12985026216108,0.15339661646909572
3,voigt,528.3715772416367,30.70144765556731,15.793459276555202,0.380949997625866
4,voigt,525.9430179182824,12.731814543027225,7.154821954712186,0.3999997049046471
5,voigt,573.0448514092333,83.8680930615093,15.03462024438094,0.1352647888118752
6,voigt,669.5556322153309,9.545529326887593,1.14569020974903,0.08585110398558472
7,gauss,764.5792159851354,3.8544768175338318,0.6624010814137992,0.13885122416661
8,lorentz,784.515383776756,44.8242485306957,27.58024619754455,0.39168708617694403
9,lorentz,801.2264811429435,2.029342416091381,0.8485365980306798,0.17238860466714281
10,lorentz,745.5918160337637,69.56507649108195,39.59819580176497,0.36209423534731655
11,voigt,843.6135094637439,61.788394880782704,32.008482589217216,0.38644010059802875
12,voigt,942.15101873067,14.02141992901066,3.218565461494249,0.1686349043835307
13,voigt,926.8239290958148,21.681657865082563,4.877258752761976,0.16503055646785156
14,gauss,902.9990472796703,59.82632999158481,30.61450452652756,0.48030607086932564
15,voigt,871.0730419429264,8.075939989593238,1.1205529671600842,0.09708732577071472
16,lorentz,1387.07258872362,199.99999999998872,44.112469264514495,0.1403981986461365
17,lorentz,1575.4771414177753,87.11038916065705,18.14745548340927,0.13259627065342888
