Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,446.5337432991185,99.99999439898708,0.09999999999999999,0.09999999999999999
2,voigt,515.0000000046228,99.9999992581926,0.39999999999999997,0.39999999999999997
3,voigt,555.0000004305386,99.9999982199876,0.19999999999999998,0.19999999999999998
4,voigt,685.0000000000001,99.99999999999999,0.09999999999999999,0.09999999999999999
5,voigt,735.0000000000001,99.99999999999999,0.42014751145575996,0.42014751145575996
6,voigt,772.1247617911214,37.33757870902561,0.48069506892085595,0.48069506892085595
7,voigt,837.8626480799082,11.68676037026637,0.08366665468428924,0.08366665468428924
8,voigt,868.8385616366812,53.954797247552136,0.40678987192828675,0.40678987192828675
9,voigt,932.495355137236,42.33109211833869,0.46241918412704763,0.46241918412704763
10,voigt,1009.9999999999999,24.14959967587475,0.22153015873424658,0.2215301587342466
11,lorentz,1335.0000000000002,199.99999999999744,129.11499172437917,0.41092567922667084
12,lorentz,1434.9999999999998,199.99999999999997,166.04373462576518,0.5284614734640487
13,lorentz,1607.121209587804,199.99999999999997,131.96302939798213,0.4200040395569895
