Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,454.9999999970486,99.99999999999675,0.09999999999999366,0.09999999999999366
2,voigt,515.0000000008639,99.99999999999933,0.39999999999986713,0.39999999999986713
3,voigt,555.0000000172571,99.99999999999154,0.19999999999998763,0.19999999999998763
4,voigt,685.0000000000001,99.99999999999999,0.09999999999999999,0.09999999999999999
5,voigt,735.0000000000001,99.99999999999999,0.39043765167910655,0.39043765167910655
6,voigt,781.0843122805358,8.93248058615154,0.09082432381367138,0.09082432381367139
7,voigt,825.0000000000001,51.554600173558875,0.23341584553632547,0.23341584553632547
8,voigt,883.8570455859978,50.47535478142211,0.15640115762757306,0.15640115762757306
9,voigt,925.0000000000001,99.99999999999999,0.23181116720877315,0.23181116720877315
10,voigt,1009.9999999999849,99.99999999999999,0.09307089491685334,0.09307089491685334
11,lorentz,1348.5082829802197,199.9999999996283,118.91095847756803,0.3785022935400667
12,lorentz,1434.9999999999998,199.99999999999997,195.75113487027565,0.6230101569261719
13,lorentz,1616.0530834506803,199.9999999999999,129.87863805204256,0.41341403262907583
