Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,200.96492478205718,17.20567947214099,1.3211160391089978,0.05983613462621722
2,voigt,232.8585574178599,129.54838800993085,22.574681534208604,0.1656464602590897
3,voigt,528.7800101708191,104.85892681943503,28.26767294159601,0.20548911334259684
4,voigt,523.5850268384418,51.084030125310896,18.090485440167456,0.2647973733076847
5,voigt,559.973557166156,10.781372334117272,0.9460137114167599,0.0640946895650182
6,voigt,648.2616844388467,18.29741192992453,2.7191494854453215,0.10970858402590426
7,gauss,789.0968568823224,10.077453830182348,0.5296043156261826,0.04884290470972073
8,lorentz,777.4456751815687,32.03921743591968,20.261371729715517,0.4004113902035433
9,lorentz,777.6904414227672,2.0000016885654253,1.203611206101661,0.14711840181216518
10,lorentz,751.7918624944175,68.79622166106277,62.04849865729913,0.5741618975725519
11,voigt,839.5135796479783,59.62719816029012,25.99245731071386,0.3246619993901864
12,voigt,927.549017822976,17.852563075738892,6.038634638117531,0.2478696777832935
13,voigt,907.8638273664836,14.286377776334884,4.635868966880868,0.2379858064217133
14,gauss,892.8804087528374,55.06768384429684,14.393382224686297,0.24527758894889598
15,voigt,869.0005928018505,7.620425819344675,0.9392821247169811,0.08578709373952907
16,gauss,1168.4935360206957,235.47999961010535,14.156170706860106,0.05647465475240468
17,lorentz,1372.0975712767706,192.85291201809392,41.855874394900816,0.13815101410422473
18,lorentz,1567.8295735761678,184.96220544161395,36.76375145015331,0.12652289844411302
