//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 300 2,5dpa anneal.wip
GraphName = REFEL Si 300 2,5dpa 760--Spectrum--048--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 5444.30000002328
PositionY = 9598.50000002328
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 300 2,5dpa 760--Spectrum--048--Spec.Data 1
 1.19636E+03	 1.36750E+03
 1.19892E+03	 1.36762E+03
 1.20148E+03	 1.36698E+03
 1.20404E+03	 1.36624E+03
 1.20659E+03	 1.36624E+03
 1.20915E+03	 1.36742E+03
 1.21170E+03	 1.36664E+03
 1.21425E+03	 1.36438E+03
 1.21681E+03	 1.36588E+03
 1.21936E+03	 1.36660E+03
 1.22191E+03	 1.36536E+03
 1.22446E+03	 1.36642E+03
 1.22701E+03	 1.36596E+03
 1.22956E+03	 1.36750E+03
 1.23210E+03	 1.36600E+03
 1.23465E+03	 1.36422E+03
 1.23720E+03	 1.36492E+03
 1.23974E+03	 1.36534E+03
 1.24229E+03	 1.36506E+03
 1.24483E+03	 1.36786E+03
 1.24737E+03	 1.36734E+03
 1.24992E+03	 1.36576E+03
 1.25246E+03	 1.36592E+03
 1.25500E+03	 1.36484E+03
 1.25754E+03	 1.36592E+03
 1.26008E+03	 1.36610E+03
 1.26261E+03	 1.36604E+03
 1.26515E+03	 1.36550E+03
 1.26769E+03	 1.36604E+03
 1.27022E+03	 1.36554E+03
 1.27276E+03	 1.36612E+03
 1.27529E+03	 1.36456E+03
 1.27783E+03	 1.36580E+03
 1.28036E+03	 1.36514E+03
 1.28289E+03	 1.36534E+03
 1.28542E+03	 1.36610E+03
 1.28795E+03	 1.36596E+03
 1.29048E+03	 1.36676E+03
 1.29301E+03	 1.36550E+03
 1.29554E+03	 1.36532E+03
 1.29806E+03	 1.36490E+03
 1.30059E+03	 1.36728E+03
 1.30311E+03	 1.36592E+03
 1.30564E+03	 1.36674E+03
 1.30816E+03	 1.36588E+03
 1.31069E+03	 1.36588E+03
 1.31321E+03	 1.36486E+03
 1.31573E+03	 1.36600E+03
 1.31825E+03	 1.36644E+03
 1.32077E+03	 1.36462E+03
 1.32329E+03	 1.36614E+03
 1.32581E+03	 1.36580E+03
 1.32832E+03	 1.36698E+03
 1.33084E+03	 1.36550E+03
 1.33336E+03	 1.36544E+03
 1.33587E+03	 1.36610E+03
 1.33838E+03	 1.36706E+03
 1.34090E+03	 1.36706E+03
 1.34341E+03	 1.36784E+03
 1.34592E+03	 1.36788E+03
 1.34843E+03	 1.36598E+03
 1.35094E+03	 1.36730E+03
 1.35345E+03	 1.36510E+03
 1.35596E+03	 1.36590E+03
 1.35847E+03	 1.36532E+03
