//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 300 2,5dpa anneal.wip
GraphName = REFEL Si 300 2,5dpa RT After Glass--Spectrum--057--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 5378.70000002328
PositionY = 9343.30000002328
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 300 2,5dpa RT After Glass--Spectrum--057--Spec.Data 1
 4.71602E+02	 1.40578E+03
 4.74397E+02	 1.40798E+03
 4.77192E+02	 1.40744E+03
 4.79985E+02	 1.40822E+03
 4.82778E+02	 1.40858E+03
 4.85569E+02	 1.40926E+03
 4.88360E+02	 1.41060E+03
 4.91150E+02	 1.41068E+03
 4.93939E+02	 1.41130E+03
 4.96727E+02	 1.41458E+03
 4.99514E+02	 1.41174E+03
 5.02300E+02	 1.41582E+03
 5.05085E+02	 1.41602E+03
 5.07869E+02	 1.42114E+03
 5.10652E+02	 1.41948E+03
 5.13435E+02	 1.42216E+03
 5.16216E+02	 1.42218E+03
 5.18996E+02	 1.42672E+03
 5.21776E+02	 1.42700E+03
 5.24554E+02	 1.42898E+03
 5.27332E+02	 1.42750E+03
 5.30109E+02	 1.42456E+03
 5.32885E+02	 1.42496E+03
 5.35659E+02	 1.42372E+03
 5.38433E+02	 1.42016E+03
 5.41206E+02	 1.42158E+03
 5.43978E+02	 1.41978E+03
 5.46750E+02	 1.42184E+03
 5.49520E+02	 1.41854E+03
 5.52289E+02	 1.41818E+03
 5.55057E+02	 1.41930E+03
 5.57825E+02	 1.42006E+03
 5.60591E+02	 1.42122E+03
 5.63357E+02	 1.41960E+03
 5.66122E+02	 1.42010E+03
 5.68885E+02	 1.42186E+03
 5.71648E+02	 1.42074E+03
 5.74410E+02	 1.41884E+03
 5.77171E+02	 1.41946E+03
 5.79931E+02	 1.41668E+03
 5.82690E+02	 1.41194E+03
 5.85448E+02	 1.41226E+03
 5.88206E+02	 1.41190E+03
 5.90962E+02	 1.40744E+03
 5.93717E+02	 1.40862E+03
 5.96472E+02	 1.40584E+03
 5.99225E+02	 1.40588E+03
 6.01978E+02	 1.40398E+03
 6.04730E+02	 1.40164E+03
 6.07481E+02	 1.40030E+03
 6.10231E+02	 1.39912E+03
 6.12980E+02	 1.39700E+03
 6.15728E+02	 1.39626E+03
 6.18475E+02	 1.39434E+03
 6.21221E+02	 1.39562E+03
 6.23967E+02	 1.39468E+03
 6.26711E+02	 1.39184E+03
 6.29454E+02	 1.39312E+03
 6.32197E+02	 1.39440E+03
 6.34939E+02	 1.39198E+03
 6.37680E+02	 1.39092E+03
 6.40419E+02	 1.39336E+03
 6.43158E+02	 1.39656E+03
 6.45896E+02	 1.39188E+03
 6.48634E+02	 1.39164E+03
 6.51370E+02	 1.39458E+03
 6.54105E+02	 1.39598E+03
 6.56840E+02	 1.39186E+03
 6.59573E+02	 1.39720E+03
 6.62306E+02	 1.39558E+03
 6.65037E+02	 1.39870E+03
 6.67768E+02	 1.39942E+03
 6.70498E+02	 1.39838E+03
 6.73227E+02	 1.40018E+03
 6.75955E+02	 1.39734E+03
 6.78682E+02	 1.39878E+03
 6.81409E+02	 1.39594E+03
 6.84134E+02	 1.39446E+03
 6.86858E+02	 1.39736E+03
 6.89582E+02	 1.39420E+03
 6.92305E+02	 1.39436E+03
 6.95026E+02	 1.39624E+03
 6.97747E+02	 1.39474E+03
 7.00467E+02	 1.39724E+03
 7.03186E+02	 1.39730E+03
 7.05905E+02	 1.40072E+03
 7.08622E+02	 1.40112E+03
 7.11338E+02	 1.40038E+03
 7.14054E+02	 1.40312E+03
 7.16768E+02	 1.40468E+03
 7.19482E+02	 1.40426E+03
 7.22195E+02	 1.40554E+03
 7.24907E+02	 1.40592E+03
 7.27618E+02	 1.40820E+03
 7.30328E+02	 1.40550E+03
 7.33037E+02	 1.40772E+03
 7.35745E+02	 1.41004E+03
 7.38453E+02	 1.41034E+03
 7.41159E+02	 1.41196E+03
 7.43865E+02	 1.40736E+03
 7.46569E+02	 1.41122E+03
 7.49273E+02	 1.41086E+03
 7.51976E+02	 1.41346E+03
 7.54678E+02	 1.41396E+03
 7.57379E+02	 1.41552E+03
 7.60080E+02	 1.41440E+03
 7.62779E+02	 1.41648E+03
 7.65478E+02	 1.41870E+03
 7.68175E+02	 1.42344E+03
 7.70872E+02	 1.42094E+03
 7.73568E+02	 1.42014E+03
 7.76263E+02	 1.42246E+03
 7.78957E+02	 1.42700E+03
 7.81650E+02	 1.42582E+03
 7.84342E+02	 1.43564E+03
 7.87034E+02	 1.43994E+03
 7.89724E+02	 1.44536E+03
 7.92414E+02	 1.44190E+03
 7.95103E+02	 1.44016E+03
 7.97791E+02	 1.43692E+03
 8.00478E+02	 1.43058E+03
 8.03164E+02	 1.42924E+03
 8.05849E+02	 1.41874E+03
 8.08533E+02	 1.41570E+03
 8.11217E+02	 1.41314E+03
 8.13899E+02	 1.41234E+03
 8.16581E+02	 1.40908E+03
 8.19262E+02	 1.41112E+03
 8.21942E+02	 1.41030E+03
 8.24621E+02	 1.40848E+03
 8.27299E+02	 1.40968E+03
 8.29977E+02	 1.40814E+03
 8.32653E+02	 1.40708E+03
 8.35329E+02	 1.41194E+03
 8.38003E+02	 1.41104E+03
 8.40677E+02	 1.41102E+03
 8.43350E+02	 1.41060E+03
 8.46022E+02	 1.41082E+03
 8.48693E+02	 1.41178E+03
 8.51364E+02	 1.41366E+03
 8.54033E+02	 1.41118E+03
 8.56702E+02	 1.41148E+03
 8.59370E+02	 1.41286E+03
 8.62036E+02	 1.41136E+03
 8.64702E+02	 1.41026E+03
 8.67367E+02	 1.41032E+03
 8.70032E+02	 1.41162E+03
 8.72695E+02	 1.41082E+03
 8.75358E+02	 1.40898E+03
 8.78019E+02	 1.40920E+03
 8.80680E+02	 1.41046E+03
 8.83340E+02	 1.41058E+03
 8.85999E+02	 1.40774E+03
 8.88657E+02	 1.41016E+03
 8.91314E+02	 1.41090E+03
 8.93971E+02	 1.40566E+03
 8.96626E+02	 1.40964E+03
 8.99281E+02	 1.41124E+03
 9.01935E+02	 1.40954E+03
 9.04588E+02	 1.41128E+03
 9.07240E+02	 1.40864E+03
 9.09891E+02	 1.41020E+03
 9.12541E+02	 1.41164E+03
 9.15191E+02	 1.41046E+03
 9.17840E+02	 1.41232E+03
 9.20487E+02	 1.41166E+03
 9.23134E+02	 1.41108E+03
 9.25780E+02	 1.41268E+03
 9.28426E+02	 1.41138E+03
 9.31070E+02	 1.41402E+03
 9.33714E+02	 1.41356E+03
 9.36356E+02	 1.41334E+03
 9.38998E+02	 1.41506E+03
 9.41639E+02	 1.41408E+03
 9.44279E+02	 1.41752E+03
 9.46918E+02	 1.41920E+03
 9.49557E+02	 1.41674E+03
 9.52194E+02	 1.41774E+03
 9.54831E+02	 1.41476E+03
 9.57466E+02	 1.41616E+03
 9.60101E+02	 1.40984E+03
 9.62735E+02	 1.40846E+03
 9.65369E+02	 1.40604E+03
 9.68001E+02	 1.40620E+03
 9.70633E+02	 1.40324E+03
 9.73263E+02	 1.39890E+03
 9.75893E+02	 1.40040E+03
 9.78522E+02	 1.39666E+03
 9.81150E+02	 1.39940E+03
 9.83777E+02	 1.39590E+03
 9.86404E+02	 1.39760E+03
 9.89029E+02	 1.40070E+03
 9.91654E+02	 1.39852E+03
 9.94278E+02	 1.39666E+03
 9.96901E+02	 1.39826E+03
 9.99523E+02	 1.39798E+03
 1.00214E+03	 1.39634E+03
 1.00477E+03	 1.39710E+03
 1.00738E+03	 1.39894E+03
 1.01000E+03	 1.39938E+03
 1.01262E+03	 1.39638E+03
 1.01524E+03	 1.39924E+03
 1.01785E+03	 1.39884E+03
 1.02047E+03	 1.39784E+03
 1.02308E+03	 1.39826E+03
 1.02570E+03	 1.39776E+03
 1.02831E+03	 1.39770E+03
 1.03092E+03	 1.39900E+03
 1.03353E+03	 1.39856E+03
 1.03614E+03	 1.39672E+03
 1.03875E+03	 1.39998E+03
 1.04136E+03	 1.40180E+03
 1.04397E+03	 1.39910E+03
 1.04658E+03	 1.40004E+03
 1.04918E+03	 1.39940E+03
 1.05179E+03	 1.40088E+03
 1.05439E+03	 1.40182E+03
 1.05700E+03	 1.39988E+03
 1.05960E+03	 1.40114E+03
 1.06220E+03	 1.40148E+03
 1.06480E+03	 1.40138E+03
 1.06740E+03	 1.39974E+03
 1.07000E+03	 1.39962E+03
 1.07260E+03	 1.39934E+03
 1.07520E+03	 1.40034E+03
 1.07780E+03	 1.40194E+03
 1.08039E+03	 1.40104E+03
 1.08299E+03	 1.40132E+03
 1.08558E+03	 1.40052E+03
 1.08818E+03	 1.39878E+03
 1.09077E+03	 1.40036E+03
 1.09336E+03	 1.39966E+03
 1.09595E+03	 1.39766E+03
 1.09854E+03	 1.39934E+03
 1.10113E+03	 1.39816E+03
 1.10372E+03	 1.40076E+03
 1.10631E+03	 1.39636E+03
 1.10890E+03	 1.39962E+03
 1.11148E+03	 1.40102E+03
 1.11407E+03	 1.40184E+03
 1.11665E+03	 1.39974E+03
 1.11924E+03	 1.39942E+03
 1.12182E+03	 1.40068E+03
 1.12440E+03	 1.40068E+03
 1.12698E+03	 1.39952E+03
 1.12956E+03	 1.39888E+03
 1.13214E+03	 1.39970E+03
 1.13472E+03	 1.39992E+03
 1.13730E+03	 1.40072E+03
 1.13987E+03	 1.39912E+03
 1.14245E+03	 1.40076E+03
 1.14503E+03	 1.39878E+03
 1.14760E+03	 1.39860E+03
 1.15017E+03	 1.39814E+03
 1.15275E+03	 1.39900E+03
 1.15532E+03	 1.39822E+03
 1.15789E+03	 1.39732E+03
 1.16046E+03	 1.40034E+03
 1.16303E+03	 1.39816E+03
 1.16560E+03	 1.40044E+03
 1.16817E+03	 1.39998E+03
 1.17074E+03	 1.39888E+03
 1.17330E+03	 1.39816E+03
 1.17587E+03	 1.39822E+03
 1.17843E+03	 1.40090E+03
 1.18100E+03	 1.39924E+03
 1.18356E+03	 1.39918E+03
 1.18612E+03	 1.39902E+03
 1.18868E+03	 1.39702E+03
 1.19124E+03	 1.39980E+03
 1.19380E+03	 1.39806E+03
 1.19636E+03	 1.39520E+03
 1.19892E+03	 1.39672E+03
 1.20148E+03	 1.40060E+03
 1.20404E+03	 1.39874E+03
 1.20659E+03	 1.40072E+03
 1.20915E+03	 1.39812E+03
 1.21170E+03	 1.40002E+03
 1.21425E+03	 1.39760E+03
 1.21681E+03	 1.40014E+03
 1.21936E+03	 1.39904E+03
 1.22191E+03	 1.39880E+03
 1.22446E+03	 1.39668E+03
 1.22701E+03	 1.39858E+03
 1.22956E+03	 1.39932E+03
 1.23210E+03	 1.39714E+03
 1.23465E+03	 1.40048E+03
 1.23720E+03	 1.39938E+03
 1.23974E+03	 1.39980E+03
 1.24229E+03	 1.39984E+03
 1.24483E+03	 1.39978E+03
 1.24737E+03	 1.39890E+03
 1.24992E+03	 1.40046E+03
 1.25246E+03	 1.40228E+03
 1.25500E+03	 1.40120E+03
 1.25754E+03	 1.40024E+03
 1.26008E+03	 1.39980E+03
 1.26261E+03	 1.40196E+03
 1.26515E+03	 1.39816E+03
 1.26769E+03	 1.40266E+03
 1.27022E+03	 1.39988E+03
 1.27276E+03	 1.39666E+03
 1.27529E+03	 1.39956E+03
 1.27783E+03	 1.40084E+03
 1.28036E+03	 1.39960E+03
 1.28289E+03	 1.39858E+03
 1.28542E+03	 1.39984E+03
 1.28795E+03	 1.39834E+03
 1.29048E+03	 1.39852E+03
 1.29301E+03	 1.40126E+03
 1.29554E+03	 1.39802E+03
 1.29806E+03	 1.39992E+03
 1.30059E+03	 1.39888E+03
 1.30311E+03	 1.40028E+03
 1.30564E+03	 1.40008E+03
 1.30816E+03	 1.39696E+03
 1.31069E+03	 1.39924E+03
 1.31321E+03	 1.40112E+03
 1.31573E+03	 1.39814E+03
 1.31825E+03	 1.40060E+03
 1.32077E+03	 1.40114E+03
 1.32329E+03	 1.40068E+03
 1.32581E+03	 1.40026E+03
 1.32832E+03	 1.40248E+03
 1.33084E+03	 1.40180E+03
 1.33336E+03	 1.39946E+03
 1.33587E+03	 1.39966E+03
 1.33838E+03	 1.40094E+03
 1.34090E+03	 1.40084E+03
 1.34341E+03	 1.39846E+03
 1.34592E+03	 1.39972E+03
 1.34843E+03	 1.39852E+03
 1.35094E+03	 1.40142E+03
 1.35345E+03	 1.39972E+03
 1.35596E+03	 1.40176E+03
 1.35847E+03	 1.39968E+03
 1.36098E+03	 1.39918E+03
 1.36348E+03	 1.40196E+03
 1.36599E+03	 1.39942E+03
 1.36849E+03	 1.40036E+03
 1.37100E+03	 1.39896E+03
 1.37350E+03	 1.39836E+03
 1.37600E+03	 1.39970E+03
 1.37850E+03	 1.40084E+03
 1.38100E+03	 1.40096E+03
 1.38350E+03	 1.39924E+03
 1.38600E+03	 1.39828E+03
 1.38850E+03	 1.39868E+03
 1.39100E+03	 1.40104E+03
 1.39350E+03	 1.40046E+03
 1.39599E+03	 1.39918E+03
 1.39849E+03	 1.40028E+03
 1.40098E+03	 1.39924E+03
 1.40348E+03	 1.39866E+03
 1.40597E+03	 1.39654E+03
 1.40846E+03	 1.39944E+03
 1.41095E+03	 1.39604E+03
 1.41344E+03	 1.39922E+03
 1.41593E+03	 1.39880E+03
 1.41842E+03	 1.39976E+03
 1.42091E+03	 1.39806E+03
 1.42340E+03	 1.39950E+03
 1.42588E+03	 1.39712E+03
 1.42837E+03	 1.39730E+03
 1.43086E+03	 1.39802E+03
 1.43334E+03	 1.39556E+03
 1.43582E+03	 1.39768E+03
 1.43831E+03	 1.39650E+03
 1.44079E+03	 1.39746E+03
 1.44327E+03	 1.39966E+03
 1.44575E+03	 1.39916E+03
 1.44823E+03	 1.40000E+03
 1.45071E+03	 1.39864E+03
 1.45319E+03	 1.39790E+03
 1.45566E+03	 1.39490E+03
 1.45814E+03	 1.39966E+03
 1.46062E+03	 1.39640E+03
 1.46309E+03	 1.39806E+03
 1.46557E+03	 1.39552E+03
 1.46804E+03	 1.39830E+03
 1.47051E+03	 1.39750E+03
 1.47298E+03	 1.39626E+03
 1.47546E+03	 1.39780E+03
 1.47793E+03	 1.39946E+03
 1.48040E+03	 1.39730E+03
 1.48286E+03	 1.39926E+03
 1.48533E+03	 1.39936E+03
 1.48780E+03	 1.39794E+03
 1.49027E+03	 1.39926E+03
 1.49273E+03	 1.39776E+03
 1.49520E+03	 1.39828E+03
 1.49766E+03	 1.39820E+03
 1.50013E+03	 1.39942E+03
 1.50259E+03	 1.39776E+03
 1.50505E+03	 1.39874E+03
 1.50751E+03	 1.39874E+03
 1.50997E+03	 1.39820E+03
 1.51243E+03	 1.39820E+03
 1.51489E+03	 1.39882E+03
 1.51735E+03	 1.39964E+03
 1.51981E+03	 1.39774E+03
 1.52226E+03	 1.40028E+03
 1.52472E+03	 1.40046E+03
 1.52718E+03	 1.40118E+03
 1.52963E+03	 1.39960E+03
 1.53208E+03	 1.39920E+03
 1.53454E+03	 1.39932E+03
 1.53699E+03	 1.39784E+03
 1.53944E+03	 1.39826E+03
 1.54189E+03	 1.39844E+03
 1.54434E+03	 1.39956E+03
 1.54679E+03	 1.39964E+03
 1.54924E+03	 1.39816E+03
 1.55169E+03	 1.40022E+03
 1.55413E+03	 1.39992E+03
 1.55658E+03	 1.40034E+03
 1.55902E+03	 1.40144E+03
 1.56147E+03	 1.39814E+03
 1.56391E+03	 1.39882E+03
 1.56636E+03	 1.39878E+03
 1.56880E+03	 1.39936E+03
 1.57124E+03	 1.39590E+03
 1.57368E+03	 1.39864E+03
 1.57612E+03	 1.39844E+03
 1.57856E+03	 1.39896E+03
 1.58100E+03	 1.39824E+03
 1.58344E+03	 1.39856E+03
 1.58587E+03	 1.39956E+03
 1.58831E+03	 1.39836E+03
 1.59074E+03	 1.39906E+03
 1.59318E+03	 1.39598E+03
 1.59561E+03	 1.39948E+03
 1.59805E+03	 1.39902E+03
 1.60048E+03	 1.39748E+03
 1.60291E+03	 1.39580E+03
 1.60534E+03	 1.39650E+03
 1.60777E+03	 1.39884E+03
 1.61020E+03	 1.39920E+03
 1.61263E+03	 1.39610E+03
 1.61506E+03	 1.39672E+03
 1.61749E+03	 1.39822E+03
 1.61991E+03	 1.39788E+03
 1.62234E+03	 1.39736E+03
 1.62476E+03	 1.40016E+03
 1.62719E+03	 1.39922E+03
 1.62961E+03	 1.39604E+03
 1.63203E+03	 1.39788E+03
 1.63446E+03	 1.39908E+03
 1.63688E+03	 1.39858E+03
 1.63930E+03	 1.39788E+03
 1.64172E+03	 1.39714E+03
 1.64414E+03	 1.39910E+03
 1.64656E+03	 1.39814E+03
 1.64897E+03	 1.39724E+03
 1.65139E+03	 1.39734E+03
 1.65381E+03	 1.39722E+03
 1.65622E+03	 1.39932E+03
 1.65864E+03	 1.39888E+03
 1.66105E+03	 1.39502E+03
 1.66346E+03	 1.39746E+03
 1.66588E+03	 1.39770E+03
 1.66829E+03	 1.39958E+03
 1.67070E+03	 1.39734E+03
 1.67311E+03	 1.40090E+03
 1.67552E+03	 1.39686E+03
 1.67793E+03	 1.39924E+03
 1.68034E+03	 1.39826E+03
 1.68274E+03	 1.40094E+03
 1.68515E+03	 1.39872E+03
 1.68756E+03	 1.39992E+03
 1.68996E+03	 1.40058E+03
 1.69236E+03	 1.39734E+03
 1.69477E+03	 1.40114E+03
 1.69717E+03	 1.39936E+03
 1.69957E+03	 1.39896E+03
 1.70197E+03	 1.40008E+03
 1.70438E+03	 1.39788E+03
 1.70678E+03	 1.39908E+03
 1.70917E+03	 1.39736E+03
 1.71157E+03	 1.39918E+03
 1.71397E+03	 1.39808E+03
 1.71637E+03	 1.39926E+03
 1.71876E+03	 1.39938E+03
 1.72116E+03	 1.39730E+03
 1.72355E+03	 1.40006E+03
 1.72595E+03	 1.39940E+03
 1.72834E+03	 1.39722E+03
 1.73073E+03	 1.39584E+03
 1.73313E+03	 1.39550E+03
 1.73552E+03	 1.39582E+03
 1.73791E+03	 1.39626E+03
 1.74030E+03	 1.39514E+03
 1.74269E+03	 1.39518E+03
 1.74507E+03	 1.39502E+03
 1.74746E+03	 1.39590E+03
 1.74985E+03	 1.39608E+03
 1.75224E+03	 1.39876E+03
 1.75462E+03	 1.39590E+03
 1.75701E+03	 1.39462E+03
 1.75939E+03	 1.39842E+03
 1.76177E+03	 1.39882E+03
 1.76415E+03	 1.39614E+03
 1.76654E+03	 1.39604E+03
 1.76892E+03	 1.39814E+03
 1.77130E+03	 1.39620E+03
 1.77368E+03	 1.39508E+03
 1.77606E+03	 1.39626E+03
 1.77843E+03	 1.39622E+03
 1.78081E+03	 1.39884E+03
 1.78319E+03	 1.39716E+03
 1.78556E+03	 1.39854E+03
 1.78794E+03	 1.39758E+03
 1.79031E+03	 1.39466E+03
 1.79269E+03	 1.39594E+03
 1.79506E+03	 1.39764E+03
 1.79743E+03	 1.39576E+03
 1.79981E+03	 1.39754E+03
 1.80218E+03	 1.39548E+03
 1.80455E+03	 1.39570E+03
 1.80692E+03	 1.39614E+03
 1.80928E+03	 1.39666E+03
 1.81165E+03	 1.39650E+03
 1.81402E+03	 1.39556E+03
 1.81639E+03	 1.39554E+03
 1.81875E+03	 1.39504E+03
 1.82112E+03	 1.39520E+03
 1.82348E+03	 1.39478E+03
 1.82585E+03	 1.39564E+03
 1.82821E+03	 1.39528E+03
 1.83057E+03	 1.39512E+03
 1.83293E+03	 1.39660E+03
 1.83529E+03	 1.39538E+03
 1.83765E+03	 1.39670E+03
 1.84001E+03	 1.39744E+03
 1.84237E+03	 1.39430E+03
 1.84473E+03	 1.39700E+03
 1.84709E+03	 1.39418E+03
 1.84944E+03	 1.39604E+03
 1.85180E+03	 1.39716E+03
 1.85416E+03	 1.39862E+03
 1.85651E+03	 1.39580E+03
 1.85886E+03	 1.39682E+03
 1.86122E+03	 1.39506E+03
 1.86357E+03	 1.39618E+03
 1.86592E+03	 1.39548E+03
 1.86827E+03	 1.39528E+03
 1.87062E+03	 1.39740E+03
 1.87297E+03	 1.39648E+03
 1.87532E+03	 1.39660E+03
 1.87767E+03	 1.39536E+03
 1.88002E+03	 1.39682E+03
 1.88236E+03	 1.39708E+03
 1.88471E+03	 1.39742E+03
 1.88705E+03	 1.39454E+03
 1.88940E+03	 1.39656E+03
 1.89174E+03	 1.39630E+03
 1.89409E+03	 1.39832E+03
 1.89643E+03	 1.39748E+03
 1.89877E+03	 1.39516E+03
 1.90111E+03	 1.39594E+03
 1.90345E+03	 1.39806E+03
 1.90579E+03	 1.39720E+03
 1.90813E+03	 1.39760E+03
 1.91047E+03	 1.39660E+03
 1.91281E+03	 1.39700E+03
 1.91514E+03	 1.39580E+03
 1.91748E+03	 1.39560E+03
 1.91981E+03	 1.39606E+03
 1.92215E+03	 1.39548E+03
 1.92448E+03	 1.39368E+03
 1.92682E+03	 1.39366E+03
 1.92915E+03	 1.39424E+03
 1.93148E+03	 1.39526E+03
 1.93381E+03	 1.39516E+03
 1.93614E+03	 1.39466E+03
 1.93847E+03	 1.39430E+03
 1.94080E+03	 1.39404E+03
 1.94313E+03	 1.39552E+03
 1.94546E+03	 1.39466E+03
 1.94778E+03	 1.39528E+03
 1.95011E+03	 1.39466E+03
 1.95244E+03	 1.39394E+03
 1.95476E+03	 1.39498E+03
 1.95709E+03	 1.39638E+03
 1.95941E+03	 1.39470E+03
 1.96173E+03	 1.39218E+03
 1.96405E+03	 1.39154E+03
 1.96638E+03	 1.39474E+03
 1.96870E+03	 1.39624E+03
 1.97102E+03	 1.39608E+03
 1.97334E+03	 1.39440E+03
