//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 300 2,5dpa anneal.wip
GraphName = REFEL Si 300 2,5dpa 1200--Spectrum--055--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 5436.30000002328
PositionY = 9594.80000002328
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 300 2,5dpa 1200--Spectrum--055--Spec.Data 1
 2.65845E+01	 1.34714E+03
 2.95325E+01	 1.34700E+03
 3.24795E+01	 1.34756E+03
 3.54254E+01	 1.34700E+03
 3.83703E+01	 1.34760E+03
 4.13142E+01	 1.34672E+03
 4.42570E+01	 1.34780E+03
 4.71989E+01	 1.34618E+03
 5.01397E+01	 1.34654E+03
 5.30795E+01	 1.34656E+03
 5.60182E+01	 1.34718E+03
 5.89559E+01	 1.34918E+03
 6.18927E+01	 1.35450E+03
 6.48283E+01	 1.36398E+03
 6.77630E+01	 1.37882E+03
 7.06967E+01	 1.39314E+03
 7.36293E+01	 1.40632E+03
 7.65609E+01	 1.40808E+03
 7.94915E+01	 1.41348E+03
 8.24211E+01	 1.41314E+03
 8.53496E+01	 1.41122E+03
 8.82771E+01	 1.41206E+03
 9.12037E+01	 1.41474E+03
 9.41292E+01	 1.41228E+03
 9.70536E+01	 1.41462E+03
 9.99771E+01	 1.41722E+03
 1.02900E+02	 1.41646E+03
 1.05821E+02	 1.41386E+03
 1.08741E+02	 1.41536E+03
 1.11661E+02	 1.41548E+03
 1.14579E+02	 1.41708E+03
 1.17497E+02	 1.41816E+03
 1.20413E+02	 1.41864E+03
 1.23328E+02	 1.42162E+03
 1.26243E+02	 1.42074E+03
 1.29156E+02	 1.42004E+03
 1.32068E+02	 1.41990E+03
 1.34980E+02	 1.41878E+03
 1.37890E+02	 1.42140E+03
 1.40799E+02	 1.42380E+03
 1.43708E+02	 1.42474E+03
 1.46615E+02	 1.42492E+03
 1.49521E+02	 1.42692E+03
 1.52427E+02	 1.42514E+03
 1.55331E+02	 1.42340E+03
 1.58234E+02	 1.42782E+03
 1.61137E+02	 1.42710E+03
 1.64038E+02	 1.42698E+03
 1.66938E+02	 1.42904E+03
 1.69837E+02	 1.42846E+03
 1.72736E+02	 1.42930E+03
 1.75633E+02	 1.42992E+03
 1.78529E+02	 1.42882E+03
 1.81425E+02	 1.42726E+03
 1.84319E+02	 1.42956E+03
 1.87212E+02	 1.43098E+03
 1.90105E+02	 1.43058E+03
 1.92996E+02	 1.42932E+03
 1.95886E+02	 1.43124E+03
 1.98775E+02	 1.42934E+03
 2.01664E+02	 1.42924E+03
 2.04551E+02	 1.43104E+03
 2.07437E+02	 1.42932E+03
 2.10323E+02	 1.43160E+03
 2.13207E+02	 1.43188E+03
 2.16090E+02	 1.42990E+03
 2.18973E+02	 1.43116E+03
