//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 300 2,5dpa anneal.wip
GraphName = REFEL Si 300 2,5dpa RT After  No Glass--Spectrum--058--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 4897.70000002328
PositionY = 9097.90000002328
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 300 2,5dpa RT After  No Glass--Spectrum--058--Spec.Data 1
 1.82585E+03	 1.56942E+03
 1.82821E+03	 1.56832E+03
 1.83057E+03	 1.57086E+03
 1.83293E+03	 1.57422E+03
 1.83529E+03	 1.57216E+03
 1.83765E+03	 1.57600E+03
 1.84001E+03	 1.56998E+03
 1.84237E+03	 1.57266E+03
 1.84473E+03	 1.57508E+03
 1.84709E+03	 1.57694E+03
 1.84944E+03	 1.57426E+03
 1.85180E+03	 1.57320E+03
 1.85416E+03	 1.57476E+03
 1.85651E+03	 1.56952E+03
 1.85886E+03	 1.57416E+03
 1.86122E+03	 1.57784E+03
 1.86357E+03	 1.57324E+03
 1.86592E+03	 1.57282E+03
 1.86827E+03	 1.57248E+03
 1.87062E+03	 1.57202E+03
 1.87297E+03	 1.57308E+03
 1.87532E+03	 1.57108E+03
 1.87767E+03	 1.57464E+03
 1.88002E+03	 1.57342E+03
 1.88236E+03	 1.57592E+03
 1.88471E+03	 1.57446E+03
 1.88705E+03	 1.57348E+03
 1.88940E+03	 1.58010E+03
 1.89174E+03	 1.57810E+03
 1.89409E+03	 1.57198E+03
 1.89643E+03	 1.57588E+03
 1.89877E+03	 1.57286E+03
 1.90111E+03	 1.57370E+03
 1.90345E+03	 1.57328E+03
 1.90579E+03	 1.57572E+03
 1.90813E+03	 1.57404E+03
 1.91047E+03	 1.57010E+03
 1.91281E+03	 1.57626E+03
 1.91514E+03	 1.57488E+03
 1.91748E+03	 1.57514E+03
 1.91981E+03	 1.57004E+03
 1.92215E+03	 1.56856E+03
 1.92448E+03	 1.56938E+03
 1.92682E+03	 1.55932E+03
 1.92915E+03	 1.56742E+03
 1.93148E+03	 1.56688E+03
 1.93381E+03	 1.56608E+03
 1.93614E+03	 1.57034E+03
 1.93847E+03	 1.56280E+03
 1.94080E+03	 1.56574E+03
 1.94313E+03	 1.56474E+03
 1.94546E+03	 1.56140E+03
 1.94778E+03	 1.56422E+03
 1.95011E+03	 1.56650E+03
 1.95244E+03	 1.56468E+03
 1.95476E+03	 1.56630E+03
 1.95709E+03	 1.56404E+03
 1.95941E+03	 1.55962E+03
 1.96173E+03	 1.56784E+03
 1.96405E+03	 1.56718E+03
 1.96638E+03	 1.56758E+03
 1.96870E+03	 1.56210E+03
 1.97102E+03	 1.57124E+03
 1.97334E+03	 1.56474E+03
 1.97566E+03	 1.57108E+03
 1.97797E+03	 1.56958E+03
 1.98029E+03	 1.56582E+03
 1.98261E+03	 1.57186E+03
 1.98492E+03	 1.56406E+03
 1.98724E+03	 1.56684E+03
 1.98955E+03	 1.56604E+03
 1.99187E+03	 1.56176E+03
 1.99418E+03	 1.56198E+03
 1.99649E+03	 1.56152E+03
 1.99880E+03	 1.56268E+03
 2.00112E+03	 1.56028E+03
 2.00343E+03	 1.56442E+03
 2.00574E+03	 1.56392E+03
 2.00804E+03	 1.56164E+03
 2.01035E+03	 1.56402E+03
 2.01266E+03	 1.56142E+03
 2.01497E+03	 1.56228E+03
 2.01727E+03	 1.56268E+03
 2.01958E+03	 1.55882E+03
 2.02188E+03	 1.56554E+03
 2.02419E+03	 1.56134E+03
 2.02649E+03	 1.55686E+03
 2.02880E+03	 1.55884E+03
 2.03110E+03	 1.55710E+03
 2.03340E+03	 1.56378E+03
 2.03570E+03	 1.56056E+03
 2.03800E+03	 1.56622E+03
 2.04030E+03	 1.56170E+03
 2.04260E+03	 1.56346E+03
 2.04490E+03	 1.56234E+03
 2.04719E+03	 1.55928E+03
 2.04949E+03	 1.56046E+03
 2.05179E+03	 1.56192E+03
 2.05408E+03	 1.56264E+03
 2.05638E+03	 1.56086E+03
 2.05867E+03	 1.55462E+03
 2.06096E+03	 1.55838E+03
 2.06326E+03	 1.55856E+03
 2.06555E+03	 1.56480E+03
 2.06784E+03	 1.56084E+03
 2.07013E+03	 1.55534E+03
 2.07242E+03	 1.56128E+03
 2.07471E+03	 1.56132E+03
 2.07700E+03	 1.55760E+03
 2.07929E+03	 1.56136E+03
 2.08157E+03	 1.55668E+03
 2.08386E+03	 1.55828E+03
 2.08615E+03	 1.55862E+03
 2.08843E+03	 1.55742E+03
 2.09072E+03	 1.55912E+03
 2.09300E+03	 1.55562E+03
 2.09528E+03	 1.55624E+03
 2.09756E+03	 1.56002E+03
 2.09985E+03	 1.55754E+03
 2.10213E+03	 1.55578E+03
 2.10441E+03	 1.56066E+03
 2.10669E+03	 1.55904E+03
 2.10897E+03	 1.55364E+03
 2.11125E+03	 1.55986E+03
 2.11352E+03	 1.56012E+03
 2.11580E+03	 1.55900E+03
 2.11808E+03	 1.55744E+03
 2.12035E+03	 1.55606E+03
 2.12263E+03	 1.55566E+03
 2.12490E+03	 1.55812E+03
 2.12718E+03	 1.55638E+03
 2.12945E+03	 1.55650E+03
 2.13172E+03	 1.55856E+03
 2.13399E+03	 1.55668E+03
 2.13626E+03	 1.55980E+03
 2.13853E+03	 1.55572E+03
 2.14080E+03	 1.55952E+03
 2.14307E+03	 1.55702E+03
 2.14534E+03	 1.55254E+03
 2.14761E+03	 1.55740E+03
 2.14988E+03	 1.55378E+03
 2.15214E+03	 1.55580E+03
 2.15441E+03	 1.55682E+03
 2.15667E+03	 1.55902E+03
 2.15894E+03	 1.56024E+03
 2.16120E+03	 1.55718E+03
 2.16346E+03	 1.55746E+03
 2.16573E+03	 1.55402E+03
 2.16799E+03	 1.55554E+03
 2.17025E+03	 1.55828E+03
 2.17251E+03	 1.55582E+03
 2.17477E+03	 1.55614E+03
 2.17703E+03	 1.55220E+03
 2.17929E+03	 1.55674E+03
 2.18154E+03	 1.55496E+03
 2.18380E+03	 1.55304E+03
 2.18606E+03	 1.55320E+03
 2.18831E+03	 1.55726E+03
 2.19057E+03	 1.55158E+03
 2.19282E+03	 1.55400E+03
 2.19508E+03	 1.54986E+03
 2.19733E+03	 1.55506E+03
 2.19958E+03	 1.55220E+03
 2.20183E+03	 1.55284E+03
 2.20409E+03	 1.55042E+03
 2.20634E+03	 1.54936E+03
 2.20859E+03	 1.55514E+03
 2.21083E+03	 1.55234E+03
 2.21308E+03	 1.54908E+03
 2.21533E+03	 1.55084E+03
 2.21758E+03	 1.55394E+03
 2.21982E+03	 1.55316E+03
 2.22207E+03	 1.55258E+03
 2.22432E+03	 1.55272E+03
 2.22656E+03	 1.55258E+03
 2.22880E+03	 1.54888E+03
 2.23105E+03	 1.55292E+03
 2.23329E+03	 1.55144E+03
 2.23553E+03	 1.54870E+03
 2.23777E+03	 1.54574E+03
 2.24001E+03	 1.55098E+03
 2.24225E+03	 1.55484E+03
 2.24449E+03	 1.55126E+03
 2.24673E+03	 1.55228E+03
 2.24897E+03	 1.54846E+03
 2.25121E+03	 1.54630E+03
 2.25344E+03	 1.54974E+03
 2.25568E+03	 1.55360E+03
 2.25791E+03	 1.55072E+03
 2.26015E+03	 1.54726E+03
 2.26238E+03	 1.54986E+03
 2.26462E+03	 1.55086E+03
 2.26685E+03	 1.55254E+03
 2.26908E+03	 1.55456E+03
 2.27131E+03	 1.55218E+03
 2.27354E+03	 1.55228E+03
 2.27577E+03	 1.55006E+03
 2.27800E+03	 1.55144E+03
 2.28023E+03	 1.55326E+03
 2.28246E+03	 1.55076E+03
 2.28469E+03	 1.54872E+03
 2.28692E+03	 1.55216E+03
 2.28914E+03	 1.54922E+03
 2.29137E+03	 1.55176E+03
 2.29359E+03	 1.55144E+03
 2.29582E+03	 1.55482E+03
 2.29804E+03	 1.55620E+03
 2.30026E+03	 1.55070E+03
 2.30249E+03	 1.55504E+03
 2.30471E+03	 1.55222E+03
 2.30693E+03	 1.55228E+03
 2.30915E+03	 1.55432E+03
 2.31137E+03	 1.55046E+03
 2.31359E+03	 1.55140E+03
 2.31581E+03	 1.55440E+03
 2.31802E+03	 1.55228E+03
 2.32024E+03	 1.55298E+03
 2.32246E+03	 1.55386E+03
 2.32467E+03	 1.54920E+03
 2.32689E+03	 1.55112E+03
 2.32910E+03	 1.55418E+03
 2.33132E+03	 1.54914E+03
 2.33353E+03	 1.54952E+03
 2.33574E+03	 1.54914E+03
 2.33796E+03	 1.54928E+03
 2.34017E+03	 1.55182E+03
 2.34238E+03	 1.54972E+03
 2.34459E+03	 1.54664E+03
 2.34680E+03	 1.54956E+03
 2.34901E+03	 1.54990E+03
 2.35121E+03	 1.54830E+03
 2.35342E+03	 1.54980E+03
 2.35563E+03	 1.54324E+03
 2.35784E+03	 1.54860E+03
 2.36004E+03	 1.54722E+03
 2.36225E+03	 1.55196E+03
 2.36445E+03	 1.55044E+03
 2.36665E+03	 1.54714E+03
 2.36886E+03	 1.54840E+03
 2.37106E+03	 1.54424E+03
 2.37326E+03	 1.54754E+03
 2.37546E+03	 1.54634E+03
 2.37766E+03	 1.55060E+03
 2.37986E+03	 1.54758E+03
 2.38206E+03	 1.54610E+03
 2.38426E+03	 1.54616E+03
 2.38646E+03	 1.54436E+03
 2.38866E+03	 1.54670E+03
 2.39085E+03	 1.54258E+03
 2.39305E+03	 1.54792E+03
 2.39525E+03	 1.54618E+03
 2.39744E+03	 1.54528E+03
 2.39963E+03	 1.54276E+03
 2.40183E+03	 1.54328E+03
 2.40402E+03	 1.54604E+03
 2.40621E+03	 1.54010E+03
 2.40841E+03	 1.54554E+03
 2.41060E+03	 1.54362E+03
 2.41279E+03	 1.54752E+03
 2.41498E+03	 1.54278E+03
 2.41717E+03	 1.54346E+03
 2.41935E+03	 1.54474E+03
 2.42154E+03	 1.54070E+03
 2.42373E+03	 1.54110E+03
 2.42592E+03	 1.54424E+03
 2.42810E+03	 1.54566E+03
 2.43029E+03	 1.54024E+03
 2.43247E+03	 1.54098E+03
 2.43466E+03	 1.54146E+03
 2.43684E+03	 1.54304E+03
 2.43902E+03	 1.54388E+03
 2.44121E+03	 1.54076E+03
 2.44339E+03	 1.54210E+03
 2.44557E+03	 1.54120E+03
 2.44775E+03	 1.54036E+03
 2.44993E+03	 1.54280E+03
 2.45211E+03	 1.53956E+03
 2.45429E+03	 1.54498E+03
 2.45646E+03	 1.54238E+03
 2.45864E+03	 1.54176E+03
 2.46082E+03	 1.54452E+03
 2.46299E+03	 1.54186E+03
 2.46517E+03	 1.54190E+03
 2.46734E+03	 1.54252E+03
 2.46952E+03	 1.54244E+03
 2.47169E+03	 1.54504E+03
 2.47386E+03	 1.54630E+03
 2.47604E+03	 1.54572E+03
 2.47821E+03	 1.54574E+03
 2.48038E+03	 1.53798E+03
 2.48255E+03	 1.54318E+03
 2.48472E+03	 1.54828E+03
 2.48689E+03	 1.54562E+03
 2.48906E+03	 1.54516E+03
 2.49123E+03	 1.54864E+03
 2.49339E+03	 1.54974E+03
 2.49556E+03	 1.54428E+03
 2.49773E+03	 1.54902E+03
 2.49989E+03	 1.54428E+03
 2.50206E+03	 1.54262E+03
 2.50422E+03	 1.54286E+03
 2.50638E+03	 1.54186E+03
 2.50855E+03	 1.54322E+03
 2.51071E+03	 1.54662E+03
 2.51287E+03	 1.54608E+03
 2.51503E+03	 1.53906E+03
 2.51719E+03	 1.54472E+03
 2.51935E+03	 1.54264E+03
 2.52151E+03	 1.54634E+03
 2.52367E+03	 1.54426E+03
 2.52583E+03	 1.54130E+03
 2.52799E+03	 1.54430E+03
 2.53014E+03	 1.54832E+03
 2.53230E+03	 1.54438E+03
 2.53445E+03	 1.54282E+03
 2.53661E+03	 1.54036E+03
 2.53876E+03	 1.54304E+03
 2.54092E+03	 1.54196E+03
 2.54307E+03	 1.53826E+03
 2.54522E+03	 1.54024E+03
 2.54738E+03	 1.54088E+03
 2.54953E+03	 1.53900E+03
 2.55168E+03	 1.54152E+03
 2.55383E+03	 1.54030E+03
 2.55598E+03	 1.54230E+03
 2.55813E+03	 1.53798E+03
 2.56027E+03	 1.53910E+03
 2.56242E+03	 1.54526E+03
 2.56457E+03	 1.53776E+03
 2.56671E+03	 1.53730E+03
 2.56886E+03	 1.54312E+03
 2.57101E+03	 1.53928E+03
 2.57315E+03	 1.54098E+03
 2.57529E+03	 1.53926E+03
 2.57744E+03	 1.53976E+03
 2.57958E+03	 1.53926E+03
 2.58172E+03	 1.53612E+03
 2.58386E+03	 1.54290E+03
 2.58601E+03	 1.53504E+03
 2.58815E+03	 1.53806E+03
 2.59029E+03	 1.54068E+03
 2.59242E+03	 1.53790E+03
 2.59456E+03	 1.54090E+03
 2.59670E+03	 1.53846E+03
 2.59884E+03	 1.54034E+03
 2.60097E+03	 1.53850E+03
 2.60311E+03	 1.53820E+03
 2.60525E+03	 1.53710E+03
 2.60738E+03	 1.53634E+03
 2.60952E+03	 1.53842E+03
 2.61165E+03	 1.53694E+03
 2.61378E+03	 1.53904E+03
 2.61591E+03	 1.53320E+03
 2.61805E+03	 1.54046E+03
 2.62018E+03	 1.53172E+03
 2.62231E+03	 1.53510E+03
 2.62444E+03	 1.53428E+03
 2.62657E+03	 1.53256E+03
 2.62870E+03	 1.53726E+03
 2.63082E+03	 1.53716E+03
 2.63295E+03	 1.53608E+03
 2.63508E+03	 1.53588E+03
 2.63721E+03	 1.53292E+03
 2.63933E+03	 1.53494E+03
 2.64146E+03	 1.53968E+03
 2.64358E+03	 1.53592E+03
 2.64571E+03	 1.53424E+03
 2.64783E+03	 1.53754E+03
 2.64995E+03	 1.53760E+03
 2.65207E+03	 1.53538E+03
 2.65420E+03	 1.53876E+03
 2.65632E+03	 1.53484E+03
 2.65844E+03	 1.53166E+03
 2.66056E+03	 1.53586E+03
 2.66268E+03	 1.53526E+03
 2.66480E+03	 1.53606E+03
 2.66691E+03	 1.53710E+03
 2.66903E+03	 1.53770E+03
 2.67115E+03	 1.53254E+03
 2.67326E+03	 1.53624E+03
 2.67538E+03	 1.53478E+03
 2.67749E+03	 1.53746E+03
 2.67961E+03	 1.53662E+03
 2.68172E+03	 1.53730E+03
 2.68384E+03	 1.53580E+03
 2.68595E+03	 1.53352E+03
 2.68806E+03	 1.53770E+03
 2.69017E+03	 1.53626E+03
 2.69228E+03	 1.53764E+03
 2.69439E+03	 1.53586E+03
 2.69650E+03	 1.53196E+03
 2.69861E+03	 1.53524E+03
 2.70072E+03	 1.53920E+03
 2.70283E+03	 1.53740E+03
 2.70494E+03	 1.53806E+03
 2.70704E+03	 1.53738E+03
 2.70915E+03	 1.53322E+03
 2.71126E+03	 1.53384E+03
 2.71336E+03	 1.53856E+03
 2.71546E+03	 1.53614E+03
 2.71757E+03	 1.53516E+03
 2.71967E+03	 1.53390E+03
 2.72177E+03	 1.53194E+03
 2.72388E+03	 1.53498E+03
 2.72598E+03	 1.53338E+03
 2.72808E+03	 1.53532E+03
 2.73018E+03	 1.53180E+03
 2.73228E+03	 1.53276E+03
 2.73438E+03	 1.53276E+03
 2.73648E+03	 1.53282E+03
 2.73857E+03	 1.53408E+03
 2.74067E+03	 1.53410E+03
 2.74277E+03	 1.53166E+03
 2.74486E+03	 1.53260E+03
 2.74696E+03	 1.52882E+03
 2.74905E+03	 1.53272E+03
 2.75115E+03	 1.53072E+03
 2.75324E+03	 1.53110E+03
 2.75534E+03	 1.52672E+03
 2.75743E+03	 1.53010E+03
 2.75952E+03	 1.53090E+03
 2.76161E+03	 1.53436E+03
 2.76370E+03	 1.52924E+03
 2.76579E+03	 1.53142E+03
 2.76788E+03	 1.53012E+03
 2.76997E+03	 1.52792E+03
 2.77206E+03	 1.52858E+03
 2.77415E+03	 1.52768E+03
 2.77624E+03	 1.53056E+03
 2.77832E+03	 1.52926E+03
 2.78041E+03	 1.53272E+03
 2.78250E+03	 1.53022E+03
 2.78458E+03	 1.52996E+03
 2.78666E+03	 1.52830E+03
 2.78875E+03	 1.52750E+03
 2.79083E+03	 1.52852E+03
 2.79291E+03	 1.52652E+03
 2.79500E+03	 1.52548E+03
 2.79708E+03	 1.52930E+03
 2.79916E+03	 1.52546E+03
 2.80124E+03	 1.52514E+03
 2.80332E+03	 1.52512E+03
 2.80540E+03	 1.52896E+03
 2.80748E+03	 1.52846E+03
 2.80956E+03	 1.52834E+03
 2.81163E+03	 1.52546E+03
 2.81371E+03	 1.52204E+03
 2.81579E+03	 1.52692E+03
 2.81786E+03	 1.52532E+03
 2.81994E+03	 1.52352E+03
 2.82201E+03	 1.52518E+03
 2.82409E+03	 1.52952E+03
 2.82616E+03	 1.52154E+03
 2.82823E+03	 1.52616E+03
 2.83031E+03	 1.52500E+03
 2.83238E+03	 1.52650E+03
 2.83445E+03	 1.52244E+03
 2.83652E+03	 1.52260E+03
 2.83859E+03	 1.52170E+03
 2.84066E+03	 1.52520E+03
 2.84273E+03	 1.52876E+03
 2.84480E+03	 1.52120E+03
 2.84686E+03	 1.52460E+03
 2.84893E+03	 1.51678E+03
 2.85100E+03	 1.52434E+03
 2.85306E+03	 1.52394E+03
 2.85513E+03	 1.52212E+03
 2.85719E+03	 1.52184E+03
 2.85926E+03	 1.52602E+03
 2.86132E+03	 1.52440E+03
 2.86339E+03	 1.52674E+03
 2.86545E+03	 1.52674E+03
 2.86751E+03	 1.52246E+03
 2.86957E+03	 1.52710E+03
 2.87163E+03	 1.52386E+03
 2.87369E+03	 1.52500E+03
 2.87575E+03	 1.52450E+03
 2.87781E+03	 1.51856E+03
 2.87987E+03	 1.52100E+03
 2.88193E+03	 1.52352E+03
 2.88399E+03	 1.52068E+03
 2.88604E+03	 1.52782E+03
 2.88810E+03	 1.52224E+03
 2.89015E+03	 1.52210E+03
 2.89221E+03	 1.51974E+03
 2.89426E+03	 1.52446E+03
 2.89632E+03	 1.52124E+03
 2.89837E+03	 1.52422E+03
 2.90042E+03	 1.52136E+03
 2.90248E+03	 1.52184E+03
 2.90453E+03	 1.52060E+03
 2.90658E+03	 1.52302E+03
 2.90863E+03	 1.51784E+03
 2.91068E+03	 1.52040E+03
 2.91273E+03	 1.52146E+03
 2.91478E+03	 1.52126E+03
 2.91683E+03	 1.51970E+03
 2.91888E+03	 1.51516E+03
 2.92092E+03	 1.51954E+03
 2.92297E+03	 1.52118E+03
 2.92502E+03	 1.51814E+03
 2.92706E+03	 1.51702E+03
 2.92911E+03	 1.51904E+03
 2.93115E+03	 1.52052E+03
 2.93320E+03	 1.51610E+03
 2.93524E+03	 1.52390E+03
 2.93728E+03	 1.51976E+03
 2.93932E+03	 1.52022E+03
 2.94137E+03	 1.51732E+03
 2.94341E+03	 1.51798E+03
 2.94545E+03	 1.51440E+03
 2.94749E+03	 1.52136E+03
 2.94953E+03	 1.51698E+03
 2.95157E+03	 1.51722E+03
 2.95360E+03	 1.51646E+03
 2.95564E+03	 1.51792E+03
 2.95768E+03	 1.51216E+03
 2.95971E+03	 1.51164E+03
 2.96175E+03	 1.51466E+03
 2.96379E+03	 1.51574E+03
 2.96582E+03	 1.51098E+03
 2.96786E+03	 1.51496E+03
 2.96989E+03	 1.51232E+03
 2.97192E+03	 1.50988E+03
 2.97396E+03	 1.51080E+03
 2.97599E+03	 1.51442E+03
 2.97802E+03	 1.51084E+03
 2.98005E+03	 1.51366E+03
 2.98208E+03	 1.51588E+03
 2.98411E+03	 1.51104E+03
 2.98614E+03	 1.51198E+03
 2.98817E+03	 1.51012E+03
 2.99020E+03	 1.51338E+03
 2.99223E+03	 1.50666E+03
 2.99425E+03	 1.51126E+03
 2.99628E+03	 1.50650E+03
 2.99830E+03	 1.51486E+03
 3.00033E+03	 1.51186E+03
 3.00236E+03	 1.51136E+03
 3.00438E+03	 1.50864E+03
 3.00640E+03	 1.50750E+03
 3.00843E+03	 1.50990E+03
 3.01045E+03	 1.51036E+03
 3.01247E+03	 1.50916E+03
 3.01449E+03	 1.51244E+03
 3.01651E+03	 1.51090E+03
 3.01854E+03	 1.50870E+03
 3.02056E+03	 1.50544E+03
 3.02257E+03	 1.50660E+03
 3.02459E+03	 1.51338E+03
 3.02661E+03	 1.51196E+03
 3.02863E+03	 1.51064E+03
 3.03065E+03	 1.50840E+03
 3.03266E+03	 1.51082E+03
 3.03468E+03	 1.51038E+03
 3.03669E+03	 1.51086E+03
 3.03871E+03	 1.51134E+03
 3.04072E+03	 1.50918E+03
 3.04274E+03	 1.50782E+03
 3.04475E+03	 1.50900E+03
 3.04676E+03	 1.50836E+03
 3.04878E+03	 1.51284E+03
 3.05079E+03	 1.51150E+03
 3.05280E+03	 1.50646E+03
 3.05481E+03	 1.50938E+03
 3.05682E+03	 1.51108E+03
 3.05883E+03	 1.51014E+03
 3.06084E+03	 1.50610E+03
 3.06285E+03	 1.50928E+03
 3.06486E+03	 1.51572E+03
 3.06686E+03	 1.51180E+03
 3.06887E+03	 1.50468E+03
 3.07088E+03	 1.50604E+03
 3.07288E+03	 1.50464E+03
 3.07489E+03	 1.50646E+03
 3.07689E+03	 1.50768E+03
 3.07890E+03	 1.51006E+03
 3.08090E+03	 1.50770E+03
 3.08290E+03	 1.50570E+03
 3.08490E+03	 1.50712E+03
 3.08691E+03	 1.50396E+03
 3.08891E+03	 1.50728E+03
 3.09091E+03	 1.50452E+03
 3.09291E+03	 1.50824E+03
 3.09491E+03	 1.50636E+03
 3.09691E+03	 1.50430E+03
 3.09891E+03	 1.50438E+03
 3.10090E+03	 1.50476E+03
 3.10290E+03	 1.50348E+03
 3.10490E+03	 1.50332E+03
 3.10690E+03	 1.50226E+03
 3.10889E+03	 1.50438E+03
 3.11089E+03	 1.50076E+03
 3.11288E+03	 1.50322E+03
 3.11488E+03	 1.50294E+03
 3.11687E+03	 1.50362E+03
 3.11886E+03	 1.49876E+03
 3.12086E+03	 1.49866E+03
 3.12285E+03	 1.50468E+03
 3.12484E+03	 1.50152E+03
 3.12683E+03	 1.50088E+03
 3.12882E+03	 1.50352E+03
 3.13081E+03	 1.49748E+03
 3.13280E+03	 1.49794E+03
 3.13479E+03	 1.49708E+03
 3.13678E+03	 1.50064E+03
 3.13877E+03	 1.49674E+03
 3.14075E+03	 1.50086E+03
 3.14274E+03	 1.49808E+03
 3.14473E+03	 1.50030E+03
 3.14671E+03	 1.50186E+03
 3.14870E+03	 1.49936E+03
 3.15068E+03	 1.49848E+03
 3.15267E+03	 1.49724E+03
 3.15465E+03	 1.49882E+03
 3.15663E+03	 1.49788E+03
 3.15862E+03	 1.49986E+03
 3.16060E+03	 1.49942E+03
 3.16258E+03	 1.49618E+03
 3.16456E+03	 1.49580E+03
 3.16654E+03	 1.49562E+03
 3.16852E+03	 1.49764E+03
 3.17050E+03	 1.49354E+03
 3.17248E+03	 1.49408E+03
 3.17446E+03	 1.49422E+03
 3.17643E+03	 1.49590E+03
 3.17841E+03	 1.49704E+03
 3.18039E+03	 1.49594E+03
 3.18236E+03	 1.49540E+03
 3.18434E+03	 1.49444E+03
 3.18632E+03	 1.49520E+03
 3.18829E+03	 1.49450E+03
 3.19026E+03	 1.49224E+03
 3.19224E+03	 1.49612E+03
 3.19421E+03	 1.49758E+03
 3.19618E+03	 1.49706E+03
 3.19815E+03	 1.49774E+03
 3.20013E+03	 1.49174E+03
 3.20210E+03	 1.49682E+03
 3.20407E+03	 1.49500E+03
 3.20604E+03	 1.49696E+03
 3.20801E+03	 1.49226E+03
 3.20998E+03	 1.49652E+03
 3.21194E+03	 1.49838E+03
 3.21391E+03	 1.49540E+03
 3.21588E+03	 1.49018E+03
 3.21784E+03	 1.49234E+03
 3.21981E+03	 1.49456E+03
 3.22178E+03	 1.49422E+03
 3.22374E+03	 1.49634E+03
 3.22571E+03	 1.49016E+03
 3.22767E+03	 1.49602E+03
 3.22963E+03	 1.49380E+03
 3.23160E+03	 1.49296E+03
 3.23356E+03	 1.49304E+03
 3.23552E+03	 1.49346E+03
 3.23748E+03	 1.49594E+03
 3.23944E+03	 1.49516E+03
 3.24140E+03	 1.49378E+03
 3.24336E+03	 1.49292E+03
 3.24532E+03	 1.49110E+03
 3.24728E+03	 1.48910E+03
 3.24924E+03	 1.49220E+03
 3.25120E+03	 1.49240E+03
 3.25315E+03	 1.49392E+03
 3.25511E+03	 1.48656E+03
 3.25707E+03	 1.48918E+03
 3.25902E+03	 1.48986E+03
 3.26098E+03	 1.49194E+03
 3.26293E+03	 1.49484E+03
 3.26489E+03	 1.48952E+03
 3.26684E+03	 1.48606E+03
 3.26879E+03	 1.48986E+03
 3.27075E+03	 1.49112E+03
 3.27270E+03	 1.48760E+03
 3.27465E+03	 1.48632E+03
 3.27660E+03	 1.48992E+03
 3.27855E+03	 1.49016E+03
 3.28050E+03	 1.48938E+03
 3.28245E+03	 1.48586E+03
 3.28440E+03	 1.48808E+03
 3.28635E+03	 1.49100E+03
 3.28829E+03	 1.48764E+03
 3.29024E+03	 1.48666E+03
 3.29219E+03	 1.48488E+03
 3.29413E+03	 1.48792E+03
 3.29608E+03	 1.48586E+03
 3.29803E+03	 1.48550E+03
 3.29997E+03	 1.48432E+03
 3.30191E+03	 1.48246E+03
 3.30386E+03	 1.48260E+03
 3.30580E+03	 1.48326E+03
 3.30774E+03	 1.48564E+03
 3.30969E+03	 1.48490E+03
 3.31163E+03	 1.48302E+03
 3.31357E+03	 1.48132E+03
 3.31551E+03	 1.48510E+03
 3.31745E+03	 1.48100E+03
 3.31939E+03	 1.48082E+03
 3.32133E+03	 1.48406E+03
 3.32327E+03	 1.48340E+03
 3.32520E+03	 1.48382E+03
 3.32714E+03	 1.48088E+03
 3.32908E+03	 1.48204E+03
 3.33102E+03	 1.48270E+03
 3.33295E+03	 1.48258E+03
 3.33489E+03	 1.47938E+03
 3.33682E+03	 1.48100E+03
 3.33876E+03	 1.48428E+03
 3.34069E+03	 1.48224E+03
 3.34262E+03	 1.47914E+03
 3.34456E+03	 1.48264E+03
 3.34649E+03	 1.48298E+03
 3.34842E+03	 1.47918E+03
 3.35035E+03	 1.48184E+03
 3.35228E+03	 1.48490E+03
 3.35421E+03	 1.48146E+03
 3.35614E+03	 1.48066E+03
 3.35807E+03	 1.48470E+03
 3.36000E+03	 1.47850E+03
 3.36193E+03	 1.48060E+03
 3.36386E+03	 1.48196E+03
 3.36578E+03	 1.48198E+03
 3.36771E+03	 1.47858E+03
 3.36964E+03	 1.48242E+03
 3.37156E+03	 1.48206E+03
 3.37349E+03	 1.47986E+03
 3.37541E+03	 1.47840E+03
 3.37734E+03	 1.48010E+03
 3.37926E+03	 1.48068E+03
 3.38118E+03	 1.48212E+03
 3.38311E+03	 1.48036E+03
 3.38503E+03	 1.48202E+03
 3.38695E+03	 1.48148E+03
 3.38887E+03	 1.47990E+03
 3.39079E+03	 1.47962E+03
 3.39271E+03	 1.48218E+03
 3.39463E+03	 1.48182E+03
 3.39655E+03	 1.47850E+03
 3.39847E+03	 1.48294E+03
 3.40039E+03	 1.47864E+03
 3.40231E+03	 1.47930E+03
 3.40422E+03	 1.47824E+03
 3.40614E+03	 1.48194E+03
 3.40806E+03	 1.47702E+03
 3.40997E+03	 1.47712E+03
 3.41189E+03	 1.47728E+03
 3.41380E+03	 1.47886E+03
 3.41571E+03	 1.47842E+03
 3.41763E+03	 1.47550E+03
 3.41954E+03	 1.47964E+03
 3.42145E+03	 1.47940E+03
 3.42337E+03	 1.47820E+03
 3.42528E+03	 1.47886E+03
 3.42719E+03	 1.47668E+03
 3.42910E+03	 1.47524E+03
 3.43101E+03	 1.47672E+03
 3.43292E+03	 1.47588E+03
 3.43483E+03	 1.47360E+03
 3.43674E+03	 1.47416E+03
 3.43864E+03	 1.47542E+03
