//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 300 2,5dpa anneal.wip
GraphName = REFEL Si 300 2,5dpa RT No Window--Spectrum--031--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 5519.10000002328
PositionY = 9406.00000002328
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 300 2,5dpa RT No Window--Spectrum--031--Spec.Data 1
 1.79269E+03	 1.43074E+03
 1.79506E+03	 1.43014E+03
 1.79743E+03	 1.42924E+03
 1.79981E+03	 1.42950E+03
 1.80218E+03	 1.43100E+03
 1.80455E+03	 1.42930E+03
 1.80692E+03	 1.43016E+03
 1.80928E+03	 1.42806E+03
 1.81165E+03	 1.42890E+03
 1.81402E+03	 1.42828E+03
 1.81639E+03	 1.42664E+03
 1.81875E+03	 1.42706E+03
 1.82112E+03	 1.43010E+03
 1.82348E+03	 1.42676E+03
 1.82585E+03	 1.42782E+03
 1.82821E+03	 1.42632E+03
 1.83057E+03	 1.42622E+03
 1.83293E+03	 1.42762E+03
 1.83529E+03	 1.42674E+03
 1.83765E+03	 1.42470E+03
 1.84001E+03	 1.42714E+03
 1.84237E+03	 1.42576E+03
 1.84473E+03	 1.42666E+03
 1.84709E+03	 1.42516E+03
 1.84944E+03	 1.42604E+03
 1.85180E+03	 1.42490E+03
 1.85416E+03	 1.42458E+03
 1.85651E+03	 1.42436E+03
 1.85886E+03	 1.42408E+03
 1.86122E+03	 1.42410E+03
 1.86357E+03	 1.42670E+03
 1.86592E+03	 1.42354E+03
 1.86827E+03	 1.42406E+03
 1.87062E+03	 1.42310E+03
 1.87297E+03	 1.42508E+03
 1.87532E+03	 1.42390E+03
 1.87767E+03	 1.42250E+03
 1.88002E+03	 1.42332E+03
 1.88236E+03	 1.42010E+03
 1.88471E+03	 1.42440E+03
 1.88705E+03	 1.42512E+03
 1.88940E+03	 1.42234E+03
 1.89174E+03	 1.42264E+03
 1.89409E+03	 1.42344E+03
 1.89643E+03	 1.42136E+03
 1.89877E+03	 1.42232E+03
 1.90111E+03	 1.42246E+03
 1.90345E+03	 1.42208E+03
 1.90579E+03	 1.42106E+03
 1.90813E+03	 1.42234E+03
 1.91047E+03	 1.42152E+03
 1.91281E+03	 1.42140E+03
 1.91514E+03	 1.42274E+03
 1.91748E+03	 1.42198E+03
 1.91981E+03	 1.42184E+03
 1.92215E+03	 1.42048E+03
 1.92448E+03	 1.42166E+03
 1.92682E+03	 1.42000E+03
 1.92915E+03	 1.42090E+03
 1.93148E+03	 1.42370E+03
 1.93381E+03	 1.41936E+03
 1.93614E+03	 1.41866E+03
 1.93847E+03	 1.42138E+03
 1.94080E+03	 1.41982E+03
 1.94313E+03	 1.42330E+03
 1.94546E+03	 1.42020E+03
 1.94778E+03	 1.41856E+03
 1.95011E+03	 1.41904E+03
 1.95244E+03	 1.41698E+03
 1.95476E+03	 1.41998E+03
 1.95709E+03	 1.41940E+03
 1.95941E+03	 1.41928E+03
 1.96173E+03	 1.41866E+03
 1.96405E+03	 1.41582E+03
 1.96638E+03	 1.41674E+03
 1.96870E+03	 1.41926E+03
 1.97102E+03	 1.41726E+03
 1.97334E+03	 1.41846E+03
 1.97566E+03	 1.41742E+03
 1.97797E+03	 1.41528E+03
 1.98029E+03	 1.41572E+03
 1.98261E+03	 1.41752E+03
 1.98492E+03	 1.41766E+03
 1.98724E+03	 1.41642E+03
 1.98955E+03	 1.41482E+03
 1.99187E+03	 1.41584E+03
 1.99418E+03	 1.41390E+03
 1.99649E+03	 1.41468E+03
 1.99880E+03	 1.41566E+03
 2.00112E+03	 1.41862E+03
 2.00343E+03	 1.41460E+03
 2.00574E+03	 1.41464E+03
 2.00804E+03	 1.41716E+03
 2.01035E+03	 1.41476E+03
 2.01266E+03	 1.41780E+03
 2.01497E+03	 1.41436E+03
 2.01727E+03	 1.41350E+03
 2.01958E+03	 1.41396E+03
 2.02188E+03	 1.41272E+03
 2.02419E+03	 1.41340E+03
 2.02649E+03	 1.41602E+03
 2.02880E+03	 1.41632E+03
 2.03110E+03	 1.41594E+03
 2.03340E+03	 1.41378E+03
 2.03570E+03	 1.41606E+03
 2.03800E+03	 1.41182E+03
 2.04030E+03	 1.41474E+03
 2.04260E+03	 1.41230E+03
 2.04490E+03	 1.41206E+03
 2.04719E+03	 1.41522E+03
 2.04949E+03	 1.41326E+03
 2.05179E+03	 1.41284E+03
 2.05408E+03	 1.41354E+03
 2.05638E+03	 1.41132E+03
 2.05867E+03	 1.41032E+03
 2.06096E+03	 1.41352E+03
 2.06326E+03	 1.41562E+03
 2.06555E+03	 1.41422E+03
 2.06784E+03	 1.41430E+03
 2.07013E+03	 1.41078E+03
 2.07242E+03	 1.41166E+03
 2.07471E+03	 1.41258E+03
 2.07700E+03	 1.41068E+03
 2.07929E+03	 1.41244E+03
 2.08157E+03	 1.40744E+03
 2.08386E+03	 1.41064E+03
 2.08615E+03	 1.41174E+03
 2.08843E+03	 1.40804E+03
 2.09072E+03	 1.41092E+03
 2.09300E+03	 1.41026E+03
 2.09528E+03	 1.41132E+03
 2.09756E+03	 1.41190E+03
 2.09985E+03	 1.40872E+03
 2.10213E+03	 1.41094E+03
 2.10441E+03	 1.41126E+03
 2.10669E+03	 1.40916E+03
 2.10897E+03	 1.40954E+03
 2.11125E+03	 1.40800E+03
 2.11352E+03	 1.41032E+03
 2.11580E+03	 1.40968E+03
 2.11808E+03	 1.40882E+03
 2.12035E+03	 1.41106E+03
 2.12263E+03	 1.40790E+03
 2.12490E+03	 1.41208E+03
 2.12718E+03	 1.40674E+03
 2.12945E+03	 1.40922E+03
 2.13172E+03	 1.40884E+03
 2.13399E+03	 1.40950E+03
 2.13626E+03	 1.40828E+03
 2.13853E+03	 1.40848E+03
 2.14080E+03	 1.41140E+03
 2.14307E+03	 1.41080E+03
 2.14534E+03	 1.40776E+03
 2.14761E+03	 1.41078E+03
 2.14988E+03	 1.40968E+03
 2.15214E+03	 1.40892E+03
 2.15441E+03	 1.40994E+03
 2.15667E+03	 1.40748E+03
 2.15894E+03	 1.41000E+03
 2.16120E+03	 1.40992E+03
 2.16346E+03	 1.40856E+03
 2.16573E+03	 1.40942E+03
 2.16799E+03	 1.40826E+03
 2.17025E+03	 1.41080E+03
 2.17251E+03	 1.40708E+03
 2.17477E+03	 1.41044E+03
 2.17703E+03	 1.40740E+03
 2.17929E+03	 1.40736E+03
 2.18154E+03	 1.40836E+03
 2.18380E+03	 1.40896E+03
 2.18606E+03	 1.40808E+03
 2.18831E+03	 1.40984E+03
 2.19057E+03	 1.40700E+03
 2.19282E+03	 1.40704E+03
 2.19508E+03	 1.40670E+03
 2.19733E+03	 1.40754E+03
 2.19958E+03	 1.40776E+03
 2.20183E+03	 1.40592E+03
 2.20409E+03	 1.40900E+03
 2.20634E+03	 1.40366E+03
 2.20859E+03	 1.40654E+03
 2.21083E+03	 1.40718E+03
 2.21308E+03	 1.40522E+03
 2.21533E+03	 1.40534E+03
 2.21758E+03	 1.40830E+03
 2.21982E+03	 1.40586E+03
 2.22207E+03	 1.40662E+03
 2.22432E+03	 1.40418E+03
 2.22656E+03	 1.40736E+03
 2.22880E+03	 1.40478E+03
 2.23105E+03	 1.40654E+03
 2.23329E+03	 1.40456E+03
 2.23553E+03	 1.40616E+03
 2.23777E+03	 1.40542E+03
 2.24001E+03	 1.40466E+03
 2.24225E+03	 1.40494E+03
 2.24449E+03	 1.40486E+03
 2.24673E+03	 1.40554E+03
 2.24897E+03	 1.40616E+03
 2.25121E+03	 1.40688E+03
 2.25344E+03	 1.40442E+03
 2.25568E+03	 1.40446E+03
 2.25791E+03	 1.40724E+03
 2.26015E+03	 1.40418E+03
 2.26238E+03	 1.40534E+03
 2.26462E+03	 1.40374E+03
 2.26685E+03	 1.40626E+03
 2.26908E+03	 1.40810E+03
 2.27131E+03	 1.40308E+03
 2.27354E+03	 1.40154E+03
 2.27577E+03	 1.40426E+03
 2.27800E+03	 1.40566E+03
 2.28023E+03	 1.40450E+03
 2.28246E+03	 1.40544E+03
 2.28469E+03	 1.40434E+03
 2.28692E+03	 1.40486E+03
 2.28914E+03	 1.40590E+03
 2.29137E+03	 1.40490E+03
 2.29359E+03	 1.40452E+03
 2.29582E+03	 1.40462E+03
 2.29804E+03	 1.40756E+03
 2.30026E+03	 1.40418E+03
 2.30249E+03	 1.40682E+03
 2.30471E+03	 1.40178E+03
 2.30693E+03	 1.40308E+03
 2.30915E+03	 1.40348E+03
 2.31137E+03	 1.40392E+03
 2.31359E+03	 1.40378E+03
 2.31581E+03	 1.40510E+03
 2.31802E+03	 1.40342E+03
 2.32024E+03	 1.40356E+03
 2.32246E+03	 1.40142E+03
 2.32467E+03	 1.40172E+03
 2.32689E+03	 1.40448E+03
 2.32910E+03	 1.40392E+03
 2.33132E+03	 1.40514E+03
 2.33353E+03	 1.40166E+03
 2.33574E+03	 1.40228E+03
 2.33796E+03	 1.40394E+03
 2.34017E+03	 1.40276E+03
 2.34238E+03	 1.39986E+03
 2.34459E+03	 1.40026E+03
 2.34680E+03	 1.40162E+03
 2.34901E+03	 1.40348E+03
 2.35121E+03	 1.40248E+03
 2.35342E+03	 1.40282E+03
 2.35563E+03	 1.40042E+03
 2.35784E+03	 1.40140E+03
 2.36004E+03	 1.40132E+03
 2.36225E+03	 1.40148E+03
 2.36445E+03	 1.40144E+03
 2.36665E+03	 1.40030E+03
 2.36886E+03	 1.40312E+03
 2.37106E+03	 1.40064E+03
 2.37326E+03	 1.40002E+03
 2.37546E+03	 1.40346E+03
 2.37766E+03	 1.39874E+03
 2.37986E+03	 1.40162E+03
 2.38206E+03	 1.40030E+03
 2.38426E+03	 1.39870E+03
 2.38646E+03	 1.40012E+03
 2.38866E+03	 1.39916E+03
 2.39085E+03	 1.40122E+03
 2.39305E+03	 1.39992E+03
 2.39525E+03	 1.39918E+03
 2.39744E+03	 1.40080E+03
 2.39963E+03	 1.40012E+03
 2.40183E+03	 1.40110E+03
 2.40402E+03	 1.39836E+03
 2.40621E+03	 1.40130E+03
 2.40841E+03	 1.40192E+03
 2.41060E+03	 1.39946E+03
 2.41279E+03	 1.40098E+03
 2.41498E+03	 1.40032E+03
 2.41717E+03	 1.40016E+03
 2.41935E+03	 1.40002E+03
 2.42154E+03	 1.40104E+03
 2.42373E+03	 1.39848E+03
 2.42592E+03	 1.40000E+03
 2.42810E+03	 1.40022E+03
 2.43029E+03	 1.40062E+03
 2.43247E+03	 1.39992E+03
 2.43466E+03	 1.39858E+03
 2.43684E+03	 1.39760E+03
 2.43902E+03	 1.39848E+03
 2.44121E+03	 1.40006E+03
 2.44339E+03	 1.39840E+03
 2.44557E+03	 1.39812E+03
 2.44775E+03	 1.40068E+03
 2.44993E+03	 1.39842E+03
 2.45211E+03	 1.39946E+03
 2.45429E+03	 1.39816E+03
 2.45646E+03	 1.39766E+03
 2.45864E+03	 1.39758E+03
 2.46082E+03	 1.39846E+03
 2.46299E+03	 1.39844E+03
 2.46517E+03	 1.39808E+03
 2.46734E+03	 1.39754E+03
 2.46952E+03	 1.39844E+03
 2.47169E+03	 1.39602E+03
 2.47386E+03	 1.39838E+03
 2.47604E+03	 1.39932E+03
 2.47821E+03	 1.39786E+03
 2.48038E+03	 1.39954E+03
 2.48255E+03	 1.39950E+03
 2.48472E+03	 1.40014E+03
 2.48689E+03	 1.40072E+03
 2.48906E+03	 1.39810E+03
 2.49123E+03	 1.39802E+03
 2.49339E+03	 1.39878E+03
 2.49556E+03	 1.39972E+03
 2.49773E+03	 1.39848E+03
 2.49989E+03	 1.39756E+03
 2.50206E+03	 1.39660E+03
 2.50422E+03	 1.39670E+03
 2.50638E+03	 1.39806E+03
 2.50855E+03	 1.39626E+03
 2.51071E+03	 1.39906E+03
 2.51287E+03	 1.39744E+03
 2.51503E+03	 1.39878E+03
 2.51719E+03	 1.39878E+03
 2.51935E+03	 1.39878E+03
 2.52151E+03	 1.39674E+03
 2.52367E+03	 1.39842E+03
 2.52583E+03	 1.39608E+03
 2.52799E+03	 1.39854E+03
 2.53014E+03	 1.39704E+03
 2.53230E+03	 1.39806E+03
 2.53445E+03	 1.39662E+03
 2.53661E+03	 1.39510E+03
 2.53876E+03	 1.39662E+03
 2.54092E+03	 1.39502E+03
 2.54307E+03	 1.39604E+03
 2.54522E+03	 1.39698E+03
 2.54738E+03	 1.39530E+03
 2.54953E+03	 1.39692E+03
 2.55168E+03	 1.39600E+03
 2.55383E+03	 1.39608E+03
 2.55598E+03	 1.39780E+03
 2.55813E+03	 1.39684E+03
 2.56027E+03	 1.39484E+03
 2.56242E+03	 1.39666E+03
 2.56457E+03	 1.39464E+03
 2.56671E+03	 1.39414E+03
 2.56886E+03	 1.39704E+03
 2.57101E+03	 1.39838E+03
 2.57315E+03	 1.39740E+03
 2.57529E+03	 1.39778E+03
 2.57744E+03	 1.39690E+03
 2.57958E+03	 1.39672E+03
 2.58172E+03	 1.39628E+03
 2.58386E+03	 1.39626E+03
 2.58601E+03	 1.39664E+03
 2.58815E+03	 1.39562E+03
 2.59029E+03	 1.39624E+03
 2.59242E+03	 1.39684E+03
 2.59456E+03	 1.39390E+03
 2.59670E+03	 1.39506E+03
 2.59884E+03	 1.39404E+03
 2.60097E+03	 1.39420E+03
 2.60311E+03	 1.39582E+03
 2.60525E+03	 1.39266E+03
 2.60738E+03	 1.39446E+03
 2.60952E+03	 1.39400E+03
 2.61165E+03	 1.39766E+03
 2.61378E+03	 1.39440E+03
 2.61591E+03	 1.39558E+03
 2.61805E+03	 1.39426E+03
 2.62018E+03	 1.39498E+03
 2.62231E+03	 1.39278E+03
 2.62444E+03	 1.39302E+03
 2.62657E+03	 1.39380E+03
 2.62870E+03	 1.39356E+03
 2.63082E+03	 1.39544E+03
 2.63295E+03	 1.39494E+03
 2.63508E+03	 1.39398E+03
 2.63721E+03	 1.39538E+03
 2.63933E+03	 1.39360E+03
 2.64146E+03	 1.39360E+03
 2.64358E+03	 1.39534E+03
 2.64571E+03	 1.39454E+03
 2.64783E+03	 1.39394E+03
 2.64995E+03	 1.39474E+03
 2.65207E+03	 1.39608E+03
 2.65420E+03	 1.39566E+03
 2.65632E+03	 1.39346E+03
 2.65844E+03	 1.39392E+03
 2.66056E+03	 1.39542E+03
 2.66268E+03	 1.39554E+03
 2.66480E+03	 1.39216E+03
 2.66691E+03	 1.39156E+03
 2.66903E+03	 1.39452E+03
 2.67115E+03	 1.39194E+03
 2.67326E+03	 1.39420E+03
 2.67538E+03	 1.39468E+03
 2.67749E+03	 1.39144E+03
 2.67961E+03	 1.39330E+03
 2.68172E+03	 1.39456E+03
 2.68384E+03	 1.39284E+03
 2.68595E+03	 1.39410E+03
 2.68806E+03	 1.39168E+03
 2.69017E+03	 1.39360E+03
 2.69228E+03	 1.39190E+03
 2.69439E+03	 1.39332E+03
 2.69650E+03	 1.39298E+03
 2.69861E+03	 1.39192E+03
 2.70072E+03	 1.39274E+03
 2.70283E+03	 1.39242E+03
 2.70494E+03	 1.39144E+03
 2.70704E+03	 1.39166E+03
 2.70915E+03	 1.39224E+03
 2.71126E+03	 1.39434E+03
 2.71336E+03	 1.39192E+03
 2.71546E+03	 1.39222E+03
 2.71757E+03	 1.39188E+03
 2.71967E+03	 1.39486E+03
 2.72177E+03	 1.39252E+03
 2.72388E+03	 1.39348E+03
 2.72598E+03	 1.39202E+03
 2.72808E+03	 1.39274E+03
 2.73018E+03	 1.39276E+03
 2.73228E+03	 1.39312E+03
 2.73438E+03	 1.39318E+03
 2.73648E+03	 1.39312E+03
 2.73857E+03	 1.39182E+03
 2.74067E+03	 1.39170E+03
 2.74277E+03	 1.39294E+03
 2.74486E+03	 1.39108E+03
 2.74696E+03	 1.39232E+03
 2.74905E+03	 1.39198E+03
 2.75115E+03	 1.39166E+03
 2.75324E+03	 1.39096E+03
 2.75534E+03	 1.38974E+03
 2.75743E+03	 1.39108E+03
 2.75952E+03	 1.39154E+03
 2.76161E+03	 1.38950E+03
 2.76370E+03	 1.39012E+03
 2.76579E+03	 1.39116E+03
 2.76788E+03	 1.39320E+03
 2.76997E+03	 1.38990E+03
 2.77206E+03	 1.39052E+03
 2.77415E+03	 1.39310E+03
 2.77624E+03	 1.38828E+03
 2.77832E+03	 1.39114E+03
 2.78041E+03	 1.39166E+03
 2.78250E+03	 1.39024E+03
 2.78458E+03	 1.39120E+03
 2.78666E+03	 1.38962E+03
 2.78875E+03	 1.38924E+03
 2.79083E+03	 1.38884E+03
 2.79291E+03	 1.39056E+03
 2.79500E+03	 1.38994E+03
 2.79708E+03	 1.39016E+03
 2.79916E+03	 1.38834E+03
 2.80124E+03	 1.38956E+03
 2.80332E+03	 1.38894E+03
 2.80540E+03	 1.38810E+03
 2.80748E+03	 1.38790E+03
 2.80956E+03	 1.38944E+03
 2.81163E+03	 1.38728E+03
 2.81371E+03	 1.38934E+03
 2.81579E+03	 1.38888E+03
 2.81786E+03	 1.38652E+03
 2.81994E+03	 1.38998E+03
 2.82201E+03	 1.38962E+03
 2.82409E+03	 1.38834E+03
 2.82616E+03	 1.38812E+03
 2.82823E+03	 1.38946E+03
 2.83031E+03	 1.38818E+03
 2.83238E+03	 1.38700E+03
 2.83445E+03	 1.38744E+03
 2.83652E+03	 1.38908E+03
 2.83859E+03	 1.38778E+03
 2.84066E+03	 1.39030E+03
 2.84273E+03	 1.38666E+03
 2.84480E+03	 1.38786E+03
 2.84686E+03	 1.38556E+03
 2.84893E+03	 1.38842E+03
 2.85100E+03	 1.38944E+03
 2.85306E+03	 1.38848E+03
 2.85513E+03	 1.38708E+03
 2.85719E+03	 1.38652E+03
 2.85926E+03	 1.38768E+03
 2.86132E+03	 1.38694E+03
 2.86339E+03	 1.38576E+03
 2.86545E+03	 1.38692E+03
 2.86751E+03	 1.38690E+03
 2.86957E+03	 1.38794E+03
 2.87163E+03	 1.38598E+03
 2.87369E+03	 1.38712E+03
 2.87575E+03	 1.38590E+03
 2.87781E+03	 1.38818E+03
 2.87987E+03	 1.38850E+03
 2.88193E+03	 1.38656E+03
 2.88399E+03	 1.38596E+03
 2.88604E+03	 1.38502E+03
 2.88810E+03	 1.38682E+03
 2.89015E+03	 1.38776E+03
 2.89221E+03	 1.38718E+03
 2.89426E+03	 1.38570E+03
 2.89632E+03	 1.38722E+03
 2.89837E+03	 1.38654E+03
 2.90042E+03	 1.38656E+03
 2.90248E+03	 1.38854E+03
 2.90453E+03	 1.38830E+03
 2.90658E+03	 1.38562E+03
 2.90863E+03	 1.38514E+03
 2.91068E+03	 1.38706E+03
 2.91273E+03	 1.38550E+03
 2.91478E+03	 1.38792E+03
 2.91683E+03	 1.38356E+03
 2.91888E+03	 1.38522E+03
 2.92092E+03	 1.38634E+03
 2.92297E+03	 1.38752E+03
 2.92502E+03	 1.38442E+03
 2.92706E+03	 1.38644E+03
 2.92911E+03	 1.38486E+03
 2.93115E+03	 1.38760E+03
 2.93320E+03	 1.38322E+03
 2.93524E+03	 1.38610E+03
 2.93728E+03	 1.38458E+03
 2.93932E+03	 1.38556E+03
 2.94137E+03	 1.38382E+03
 2.94341E+03	 1.38670E+03
 2.94545E+03	 1.38712E+03
 2.94749E+03	 1.38496E+03
 2.94953E+03	 1.38374E+03
 2.95157E+03	 1.38472E+03
 2.95360E+03	 1.38280E+03
 2.95564E+03	 1.38436E+03
 2.95768E+03	 1.38422E+03
 2.95971E+03	 1.38404E+03
 2.96175E+03	 1.38316E+03
 2.96379E+03	 1.38476E+03
 2.96582E+03	 1.38358E+03
 2.96786E+03	 1.38392E+03
 2.96989E+03	 1.38372E+03
 2.97192E+03	 1.38368E+03
 2.97396E+03	 1.38262E+03
 2.97599E+03	 1.38564E+03
 2.97802E+03	 1.38328E+03
 2.98005E+03	 1.38446E+03
 2.98208E+03	 1.38538E+03
 2.98411E+03	 1.38330E+03
 2.98614E+03	 1.38360E+03
 2.98817E+03	 1.38146E+03
 2.99020E+03	 1.38064E+03
 2.99223E+03	 1.38382E+03
 2.99425E+03	 1.38112E+03
 2.99628E+03	 1.38318E+03
 2.99830E+03	 1.38114E+03
 3.00033E+03	 1.38240E+03
 3.00236E+03	 1.38062E+03
 3.00438E+03	 1.38136E+03
 3.00640E+03	 1.38216E+03
 3.00843E+03	 1.38218E+03
 3.01045E+03	 1.38102E+03
 3.01247E+03	 1.38186E+03
 3.01449E+03	 1.38112E+03
 3.01651E+03	 1.37998E+03
 3.01854E+03	 1.38152E+03
 3.02056E+03	 1.38252E+03
 3.02257E+03	 1.38280E+03
 3.02459E+03	 1.38214E+03
 3.02661E+03	 1.38190E+03
 3.02863E+03	 1.38022E+03
 3.03065E+03	 1.37992E+03
 3.03266E+03	 1.38024E+03
 3.03468E+03	 1.38186E+03
 3.03669E+03	 1.38252E+03
 3.03871E+03	 1.38090E+03
 3.04072E+03	 1.38210E+03
 3.04274E+03	 1.38090E+03
 3.04475E+03	 1.38044E+03
 3.04676E+03	 1.38026E+03
 3.04878E+03	 1.38194E+03
 3.05079E+03	 1.38056E+03
 3.05280E+03	 1.38050E+03
 3.05481E+03	 1.37968E+03
 3.05682E+03	 1.38008E+03
 3.05883E+03	 1.38060E+03
 3.06084E+03	 1.37940E+03
 3.06285E+03	 1.37914E+03
 3.06486E+03	 1.38058E+03
 3.06686E+03	 1.37950E+03
 3.06887E+03	 1.38034E+03
 3.07088E+03	 1.37870E+03
 3.07288E+03	 1.37960E+03
 3.07489E+03	 1.37724E+03
 3.07689E+03	 1.37934E+03
 3.07890E+03	 1.37972E+03
 3.08090E+03	 1.38026E+03
 3.08290E+03	 1.38046E+03
 3.08490E+03	 1.38132E+03
 3.08691E+03	 1.38050E+03
 3.08891E+03	 1.37908E+03
 3.09091E+03	 1.37780E+03
 3.09291E+03	 1.38066E+03
 3.09491E+03	 1.37894E+03
 3.09691E+03	 1.37840E+03
 3.09891E+03	 1.37946E+03
 3.10090E+03	 1.37920E+03
 3.10290E+03	 1.37684E+03
 3.10490E+03	 1.37998E+03
 3.10690E+03	 1.37784E+03
 3.10889E+03	 1.37904E+03
 3.11089E+03	 1.37856E+03
 3.11288E+03	 1.37838E+03
 3.11488E+03	 1.37818E+03
 3.11687E+03	 1.37730E+03
 3.11886E+03	 1.37888E+03
 3.12086E+03	 1.37772E+03
 3.12285E+03	 1.37958E+03
 3.12484E+03	 1.37818E+03
 3.12683E+03	 1.37682E+03
 3.12882E+03	 1.37690E+03
 3.13081E+03	 1.37874E+03
 3.13280E+03	 1.37754E+03
 3.13479E+03	 1.37832E+03
 3.13678E+03	 1.37854E+03
 3.13877E+03	 1.37642E+03
 3.14075E+03	 1.37698E+03
 3.14274E+03	 1.37648E+03
 3.14473E+03	 1.37816E+03
 3.14671E+03	 1.37526E+03
 3.14870E+03	 1.37566E+03
 3.15068E+03	 1.37884E+03
 3.15267E+03	 1.37792E+03
 3.15465E+03	 1.37806E+03
 3.15663E+03	 1.37768E+03
 3.15862E+03	 1.37614E+03
 3.16060E+03	 1.37576E+03
 3.16258E+03	 1.37576E+03
 3.16456E+03	 1.37648E+03
 3.16654E+03	 1.37632E+03
 3.16852E+03	 1.37698E+03
 3.17050E+03	 1.37642E+03
 3.17248E+03	 1.37418E+03
 3.17446E+03	 1.37518E+03
 3.17643E+03	 1.37504E+03
 3.17841E+03	 1.37610E+03
 3.18039E+03	 1.37542E+03
 3.18236E+03	 1.37500E+03
 3.18434E+03	 1.37448E+03
 3.18632E+03	 1.37602E+03
 3.18829E+03	 1.37548E+03
 3.19026E+03	 1.37500E+03
 3.19224E+03	 1.37532E+03
 3.19421E+03	 1.37692E+03
 3.19618E+03	 1.37530E+03
 3.19815E+03	 1.37482E+03
 3.20013E+03	 1.37550E+03
 3.20210E+03	 1.37426E+03
 3.20407E+03	 1.37544E+03
 3.20604E+03	 1.37600E+03
 3.20801E+03	 1.37450E+03
 3.20998E+03	 1.37424E+03
 3.21194E+03	 1.37492E+03
 3.21391E+03	 1.37590E+03
 3.21588E+03	 1.37442E+03
 3.21784E+03	 1.37488E+03
 3.21981E+03	 1.37458E+03
 3.22178E+03	 1.37474E+03
 3.22374E+03	 1.37390E+03
 3.22571E+03	 1.37404E+03
 3.22767E+03	 1.37380E+03
 3.22963E+03	 1.37336E+03
 3.23160E+03	 1.37540E+03
 3.23356E+03	 1.37342E+03
 3.23552E+03	 1.37398E+03
 3.23748E+03	 1.37372E+03
 3.23944E+03	 1.37398E+03
 3.24140E+03	 1.37522E+03
 3.24336E+03	 1.37320E+03
 3.24532E+03	 1.37262E+03
 3.24728E+03	 1.37452E+03
 3.24924E+03	 1.37280E+03
 3.25120E+03	 1.37386E+03
 3.25315E+03	 1.37170E+03
 3.25511E+03	 1.37438E+03
 3.25707E+03	 1.37380E+03
 3.25902E+03	 1.37376E+03
 3.26098E+03	 1.37294E+03
 3.26293E+03	 1.37376E+03
 3.26489E+03	 1.37346E+03
 3.26684E+03	 1.37382E+03
 3.26879E+03	 1.37208E+03
 3.27075E+03	 1.37050E+03
 3.27270E+03	 1.37340E+03
 3.27465E+03	 1.37402E+03
 3.27660E+03	 1.37484E+03
 3.27855E+03	 1.37412E+03
 3.28050E+03	 1.37348E+03
 3.28245E+03	 1.37184E+03
 3.28440E+03	 1.37370E+03
 3.28635E+03	 1.37090E+03
 3.28829E+03	 1.37138E+03
 3.29024E+03	 1.37058E+03
 3.29219E+03	 1.37004E+03
 3.29413E+03	 1.37100E+03
 3.29608E+03	 1.37244E+03
 3.29803E+03	 1.37212E+03
 3.29997E+03	 1.37212E+03
 3.30191E+03	 1.37068E+03
 3.30386E+03	 1.37276E+03
 3.30580E+03	 1.37186E+03
 3.30774E+03	 1.37052E+03
 3.30969E+03	 1.37168E+03
 3.31163E+03	 1.37088E+03
 3.31357E+03	 1.37004E+03
 3.31551E+03	 1.37174E+03
 3.31745E+03	 1.37216E+03
 3.31939E+03	 1.37096E+03
 3.32133E+03	 1.37098E+03
 3.32327E+03	 1.37116E+03
 3.32520E+03	 1.37124E+03
 3.32714E+03	 1.37192E+03
 3.32908E+03	 1.37064E+03
 3.33102E+03	 1.37034E+03
 3.33295E+03	 1.37226E+03
 3.33489E+03	 1.37238E+03
 3.33682E+03	 1.37120E+03
 3.33876E+03	 1.37158E+03
 3.34069E+03	 1.37184E+03
 3.34262E+03	 1.36816E+03
 3.34456E+03	 1.36938E+03
 3.34649E+03	 1.36954E+03
 3.34842E+03	 1.37032E+03
 3.35035E+03	 1.36974E+03
 3.35228E+03	 1.37090E+03
 3.35421E+03	 1.36912E+03
 3.35614E+03	 1.37266E+03
 3.35807E+03	 1.36840E+03
 3.36000E+03	 1.37084E+03
 3.36193E+03	 1.36944E+03
 3.36386E+03	 1.37000E+03
 3.36578E+03	 1.36990E+03
 3.36771E+03	 1.37038E+03
 3.36964E+03	 1.37008E+03
 3.37156E+03	 1.36960E+03
 3.37349E+03	 1.36968E+03
 3.37541E+03	 1.36984E+03
 3.37734E+03	 1.36924E+03
 3.37926E+03	 1.36858E+03
 3.38118E+03	 1.37046E+03
 3.38311E+03	 1.37016E+03
 3.38503E+03	 1.37062E+03
 3.38695E+03	 1.37044E+03
 3.38887E+03	 1.36852E+03
 3.39079E+03	 1.36838E+03
 3.39271E+03	 1.37040E+03
 3.39463E+03	 1.36970E+03
 3.39655E+03	 1.36968E+03
 3.39847E+03	 1.37052E+03
 3.40039E+03	 1.36918E+03
 3.40231E+03	 1.37136E+03
 3.40422E+03	 1.37040E+03
 3.40614E+03	 1.37010E+03
 3.40806E+03	 1.36906E+03
 3.40997E+03	 1.36980E+03
 3.41189E+03	 1.36910E+03
 3.41380E+03	 1.36904E+03
