//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 300 2,5dpa anneal.wip
GraphName = REFEL Si 300 2,5dpa 1100--Spectrum--054--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 5437.20000002328
PositionY = 9593.90000002328
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 300 2,5dpa 1100--Spectrum--054--Spec.Data 1
 2.65845E+01	 1.34664E+03
 2.95325E+01	 1.34730E+03
 3.24795E+01	 1.34628E+03
 3.54254E+01	 1.34700E+03
 3.83703E+01	 1.34688E+03
 4.13142E+01	 1.34640E+03
 4.42570E+01	 1.34646E+03
 4.71989E+01	 1.34672E+03
 5.01397E+01	 1.34608E+03
 5.30795E+01	 1.34688E+03
 5.60182E+01	 1.34796E+03
 5.89559E+01	 1.34824E+03
 6.18927E+01	 1.35154E+03
 6.48283E+01	 1.35630E+03
 6.77630E+01	 1.36580E+03
 7.06967E+01	 1.37396E+03
 7.36293E+01	 1.38092E+03
 7.65609E+01	 1.38190E+03
 7.94915E+01	 1.38432E+03
 8.24211E+01	 1.38408E+03
 8.53496E+01	 1.38188E+03
 8.82771E+01	 1.38582E+03
 9.12037E+01	 1.38698E+03
 9.41292E+01	 1.38936E+03
 9.70536E+01	 1.38618E+03
 9.99771E+01	 1.38630E+03
 1.02900E+02	 1.38592E+03
 1.05821E+02	 1.38610E+03
 1.08741E+02	 1.38662E+03
 1.11661E+02	 1.38750E+03
 1.14579E+02	 1.38806E+03
 1.17497E+02	 1.38938E+03
 1.20413E+02	 1.38850E+03
 1.23328E+02	 1.38964E+03
 1.26243E+02	 1.39074E+03
 1.29156E+02	 1.39138E+03
 1.32068E+02	 1.39220E+03
 1.34980E+02	 1.39126E+03
 1.37890E+02	 1.39228E+03
 1.40799E+02	 1.39212E+03
 1.43708E+02	 1.39152E+03
 1.46615E+02	 1.39254E+03
 1.49521E+02	 1.39332E+03
 1.52427E+02	 1.39516E+03
 1.55331E+02	 1.39566E+03
 1.58234E+02	 1.39498E+03
 1.61137E+02	 1.39782E+03
 1.64038E+02	 1.39774E+03
 1.66938E+02	 1.39758E+03
 1.69837E+02	 1.39880E+03
 1.72736E+02	 1.39954E+03
 1.75633E+02	 1.39866E+03
 1.78529E+02	 1.40114E+03
 1.81425E+02	 1.39624E+03
 1.84319E+02	 1.39904E+03
 1.87212E+02	 1.39904E+03
 1.90105E+02	 1.39834E+03
 1.92996E+02	 1.39782E+03
 1.95886E+02	 1.40132E+03
 1.98775E+02	 1.39818E+03
 2.01664E+02	 1.39626E+03
 2.04551E+02	 1.39916E+03
 2.07437E+02	 1.40004E+03
 2.10323E+02	 1.39706E+03
 2.13207E+02	 1.39806E+03
 2.16090E+02	 1.39916E+03
 2.18973E+02	 1.39758E+03
 2.21854E+02	 1.39844E+03
 2.24735E+02	 1.39784E+03
 2.27614E+02	 1.39628E+03
 2.30492E+02	 1.39722E+03
 2.33370E+02	 1.39854E+03
 2.36246E+02	 1.39914E+03
 2.39122E+02	 1.39758E+03
 2.41996E+02	 1.39690E+03
 2.44870E+02	 1.40046E+03
 2.47742E+02	 1.39774E+03
 2.50614E+02	 1.39632E+03
 2.53484E+02	 1.39688E+03
 2.56354E+02	 1.39746E+03
 2.59222E+02	 1.39522E+03
 2.62090E+02	 1.39458E+03
 2.64956E+02	 1.39450E+03
 2.67822E+02	 1.39538E+03
 2.70687E+02	 1.39556E+03
 2.73550E+02	 1.39450E+03
 2.76413E+02	 1.39484E+03
 2.79275E+02	 1.39498E+03
 2.82135E+02	 1.39738E+03
 2.84995E+02	 1.39388E+03
 2.87854E+02	 1.39598E+03
 2.90711E+02	 1.39730E+03
 2.93568E+02	 1.39382E+03
 2.96424E+02	 1.39616E+03
 2.99279E+02	 1.39468E+03
 3.02133E+02	 1.39390E+03
 3.04986E+02	 1.39578E+03
 3.07838E+02	 1.39562E+03
 3.10689E+02	 1.39668E+03
 3.13538E+02	 1.39658E+03
 3.16387E+02	 1.39522E+03
 3.19236E+02	 1.39372E+03
 3.22083E+02	 1.39712E+03
 3.24929E+02	 1.39352E+03
 3.27774E+02	 1.39490E+03
 3.30618E+02	 1.39494E+03
 3.33461E+02	 1.39786E+03
 3.36303E+02	 1.39348E+03
 3.39145E+02	 1.39486E+03
 3.41985E+02	 1.39370E+03
 3.44824E+02	 1.39546E+03
 3.47663E+02	 1.39480E+03
 3.50500E+02	 1.39466E+03
 3.53336E+02	 1.39358E+03
 3.56172E+02	 1.39418E+03
 3.59006E+02	 1.39534E+03
 3.61840E+02	 1.39596E+03
 3.64672E+02	 1.39330E+03
 3.67504E+02	 1.39510E+03
 3.70335E+02	 1.39510E+03
 3.73164E+02	 1.39328E+03
 3.75993E+02	 1.39586E+03
 3.78821E+02	 1.39564E+03
 3.81648E+02	 1.39506E+03
 3.84473E+02	 1.39360E+03
 3.87298E+02	 1.39570E+03
 3.90122E+02	 1.39406E+03
 3.92945E+02	 1.39548E+03
 3.95767E+02	 1.39474E+03
 3.98588E+02	 1.39148E+03
 4.01408E+02	 1.39520E+03
 4.04227E+02	 1.39604E+03
 4.07046E+02	 1.39416E+03
 4.09863E+02	 1.39748E+03
 4.12679E+02	 1.39616E+03
 4.15494E+02	 1.39392E+03
 4.18309E+02	 1.39474E+03
 4.21122E+02	 1.39490E+03
 4.23935E+02	 1.39392E+03
 4.26746E+02	 1.39116E+03
 4.29557E+02	 1.39508E+03
 4.32366E+02	 1.39740E+03
 4.35175E+02	 1.39438E+03
 4.37983E+02	 1.39488E+03
 4.40790E+02	 1.39516E+03
 4.43595E+02	 1.39374E+03
 4.46400E+02	 1.39622E+03
 4.49204E+02	 1.39524E+03
 4.52007E+02	 1.39622E+03
 4.54809E+02	 1.39540E+03
 4.57610E+02	 1.39616E+03
 4.60410E+02	 1.39642E+03
 4.63210E+02	 1.39662E+03
 4.66008E+02	 1.39388E+03
 4.68805E+02	 1.39630E+03
 4.71602E+02	 1.39690E+03
 4.74397E+02	 1.39640E+03
 4.77192E+02	 1.39946E+03
 4.79985E+02	 1.39706E+03
 4.82778E+02	 1.40154E+03
 4.85569E+02	 1.39976E+03
 4.88360E+02	 1.40146E+03
 4.91150E+02	 1.40180E+03
 4.93939E+02	 1.39934E+03
 4.96727E+02	 1.40082E+03
 4.99514E+02	 1.40328E+03
 5.02300E+02	 1.40468E+03
 5.05085E+02	 1.40226E+03
 5.07869E+02	 1.40150E+03
 5.10652E+02	 1.40412E+03
 5.13435E+02	 1.40176E+03
 5.16216E+02	 1.40078E+03
 5.18996E+02	 1.40072E+03
 5.21776E+02	 1.40092E+03
 5.24554E+02	 1.40020E+03
 5.27332E+02	 1.40190E+03
 5.30109E+02	 1.40066E+03
 5.32885E+02	 1.39896E+03
 5.35659E+02	 1.39766E+03
 5.38433E+02	 1.39956E+03
 5.41206E+02	 1.40122E+03
 5.43978E+02	 1.40046E+03
 5.46750E+02	 1.39582E+03
 5.49520E+02	 1.39830E+03
 5.52289E+02	 1.39662E+03
 5.55057E+02	 1.39686E+03
 5.57825E+02	 1.39658E+03
 5.60591E+02	 1.39560E+03
 5.63357E+02	 1.39522E+03
 5.66122E+02	 1.39472E+03
 5.68885E+02	 1.39484E+03
 5.71648E+02	 1.39714E+03
 5.74410E+02	 1.39440E+03
 5.77171E+02	 1.39426E+03
 5.79931E+02	 1.39266E+03
 5.82690E+02	 1.39162E+03
 5.85448E+02	 1.39262E+03
 5.88206E+02	 1.39332E+03
 5.90962E+02	 1.39142E+03
 5.93717E+02	 1.39440E+03
 5.96472E+02	 1.39158E+03
 5.99225E+02	 1.39184E+03
 6.01978E+02	 1.39098E+03
 6.04730E+02	 1.39016E+03
 6.07481E+02	 1.39136E+03
 6.10231E+02	 1.39046E+03
 6.12980E+02	 1.39000E+03
 6.15728E+02	 1.38942E+03
 6.18475E+02	 1.39134E+03
 6.21221E+02	 1.39124E+03
 6.23967E+02	 1.38914E+03
 6.26711E+02	 1.39124E+03
 6.29454E+02	 1.39050E+03
 6.32197E+02	 1.38962E+03
 6.34939E+02	 1.39216E+03
 6.37680E+02	 1.39216E+03
 6.40419E+02	 1.39268E+03
 6.43158E+02	 1.39392E+03
 6.45896E+02	 1.39372E+03
 6.48634E+02	 1.39152E+03
 6.51370E+02	 1.39314E+03
 6.54105E+02	 1.39352E+03
 6.56840E+02	 1.39114E+03
 6.59573E+02	 1.39106E+03
 6.62306E+02	 1.39158E+03
 6.65037E+02	 1.39182E+03
 6.67768E+02	 1.39288E+03
 6.70498E+02	 1.38994E+03
 6.73227E+02	 1.39280E+03
 6.75955E+02	 1.39062E+03
 6.78682E+02	 1.39274E+03
 6.81409E+02	 1.39372E+03
 6.84134E+02	 1.39476E+03
 6.86858E+02	 1.39318E+03
 6.89582E+02	 1.39446E+03
 6.92305E+02	 1.39232E+03
 6.95026E+02	 1.39352E+03
 6.97747E+02	 1.39494E+03
 7.00467E+02	 1.39516E+03
 7.03186E+02	 1.39596E+03
 7.05905E+02	 1.39548E+03
 7.08622E+02	 1.39494E+03
 7.11338E+02	 1.39462E+03
 7.14054E+02	 1.39478E+03
 7.16768E+02	 1.39714E+03
 7.19482E+02	 1.39644E+03
 7.22195E+02	 1.39784E+03
 7.24907E+02	 1.40032E+03
 7.27618E+02	 1.40058E+03
 7.30328E+02	 1.39994E+03
 7.33037E+02	 1.39924E+03
 7.35745E+02	 1.40020E+03
 7.38453E+02	 1.40222E+03
 7.41159E+02	 1.40392E+03
 7.43865E+02	 1.40724E+03
 7.46569E+02	 1.40480E+03
 7.49273E+02	 1.40894E+03
 7.51976E+02	 1.40806E+03
 7.54678E+02	 1.40926E+03
 7.57379E+02	 1.41154E+03
 7.60080E+02	 1.41186E+03
 7.62779E+02	 1.41308E+03
 7.65478E+02	 1.41362E+03
 7.68175E+02	 1.41344E+03
 7.70872E+02	 1.41406E+03
 7.73568E+02	 1.40940E+03
 7.76263E+02	 1.40986E+03
 7.78957E+02	 1.40706E+03
 7.81650E+02	 1.40280E+03
 7.84342E+02	 1.40400E+03
 7.87034E+02	 1.40110E+03
 7.89724E+02	 1.40028E+03
 7.92414E+02	 1.39880E+03
 7.95103E+02	 1.39580E+03
 7.97791E+02	 1.39748E+03
 8.00478E+02	 1.39518E+03
 8.03164E+02	 1.39628E+03
 8.05849E+02	 1.39652E+03
 8.08533E+02	 1.39572E+03
 8.11217E+02	 1.39728E+03
 8.13899E+02	 1.39684E+03
 8.16581E+02	 1.39972E+03
 8.19262E+02	 1.39762E+03
 8.21942E+02	 1.39694E+03
 8.24621E+02	 1.39766E+03
 8.27299E+02	 1.39740E+03
 8.29977E+02	 1.39748E+03
 8.32653E+02	 1.39720E+03
 8.35329E+02	 1.39614E+03
 8.38003E+02	 1.39668E+03
 8.40677E+02	 1.39798E+03
 8.43350E+02	 1.39780E+03
 8.46022E+02	 1.39734E+03
 8.48693E+02	 1.39572E+03
 8.51364E+02	 1.39854E+03
 8.54033E+02	 1.39654E+03
 8.56702E+02	 1.39654E+03
 8.59370E+02	 1.40130E+03
 8.62036E+02	 1.39674E+03
 8.64702E+02	 1.39948E+03
 8.67367E+02	 1.39976E+03
 8.70032E+02	 1.39850E+03
 8.72695E+02	 1.39674E+03
 8.75358E+02	 1.39780E+03
 8.78019E+02	 1.39614E+03
 8.80680E+02	 1.39850E+03
 8.83340E+02	 1.39876E+03
 8.85999E+02	 1.39702E+03
 8.88657E+02	 1.39726E+03
 8.91314E+02	 1.39698E+03
 8.93971E+02	 1.39748E+03
 8.96626E+02	 1.39822E+03
 8.99281E+02	 1.39710E+03
 9.01935E+02	 1.39678E+03
 9.04588E+02	 1.39626E+03
 9.07240E+02	 1.39672E+03
 9.09891E+02	 1.39868E+03
 9.12541E+02	 1.39784E+03
 9.15191E+02	 1.39780E+03
 9.17840E+02	 1.39898E+03
 9.20487E+02	 1.39734E+03
 9.23134E+02	 1.40096E+03
 9.25780E+02	 1.39802E+03
 9.28426E+02	 1.39690E+03
 9.31070E+02	 1.39548E+03
 9.33714E+02	 1.39408E+03
 9.36356E+02	 1.39556E+03
 9.38998E+02	 1.39398E+03
 9.41639E+02	 1.39240E+03
 9.44279E+02	 1.39340E+03
 9.46918E+02	 1.39290E+03
 9.49557E+02	 1.39250E+03
 9.52194E+02	 1.39220E+03
 9.54831E+02	 1.39154E+03
 9.57466E+02	 1.39302E+03
 9.60101E+02	 1.39334E+03
 9.62735E+02	 1.39050E+03
 9.65369E+02	 1.39228E+03
 9.68001E+02	 1.39280E+03
 9.70633E+02	 1.39084E+03
 9.73263E+02	 1.39224E+03
 9.75893E+02	 1.39240E+03
 9.78522E+02	 1.39372E+03
 9.81150E+02	 1.38990E+03
 9.83777E+02	 1.39412E+03
 9.86404E+02	 1.39252E+03
 9.89029E+02	 1.39120E+03
 9.91654E+02	 1.39252E+03
 9.94278E+02	 1.39292E+03
 9.96901E+02	 1.39046E+03
 9.99523E+02	 1.39492E+03
 1.00214E+03	 1.39644E+03
 1.00477E+03	 1.39222E+03
 1.00738E+03	 1.39472E+03
 1.01000E+03	 1.39540E+03
 1.01262E+03	 1.39200E+03
 1.01524E+03	 1.39254E+03
 1.01785E+03	 1.39020E+03
 1.02047E+03	 1.39312E+03
 1.02308E+03	 1.39422E+03
 1.02570E+03	 1.39466E+03
 1.02831E+03	 1.39492E+03
